Time,Bx,By,Bz,status
2016-08-22T13:03:50.619875,0,0,0,0,
2016-08-22T13:03:50.627687,0,0,0,0,
2016-08-22T13:03:50.635500,422115,422115,422115,0,
2016-08-22T13:03:50.643313,422116,422116,422116,0,
2016-08-22T13:03:50.651125,422117,422117,422117,0,
2016-08-22T13:03:50.658937,422118,422118,422118,0,
2016-08-22T13:03:50.666750,422119,422119,422119,0,
2016-08-22T13:03:50.674563,422120,422120,422120,0,
2016-08-22T13:03:50.682375,422121,422121,422121,0,
2016-08-22T13:03:50.690187,422122,422122,422122,0,
2016-08-22T13:03:50.698000,422123,422123,422123,0,
2016-08-22T13:03:50.705813,422124,422124,422124,0,
2016-08-22T13:03:50.713625,422125,422125,422125,0,
2016-08-22T13:03:50.721437,422126,422126,422126,0,
2016-08-22T13:03:50.729250,422127,422127,422127,0,
2016-08-22T13:03:50.737063,422128,422128,422128,0,
2016-08-22T13:03:50.744875,422129,422129,422129,0,
2016-08-22T13:03:50.752687,422130,422130,422130,0,
2016-08-22T13:03:50.760500,422131,422131,422131,0,
2016-08-22T13:03:50.768313,422132,422132,422132,0,
2016-08-22T13:03:50.776125,422133,422133,422133,0,
2016-08-22T13:03:50.783937,422134,422134,422134,0,
2016-08-22T13:03:50.791750,422135,422135,422135,0,
2016-08-22T13:03:50.799563,422136,422136,422136,0,
2016-08-22T13:03:50.807375,422137,422137,422137,0,
2016-08-22T13:03:50.815187,422138,422138,422138,0,
2016-08-22T13:03:50.823000,422139,422139,422139,0,
2016-08-22T13:03:50.830813,422140,422140,422140,0,
2016-08-22T13:03:50.838625,422141,422141,422141,0,
2016-08-22T13:03:50.846437,422142,422142,422142,0,
2016-08-22T13:03:50.854250,422143,422143,422143,0,
2016-08-22T13:03:50.862063,422144,422144,422144,0,
2016-08-22T13:03:50.869875,422145,422145,422145,0,
2016-08-22T13:03:50.877687,422146,422146,422146,0,
2016-08-22T13:03:50.885500,422147,422147,422147,0,
2016-08-22T13:03:50.893313,422148,422148,422148,0,
2016-08-22T13:03:50.901125,422149,422149,422149,0,
2016-08-22T13:03:50.908937,422150,422150,422150,0,
2016-08-22T13:03:50.916750,422151,422151,422151,0,
2016-08-22T13:03:50.924563,422152,422152,422152,0,
2016-08-22T13:03:50.932375,422153,422153,422153,0,
2016-08-22T13:03:50.940187,422154,422154,422154,0,
2016-08-22T13:03:50.948000,422155,422155,422155,0,
2016-08-22T13:03:50.955813,422156,422156,422156,0,
2016-08-22T13:03:50.963625,422157,422157,422157,0,
2016-08-22T13:03:50.971437,422158,422158,422158,0,
2016-08-22T13:03:50.979250,422159,422159,422159,0,
2016-08-22T13:03:50.987063,422160,422160,422160,0,
2016-08-22T13:03:50.994875,422161,422161,422161,0,
2016-08-22T13:03:51.002687,422162,422162,422162,0,
2016-08-22T13:03:51.010500,422163,422163,422163,0,
2016-08-22T13:03:51.018313,422164,422164,422164,0,
2016-08-22T13:03:51.026125,422165,422165,422165,0,
2016-08-22T13:03:51.033937,422166,422166,422166,0,
2016-08-22T13:03:51.041750,422167,422167,422167,0,
2016-08-22T13:03:51.049563,422168,422168,422168,0,
2016-08-22T13:03:51.057375,422169,422169,422169,0,
2016-08-22T13:03:51.065187,422170,422170,422170,0,
2016-08-22T13:03:51.073000,422171,422171,422171,0,
2016-08-22T13:03:51.080813,422172,422172,422172,0,
2016-08-22T13:03:51.088625,422173,422173,422173,0,
2016-08-22T13:03:51.096437,422174,422174,422174,0,
2016-08-22T13:03:51.104250,422175,422175,422175,0,
2016-08-22T13:03:51.112063,422176,422176,422176,0,
2016-08-22T13:03:51.119875,422177,422177,422177,0,
2016-08-22T13:03:51.127687,422178,422178,422178,0,
2016-08-22T13:03:51.135500,422179,422179,422179,0,
2016-08-22T13:03:51.143313,422180,422180,422180,0,
2016-08-22T13:03:51.151125,422181,422181,422181,0,
2016-08-22T13:03:51.158937,422182,422182,422182,0,
2016-08-22T13:03:51.166750,422183,422183,422183,0,
2016-08-22T13:03:51.174563,422184,422184,422184,0,
2016-08-22T13:03:51.182375,422185,422185,422185,0,
2016-08-22T13:03:51.190187,422186,422186,422186,0,
2016-08-22T13:03:51.198000,422187,422187,422187,0,
2016-08-22T13:03:51.205813,422188,422188,422188,0,
2016-08-22T13:03:51.213625,422189,422189,422189,0,
2016-08-22T13:03:51.221437,422190,422190,422190,0,
2016-08-22T13:03:51.229250,422191,422191,422191,0,
2016-08-22T13:03:51.237063,422192,422192,422192,0,
2016-08-22T13:03:51.244875,422193,422193,422193,0,
2016-08-22T13:03:51.252687,422194,422194,422194,0,
2016-08-22T13:03:51.260500,422195,422195,422195,0,
2016-08-22T13:03:51.268313,422196,422196,422196,0,
2016-08-22T13:03:51.276125,422197,422197,422197,0,
2016-08-22T13:03:51.283937,422198,422198,422198,0,
2016-08-22T13:03:51.291750,422199,422199,422199,0,
2016-08-22T13:03:51.299563,422200,422200,422200,0,
2016-08-22T13:03:51.307375,422201,422201,422201,0,
2016-08-22T13:03:51.315187,422202,422202,422202,0,
2016-08-22T13:03:51.323000,422203,422203,422203,0,
2016-08-22T13:03:51.330813,422204,422204,422204,0,
2016-08-22T13:03:51.338625,422205,422205,422205,0,
2016-08-22T13:03:51.346437,422206,422206,422206,0,
2016-08-22T13:03:51.354250,422207,422207,422207,0,
2016-08-22T13:03:51.362063,422208,422208,422208,0,
2016-08-22T13:03:51.369875,422209,422209,422209,0,
2016-08-22T13:03:51.377687,422210,422210,422210,0,
2016-08-22T13:03:51.385500,422211,422211,422211,0,
2016-08-22T13:03:51.393313,422212,422212,422212,0,
2016-08-22T13:03:51.401125,422213,422213,422213,0,
2016-08-22T13:03:51.408937,422214,422214,422214,0,
2016-08-22T13:03:51.416750,422215,422215,422215,0,
2016-08-22T13:03:51.424563,422216,422216,422216,0,
2016-08-22T13:03:51.432375,422217,422217,422217,0,
2016-08-22T13:03:51.440187,422218,422218,422218,0,
2016-08-22T13:03:51.448000,422219,422219,422219,0,
2016-08-22T13:03:51.455813,422220,422220,422220,0,
2016-08-22T13:03:51.463625,422221,422221,422221,0,
2016-08-22T13:03:51.471437,422222,422222,422222,0,
2016-08-22T13:03:51.479250,422223,422223,422223,0,
2016-08-22T13:03:51.487063,422224,422224,422224,0,
2016-08-22T13:03:51.494875,422225,422225,422225,0,
2016-08-22T13:03:51.502687,422226,422226,422226,0,
2016-08-22T13:03:51.510500,422227,422227,422227,0,
2016-08-22T13:03:51.518313,422228,422228,422228,0,
2016-08-22T13:03:51.526125,422229,422229,422229,0,
2016-08-22T13:03:51.533937,422230,422230,422230,0,
2016-08-22T13:03:51.541750,422231,422231,422231,0,
2016-08-22T13:03:51.549563,422232,422232,422232,0,
2016-08-22T13:03:51.557375,422233,422233,422233,0,
2016-08-22T13:03:51.565187,422234,422234,422234,0,
2016-08-22T13:03:51.573000,422235,422235,422235,0,
2016-08-22T13:03:51.580813,422236,422236,422236,0,
2016-08-22T13:03:51.588625,422237,422237,422237,0,
2016-08-22T13:03:51.596437,422238,422238,422238,0,
2016-08-22T13:03:51.604250,422239,422239,422239,0,
2016-08-22T13:03:51.612063,422240,422240,422240,0,
2016-08-22T13:03:51.619875,422241,422241,422241,0,
2016-08-22T13:03:51.627687,422242,422242,422242,0,
2016-08-22T13:03:51.635500,422243,422243,422243,0,
2016-08-22T13:03:51.643313,422244,422244,422244,0,
2016-08-22T13:03:51.651125,422245,422245,422245,0,
2016-08-22T13:03:51.658937,422246,422246,422246,0,
2016-08-22T13:03:51.666750,422247,422247,422247,0,
2016-08-22T13:03:51.674563,422248,422248,422248,0,
2016-08-22T13:03:51.682375,422249,422249,422249,0,
2016-08-22T13:03:51.690187,422250,422250,422250,0,
2016-08-22T13:03:51.698000,422251,422251,422251,0,
2016-08-22T13:03:51.705813,422252,422252,422252,0,
2016-08-22T13:03:51.713625,422253,422253,422253,0,
2016-08-22T13:03:51.721437,422254,422254,422254,0,
2016-08-22T13:03:51.729250,422255,422255,422255,0,
2016-08-22T13:03:51.737063,422256,422256,422256,0,
2016-08-22T13:03:51.744875,422257,422257,422257,0,
2016-08-22T13:03:51.752687,422258,422258,422258,0,
2016-08-22T13:03:51.760500,422259,422259,422259,0,
2016-08-22T13:03:51.768313,422260,422260,422260,0,
2016-08-22T13:03:51.776125,422261,422261,422261,0,
2016-08-22T13:03:51.783937,422262,422262,422262,0,
2016-08-22T13:03:51.791750,422263,422263,422263,0,
2016-08-22T13:03:51.799563,422264,422264,422264,0,
2016-08-22T13:03:51.807375,422265,422265,422265,0,
2016-08-22T13:03:51.815187,422266,422266,422266,0,
2016-08-22T13:03:51.823000,422267,422267,422267,0,
2016-08-22T13:03:51.830813,422268,422268,422268,0,
2016-08-22T13:03:51.838625,422269,422269,422269,0,
2016-08-22T13:03:51.846437,422270,422270,422270,0,
2016-08-22T13:03:51.854250,422271,422271,422271,0,
2016-08-22T13:03:51.862063,422272,422272,422272,0,
2016-08-22T13:03:51.869875,422273,422273,422273,0,
2016-08-22T13:03:51.877687,422274,422274,422274,0,
2016-08-22T13:03:51.885500,422275,422275,422275,0,
2016-08-22T13:03:51.893313,422276,422276,422276,0,
2016-08-22T13:03:51.901125,422277,422277,422277,0,
2016-08-22T13:03:51.908937,422278,422278,422278,0,
2016-08-22T13:03:51.916750,422279,422279,422279,0,
2016-08-22T13:03:51.924563,422280,422280,422280,0,
2016-08-22T13:03:51.932375,422281,422281,422281,0,
2016-08-22T13:03:51.940187,422282,422282,422282,0,
2016-08-22T13:03:51.948000,422283,422283,422283,0,
2016-08-22T13:03:51.955813,422284,422284,422284,0,
2016-08-22T13:03:51.963625,422285,422285,422285,0,
2016-08-22T13:03:51.971437,422286,422286,422286,0,
2016-08-22T13:03:51.979250,422287,422287,422287,0,
2016-08-22T13:03:51.987063,422288,422288,422288,0,
2016-08-22T13:03:51.994875,422289,422289,422289,0,
2016-08-22T13:03:52.002687,422290,422290,422290,0,
2016-08-22T13:03:52.010500,422291,422291,422291,0,
2016-08-22T13:03:52.018313,422292,422292,422292,0,
2016-08-22T13:03:52.026125,422293,422293,422293,0,
2016-08-22T13:03:52.033937,422294,422294,422294,0,
2016-08-22T13:03:52.041750,422295,422295,422295,0,
2016-08-22T13:03:52.049563,422296,422296,422296,0,
2016-08-22T13:03:52.057375,422297,422297,422297,0,
2016-08-22T13:03:52.065187,422298,422298,422298,0,
2016-08-22T13:03:52.073000,422299,422299,422299,0,
2016-08-22T13:03:52.080813,422300,422300,422300,0,
2016-08-22T13:03:52.088625,422301,422301,422301,0,
2016-08-22T13:03:52.096437,422302,422302,422302,0,
2016-08-22T13:03:52.104250,422303,422303,422303,0,
2016-08-22T13:03:52.112063,422304,422304,422304,0,
2016-08-22T13:03:52.119875,422305,422305,422305,0,
2016-08-22T13:03:52.127687,422306,422306,422306,0,
2016-08-22T13:03:52.135500,422307,422307,422307,0,
2016-08-22T13:03:52.143313,422308,422308,422308,0,
2016-08-22T13:03:52.151125,422309,422309,422309,0,
2016-08-22T13:03:52.158937,422310,422310,422310,0,
2016-08-22T13:03:52.166750,422311,422311,422311,0,
2016-08-22T13:03:52.174563,422312,422312,422312,0,
2016-08-22T13:03:52.182375,422313,422313,422313,0,
2016-08-22T13:03:52.190187,422314,422314,422314,0,
2016-08-22T13:03:52.198000,422315,422315,422315,0,
2016-08-22T13:03:52.205813,422316,422316,422316,0,
2016-08-22T13:03:52.213625,422317,422317,422317,0,
2016-08-22T13:03:52.221437,422318,422318,422318,0,
2016-08-22T13:03:52.229250,422319,422319,422319,0,
2016-08-22T13:03:52.237063,422320,422320,422320,0,
2016-08-22T13:03:52.244875,422321,422321,422321,0,
2016-08-22T13:03:52.252687,422322,422322,422322,0,
2016-08-22T13:03:52.260500,422323,422323,422323,0,
2016-08-22T13:03:52.268313,422324,422324,422324,0,
2016-08-22T13:03:52.276125,422325,422325,422325,0,
