Time,Bx,By,Bz,status
2016-08-22T15:19:35.512989,1065137,1065137,1065137,0,
2016-08-22T15:19:35.520802,1065138,1065138,1065138,0,
2016-08-22T15:19:35.528615,1065139,1065139,1065139,0,
2016-08-22T15:19:35.536427,1065140,1065140,1065140,0,
2016-08-22T15:19:35.544239,1065141,1065141,1065141,0,
2016-08-22T15:19:35.552052,1065142,1065142,1065142,0,
2016-08-22T15:19:35.559865,1065143,1065143,1065143,0,
2016-08-22T15:19:35.567677,1065144,1065144,1065144,0,
2016-08-22T15:19:35.575489,1065145,1065145,1065145,0,
2016-08-22T15:19:35.583302,1065146,1065146,1065146,0,
2016-08-22T15:19:35.591115,1065147,1065147,1065147,0,
2016-08-22T15:19:35.598927,1065148,1065148,1065148,0,
2016-08-22T15:19:35.606739,1065149,1065149,1065149,0,
2016-08-22T15:19:35.614552,1065150,1065150,1065150,0,
2016-08-22T15:19:35.622365,1065151,1065151,1065151,0,
2016-08-22T15:19:35.630177,1065152,1065152,1065152,0,
2016-08-22T15:19:35.637989,1065153,1065153,1065153,0,
2016-08-22T15:19:35.645802,1065154,1065154,1065154,0,
2016-08-22T15:19:35.653615,1065155,1065155,1065155,0,
2016-08-22T15:19:35.661427,1065156,1065156,1065156,0,
2016-08-22T15:19:35.669239,1065137,1065137,1065137,0,
2016-08-22T15:19:35.677052,1065157,1065157,1065157,0,
2016-08-22T15:19:35.684865,1065159,1065159,1065159,0,
2016-08-22T15:19:35.692677,1065160,1065160,1065160,0,
2016-08-22T15:19:35.700489,1065161,1065161,1065161,0,
2016-08-22T15:19:35.708302,1065162,1065162,1065162,0,
2016-08-22T15:19:35.716115,1065163,1065163,1065163,0,
2016-08-22T15:19:35.723927,1065164,1065164,1065164,0,
2016-08-22T15:19:35.731739,1065165,1065165,1065165,0,
2016-08-22T15:19:35.739552,1065166,1065166,1065166,0,
2016-08-22T15:19:35.747365,1065167,1065167,1065167,0,
2016-08-22T15:19:35.755177,1065168,1065168,1065168,0,
2016-08-22T15:19:35.762989,1065169,1065169,1065169,0,
2016-08-22T15:19:35.770802,1065170,1065170,1065170,0,
2016-08-22T15:19:35.778615,1065171,1065171,1065171,0,
2016-08-22T15:19:35.786427,1065172,1065172,1065172,0,
2016-08-22T15:19:35.794239,1065173,1065173,1065173,0,
2016-08-22T15:19:35.802052,1065174,1065174,1065174,0,
2016-08-22T15:19:35.809865,1065175,1065175,1065175,0,
2016-08-22T15:19:35.817677,1065176,1065176,1065176,0,
2016-08-22T15:19:35.825489,1065137,1065137,1065137,0,
2016-08-22T15:19:35.833302,1065177,1065177,1065177,0,
2016-08-22T15:19:35.841115,1065179,1065179,1065179,0,
2016-08-22T15:19:35.848927,1065180,1065180,1065180,0,
2016-08-22T15:19:35.856739,1065181,1065181,1065181,0,
2016-08-22T15:19:35.864552,1065182,1065182,1065182,0,
2016-08-22T15:19:35.872365,1065183,1065183,1065183,0,
2016-08-22T15:19:35.880177,1065184,1065184,1065184,0,
2016-08-22T15:19:35.887989,1065185,1065185,1065185,0,
2016-08-22T15:19:35.895802,1065186,1065186,1065186,0,
2016-08-22T15:19:35.903615,1065187,1065187,1065187,0,
2016-08-22T15:19:35.911427,1065188,1065188,1065188,0,
2016-08-22T15:19:35.919239,1065189,1065189,1065189,0,
2016-08-22T15:19:35.927052,1065190,1065190,1065190,0,
2016-08-22T15:19:35.934865,1065191,1065191,1065191,0,
2016-08-22T15:19:35.942677,1065192,1065192,1065192,0,
2016-08-22T15:19:35.950489,1065193,1065193,1065193,0,
2016-08-22T15:19:35.958302,1065194,1065194,1065194,0,
2016-08-22T15:19:35.966115,1065195,1065195,1065195,0,
2016-08-22T15:19:35.973927,1065196,1065196,1065196,0,
2016-08-22T15:19:35.981739,1065137,1065137,1065137,0,
2016-08-22T15:19:35.989552,1065197,1065197,1065197,0,
2016-08-22T15:19:35.997365,1065199,1065199,1065199,0,
2016-08-22T15:19:36.005177,1065200,1065200,1065200,0,
2016-08-22T15:19:36.012989,1065201,1065201,1065201,0,
2016-08-22T15:19:36.020802,1065202,1065202,1065202,0,
2016-08-22T15:19:36.028615,1065203,1065203,1065203,0,
2016-08-22T15:19:36.036427,1065204,1065204,1065204,0,
2016-08-22T15:19:36.044239,1065205,1065205,1065205,0,
