Time,Bx,By,Bz,status
2016-08-22T11:48:50.791219,23,23,23,0,
2016-08-22T11:48:51.025594,53,53,53,0,
2016-08-22T11:48:51.259969,83,83,83,0,
2016-08-22T11:48:51.494344,113,113,113,0,
2016-08-22T11:48:51.728719,143,143,143,0,
2016-08-22T11:48:51.963094,173,173,173,0,
2016-08-22T11:48:52.197469,203,203,203,0,
2016-08-22T11:48:52.431844,233,233,233,0,
2016-08-22T11:48:52.666219,263,263,263,0,
2016-08-22T11:48:46.509969,1376258,1376256,136704,2,
2016-08-22T11:48:46.509969,1441794,1441793,4,38,
2016-08-22T11:48:46.509969,65536,535,535,0,
2016-08-22T11:48:46.509969,136960,536,536,0,
2016-08-22T11:48:46.509969,137216,65536,272385,0,
2016-08-22T11:48:46.509969,2,1638402,1638402,25,
2016-08-22T11:48:46.509969,2,1703938,1703938,26,
2016-08-22T11:48:46.509969,256,1066,65536,0,
2016-08-22T11:48:46.509969,137984,137984,137984,0,
2016-08-22T11:48:46.509969,138240,138240,138240,1,
2016-08-22T11:48:46.509969,4,2883840,2,29,
2016-08-22T11:48:46.509969,541,541,2,30,
2016-08-22T11:48:46.509969,542,542,256,0,
2016-08-22T11:48:46.509969,273921,0,139008,2,
2016-08-22T11:48:46.509969,2031618,2031616,139264,2,
2016-08-22T11:48:46.509969,2097154,2097153,4,48,
2016-08-22T11:48:46.509969,65536,545,545,0,
2016-08-22T11:48:46.509969,139520,546,546,0,
2016-08-22T11:48:46.509969,139776,65536,274945,0,
2016-08-22T11:48:46.509969,2,2293762,2293762,35,
2016-08-22T11:48:46.509969,2,2359298,2359298,36,
2016-08-22T11:48:46.509969,6356994,6356992,156160,2,
2016-08-22T11:48:46.509969,6422530,6422529,4,114,
2016-08-22T11:48:46.509969,65536,611,611,0,
2016-08-22T11:48:46.509969,156416,612,612,0,
2016-08-22T11:48:46.509969,156672,65536,291841,0,
2016-08-22T11:48:46.509969,2,6619138,6619138,101,
2016-08-22T11:48:46.509969,2,6684674,6684674,102,
2016-08-22T11:48:46.509969,256,1142,65536,0,
2016-08-22T11:48:46.509969,157440,157440,157440,0,
2016-08-22T11:48:46.509969,157696,157696,157696,1,
2016-08-22T11:48:46.509969,4,7864576,2,105,
2016-08-22T11:48:46.509969,617,617,2,106,
2016-08-22T11:48:46.509969,618,618,256,0,
2016-08-22T11:48:46.509969,293377,0,158464,2,
2016-08-22T11:48:46.509969,7012354,7012352,158720,2,
2016-08-22T11:48:46.509969,7077890,7077889,4,124,
2016-08-22T11:48:46.509969,65536,621,621,0,
2016-08-22T11:48:46.509969,158976,622,622,0,
2016-08-22T11:48:46.509969,159232,65536,294401,0,
2016-08-22T11:48:46.509969,2,7274498,7274498,111,
2016-08-22T11:48:46.509969,2,7340034,7340034,112,
2016-08-22T11:48:46.509969,256,1152,65536,0,
2016-08-22T11:48:46.509969,160000,160000,160000,0,
2016-08-22T11:48:46.509969,160256,160256,160256,1,
2016-08-22T11:48:46.509969,4,-8257280,2,115,
2016-08-22T11:48:46.509969,627,627,2,116,
2016-08-22T11:48:46.509969,628,628,256,0,
2016-08-22T11:48:46.509969,295937,0,161024,2,
2016-08-22T11:48:46.509969,7667714,7667712,161280,2,
2016-08-22T11:48:46.509969,7733250,7733249,4,134,
2016-08-22T11:48:46.509969,65536,631,631,0,
2016-08-22T11:48:46.509969,161536,632,632,0,
2016-08-22T11:48:46.509969,161792,65536,296961,0,
2016-08-22T11:48:46.509969,2,7929858,7929858,121,
2016-08-22T11:48:46.509969,2,7995394,7995394,122,
2016-08-22T11:48:46.509969,256,1162,65536,0,
2016-08-22T11:48:46.509969,162560,162560,162560,0,
2016-08-22T11:48:46.509969,162816,162816,162816,1,
2016-08-22T11:48:46.509969,4,-7601920,2,125,
2016-08-22T11:48:46.509969,637,637,2,126,
2016-08-22T11:48:46.509969,638,638,256,0,
2016-08-22T11:48:46.509969,298497,0,163584,2,
2016-08-22T11:48:46.509969,8323074,8323072,163840,2,
2016-08-22T11:48:46.509969,-8388606,-8388607,4,144,
2016-08-22T11:48:46.509969,65536,641,641,0,
2016-08-22T11:48:46.509969,164096,642,642,0,
2016-08-22T11:48:46.509969,164352,65536,299521,0,
2016-08-22T11:48:46.509969,2,-8191998,-8191998,131,
2016-08-22T11:48:46.509969,2,-8126462,-8126462,132,
2016-08-22T11:48:46.509969,256,1172,65536,0,
2016-08-22T11:48:46.509969,165120,165120,165120,0,
2016-08-22T11:48:46.509969,165376,165376,165376,1,
2016-08-22T11:48:46.509969,4,-6946560,2,135,
2016-08-22T11:48:46.509969,647,647,2,136,
2016-08-22T11:48:46.509969,648,648,256,0,
2016-08-22T11:48:46.509969,301057,0,166144,2,
2016-08-22T11:48:46.509969,-7798782,-7798784,166400,2,
2016-08-22T11:48:46.509969,-7733246,-7733247,4,154,
2016-08-22T11:48:46.509969,65536,651,651,0,
2016-08-22T11:48:46.509969,166656,652,652,0,
2016-08-22T11:48:46.509969,166912,65536,302081,0,
2016-08-22T11:48:46.509969,2,-7536638,-7536638,141,
2016-08-22T11:48:46.509969,2,-7471102,-7471102,142,
2016-08-22T11:48:46.509969,256,1182,65536,0,
2016-08-22T11:48:46.509969,167680,167680,167680,0,
2016-08-22T11:48:46.509969,167936,167936,167936,1,
2016-08-22T11:48:46.509969,4,-6291200,2,145,
2016-08-22T11:48:46.509969,657,657,2,146,
2016-08-22T11:48:46.509969,658,658,256,0,
2016-08-22T11:48:46.509969,303617,0,168704,2,
2016-08-22T11:48:46.509969,-7143422,-7143424,168960,2,
2016-08-22T11:48:46.509969,-7077886,-7077887,4,164,
2016-08-22T11:48:46.509969,65536,661,661,0,
2016-08-22T11:48:46.509969,169216,662,662,0,
2016-08-22T11:48:46.509969,169472,65536,304641,0,
2016-08-22T11:48:46.509969,2,-6881278,-6881278,151,
2016-08-22T11:48:46.509969,2,-6815742,-6815742,152,
2016-08-22T11:48:46.509969,256,1192,65536,0,
2016-08-22T11:48:46.509969,170240,170240,170240,0,
2016-08-22T11:48:46.509969,170496,170496,170496,1,
2016-08-22T11:48:46.509969,4,-5635840,2,155,
2016-08-22T11:48:46.509969,667,667,2,156,
2016-08-22T11:48:46.509969,668,668,256,0,
2016-08-22T11:48:46.509969,306177,0,171264,2,
2016-08-22T11:48:46.509969,-6488062,-6488064,171520,2,
2016-08-22T11:48:46.509969,-6422526,-6422527,4,174,
2016-08-22T11:48:46.509969,65536,671,671,0,
2016-08-22T11:48:46.509969,171776,672,672,0,
2016-08-22T11:48:46.509969,172032,65536,307201,0,
2016-08-22T11:48:46.509969,2,-6225918,-6225918,161,
2016-08-22T11:48:46.509969,2,-6160382,-6160382,162,
2016-08-22T11:48:46.509969,256,1202,65536,0,
2016-08-22T11:48:46.509969,172800,172800,172800,0,
2016-08-22T11:48:46.509969,173056,173056,173056,1,
2016-08-22T11:48:46.509969,4,-4980480,2,165,
2016-08-22T11:48:46.509969,677,677,2,166,
2016-08-22T11:48:46.509969,678,678,256,0,
2016-08-22T11:48:46.509969,-2555902,-2555904,186880,2,
2016-08-22T11:48:46.509969,-2490366,-2490367,4,234,
2016-08-22T11:48:46.509969,65536,731,731,0,
2016-08-22T11:48:46.509969,187136,732,732,0,
2016-08-22T11:48:46.509969,187392,65536,322561,0,
2016-08-22T11:48:46.509969,2,-2293758,-2293758,221,
2016-08-22T11:48:46.509969,2,-2228222,-2228222,222,
2016-08-22T11:48:46.509969,256,1262,65536,0,
2016-08-22T11:48:46.509969,188160,188160,188160,0,
2016-08-22T11:48:46.509969,188416,188416,188416,1,
2016-08-22T11:48:46.509969,4,-1048320,2,225,
2016-08-22T11:48:46.509969,737,737,2,226,
2016-08-22T11:48:46.509969,738,738,256,0,
2016-08-22T11:48:46.509969,324097,0,189184,2,
2016-08-22T11:48:46.509969,-1900542,-1900544,189440,2,
2016-08-22T11:48:46.509969,-1835006,-1835007,4,244,
2016-08-22T11:48:46.509969,65536,741,741,0,
2016-08-22T11:48:46.509969,189696,742,742,0,
2016-08-22T11:48:46.509969,189952,65536,325121,0,
2016-08-22T11:48:46.509969,2,-1638398,-1638398,231,
2016-08-22T11:48:46.509969,2,-1572862,-1572862,232,
2016-08-22T11:48:46.509969,256,1272,65536,0,
2016-08-22T11:48:46.509969,190720,190720,190720,0,
2016-08-22T11:48:46.509969,190976,190976,190976,1,
2016-08-22T11:48:46.509969,4,-392960,2,235,
2016-08-22T11:48:46.509969,747,747,2,236,
2016-08-22T11:48:46.509969,748,748,256,0,
2016-08-22T11:48:46.509969,326657,0,191744,2,
2016-08-22T11:48:46.509969,-1245182,-1245184,192000,2,
2016-08-22T11:48:46.509969,-1179646,-1179647,4,254,
2016-08-22T11:48:46.509969,65536,751,751,0,
2016-08-22T11:48:46.509969,192256,752,752,0,
2016-08-22T11:48:46.509969,192512,65536,327681,0,
2016-08-22T11:48:46.509969,2,-983038,-983038,241,
2016-08-22T11:48:46.509969,2,-917502,-917502,242,
2016-08-22T11:48:46.509969,256,1282,65536,0,
2016-08-22T11:48:46.509969,193280,193280,193280,0,
2016-08-22T11:48:46.509969,193536,193536,193536,1,
2016-08-22T11:48:46.509969,5,262400,2,245,
2016-08-22T11:48:46.509969,757,757,2,246,
2016-08-22T11:48:46.509969,758,758,256,0,
2016-08-22T11:48:46.509969,329217,0,194304,2,
2016-08-22T11:48:46.509969,-589822,-589824,194560,2,
2016-08-22T11:48:46.509969,-524286,-524287,5,8,
2016-08-22T11:48:46.509969,65536,761,761,0,
2016-08-22T11:48:46.509969,194816,762,762,0,
2016-08-22T11:48:46.509969,195072,65536,330241,0,
2016-08-22T11:48:46.509969,2,-327678,-327678,251,
2016-08-22T11:48:46.509969,2,-262142,-262142,252,
2016-08-22T11:48:46.509969,256,1292,65536,0,
2016-08-22T11:48:46.509969,195840,195840,195840,0,
2016-08-22T11:48:46.509969,196096,196096,196096,1,
2016-08-22T11:48:46.509969,5,917760,2,255,
2016-08-22T11:48:46.509969,767,767,3,0,
2016-08-22T11:48:46.509969,768,768,256,0,
2016-08-22T11:48:46.509969,331777,0,196864,3,
2016-08-22T11:48:46.509969,65539,65536,197120,3,
2016-08-22T11:48:46.509969,131075,131073,5,18,
2016-08-22T11:48:46.509969,65536,771,771,0,
2016-08-22T11:48:46.509969,197376,772,772,0,
2016-08-22T11:48:46.509969,197632,65536,332801,0,
2016-08-22T11:48:46.509969,3,327683,327683,5,
2016-08-22T11:48:46.509969,3,393219,393219,6,
2016-08-22T11:48:46.509969,256,1302,65536,0,
2016-08-22T11:48:46.509969,198400,198400,198400,0,
2016-08-22T11:48:46.509969,198656,198656,198656,1,
2016-08-22T11:48:46.509969,5,1573120,3,9,
2016-08-22T11:48:46.509969,777,777,3,10,
2016-08-22T11:48:46.509969,778,778,256,0,
2016-08-22T11:48:46.509969,334337,0,199424,3,
2016-08-22T11:48:46.509969,720899,720896,199680,3,
2016-08-22T11:48:46.509969,786435,786433,5,28,
2016-08-22T11:48:46.509969,65536,781,781,0,
2016-08-22T11:48:46.509969,199936,782,782,0,
2016-08-22T11:48:46.509969,200192,65536,335361,0,
2016-08-22T11:48:46.509969,3,983043,983043,15,
2016-08-22T11:48:46.509969,3,1048579,1048579,16,
2016-08-22T11:48:46.509969,256,1312,65536,0,
2016-08-22T11:48:46.509969,200960,200960,200960,0,
2016-08-22T11:48:46.509969,201216,201216,201216,1,
2016-08-22T11:48:46.509969,5,2228480,3,19,
2016-08-22T11:48:46.509969,787,787,3,20,
2016-08-22T11:48:46.509969,788,788,256,0,
2016-08-22T11:48:46.509969,336897,0,201984,3,
2016-08-22T11:48:46.509969,1376259,1376256,202240,3,
2016-08-22T11:48:46.509969,1441795,1441793,5,38,
2016-08-22T11:48:46.509969,65536,791,791,0,
2016-08-22T11:48:46.509969,202496,792,792,0,
2016-08-22T11:48:46.509969,202752,65536,337921,0,
2016-08-22T11:48:46.509969,3,1638403,1638403,25,
2016-08-22T11:48:46.509969,3,1703939,1703939,26,
2016-08-22T11:48:46.509969,256,1322,65536,0,
2016-08-22T11:48:46.509969,203520,203520,203520,0,
2016-08-22T11:48:46.509969,203776,203776,203776,1,
2016-08-22T11:48:46.509969,5,2883840,3,29,
2016-08-22T11:48:46.509969,797,797,3,30,
2016-08-22T11:48:46.509969,798,798,256,0,
2016-08-22T11:48:46.509969,339457,0,204544,3,
2016-08-22T11:48:46.509969,2031619,2031616,204800,3,
2016-08-22T11:48:46.509969,2097155,2097153,5,48,
2016-08-22T11:48:46.509969,65536,801,801,0,
2016-08-22T11:48:46.509969,205056,802,802,0,
2016-08-22T11:48:46.509969,205312,65536,340481,0,
2016-08-22T11:48:46.509969,3,2293763,2293763,35,
2016-08-22T11:48:46.509969,3,2359299,2359299,36,
2016-08-22T11:48:46.509969,256,1332,65536,0,
2016-08-22T11:48:46.509969,206080,206080,206080,0,
2016-08-22T11:48:46.509969,206336,206336,206336,1,
2016-08-22T11:48:46.509969,5,3539200,3,39,
2016-08-22T11:48:46.509969,807,807,3,40,
2016-08-22T11:48:46.509969,808,808,256,0,
2016-08-22T11:48:46.509969,342017,0,207104,3,
2016-08-22T11:48:46.509969,2686979,2686976,207360,3,
2016-08-22T11:48:46.509969,2752515,2752513,5,58,
2016-08-22T11:48:46.509969,65536,811,811,0,
2016-08-22T11:48:46.509969,207616,812,812,0,
2016-08-22T11:48:46.509969,207872,65536,343041,0,
2016-08-22T11:48:46.509969,3,2949123,2949123,45,
2016-08-22T11:48:46.509969,3,3014659,3014659,46,
2016-08-22T11:48:46.509969,256,1342,65536,0,
2016-08-22T11:48:46.509969,208640,208640,208640,0,
2016-08-22T11:48:46.509969,208896,208896,208896,1,
2016-08-22T11:48:46.509969,5,4194560,3,49,
2016-08-22T11:48:46.509969,817,817,3,50,
2016-08-22T11:48:46.509969,818,818,256,0,
2016-08-22T11:48:46.509969,344577,0,209664,3,
2016-08-22T11:48:46.509969,3342339,3342336,209920,3,
2016-08-22T11:48:46.509969,3407875,3407873,5,68,
2016-08-22T11:48:46.509969,65536,821,821,0,
2016-08-22T11:48:46.509969,210176,822,822,0,
2016-08-22T11:48:46.509969,210432,65536,345601,0,
2016-08-22T11:48:46.509969,3,3604483,3604483,55,
2016-08-22T11:48:46.509969,3,3670019,3670019,56,
2016-08-22T11:48:46.509969,256,1352,65536,0,
2016-08-22T11:48:46.509969,211200,211200,211200,0,
2016-08-22T11:48:46.509969,211456,211456,211456,1,
2016-08-22T11:48:46.509969,5,4849920,3,59,
2016-08-22T11:48:46.509969,827,827,3,60,
2016-08-22T11:48:46.509969,828,828,256,0,
2016-08-22T11:48:46.509969,347137,0,212224,3,
2016-08-22T11:48:46.509969,3997699,3997696,212480,3,
2016-08-22T11:48:46.509969,4063235,4063233,5,78,
2016-08-22T11:48:46.509969,65536,831,831,0,
2016-08-22T11:48:46.509969,212736,832,832,0,
2016-08-22T11:48:46.509969,212992,65536,348161,0,
2016-08-22T11:48:46.509969,3,4259843,4259843,65,
2016-08-22T11:48:46.509969,3,4325379,4325379,66,
2016-08-22T11:48:46.509969,256,1362,65536,0,
2016-08-22T11:48:46.509969,213760,213760,213760,0,
2016-08-22T11:48:46.509969,214016,214016,214016,1,
2016-08-22T11:48:46.509969,5,5505280,3,69,
2016-08-22T11:48:46.509969,837,837,3,70,
2016-08-22T11:48:46.509969,838,838,256,0,
2016-08-22T11:48:46.509969,349697,0,214784,3,
2016-08-22T11:48:46.509969,4653059,4653056,215040,3,
2016-08-22T11:48:46.509969,4718595,4718593,5,88,
2016-08-22T11:48:46.509969,65536,841,841,0,
2016-08-22T11:48:46.509969,215296,842,842,0,
2016-08-22T11:48:46.509969,215552,65536,350721,0,
2016-08-22T11:48:46.509969,3,4915203,4915203,75,
2016-08-22T11:48:46.509969,3,4980739,4980739,76,
2016-08-22T11:48:46.509969,256,1372,65536,0,
2016-08-22T11:48:46.509969,216320,216320,216320,0,
2016-08-22T11:48:46.509969,216576,216576,216576,1,
2016-08-22T11:48:46.509969,5,6160640,3,79,
2016-08-22T11:48:46.509969,847,847,3,80,
2016-08-22T11:48:46.509969,848,848,256,0,
2016-08-22T11:48:46.509969,352257,0,217344,3,
2016-08-22T11:48:46.509969,5308419,5308416,217600,3,
2016-08-22T11:48:46.509969,5373955,5373953,5,98,
2016-08-22T11:48:46.509969,65536,851,851,0,
2016-08-22T11:48:46.509969,217856,852,852,0,
2016-08-22T11:48:46.509969,218112,65536,353281,0,
2016-08-22T11:48:46.509969,3,5570563,5570563,85,
2016-08-22T11:48:46.509969,3,5636099,5636099,86,
2016-08-22T11:48:46.509969,256,1382,65536,0,
2016-08-22T11:48:46.509969,218880,218880,218880,0,
2016-08-22T11:48:46.509969,219136,219136,219136,1,
2016-08-22T11:48:46.509969,5,6816000,3,89,
2016-08-22T11:48:46.509969,857,857,3,90,
2016-08-22T11:48:46.509969,858,858,256,0,
2016-08-22T11:48:46.509969,354817,0,219904,3,
2016-08-22T11:48:46.509969,5963779,5963776,220160,3,
2016-08-22T11:48:46.509969,6029315,6029313,5,108,
2016-08-22T11:48:46.509969,65536,861,861,0,
2016-08-22T11:48:46.509969,220416,862,862,0,
2016-08-22T11:48:46.509969,220672,65536,355841,0,
2016-08-22T11:48:46.509969,3,6225923,6225923,95,
2016-08-22T11:48:46.509969,3,6291459,6291459,96,
2016-08-22T11:48:46.509969,256,1392,65536,0,
2016-08-22T11:48:46.509969,221440,221440,221440,0,
2016-08-22T11:48:46.509969,221696,221696,221696,1,
2016-08-22T11:48:46.509969,5,7471360,3,99,
2016-08-22T11:48:46.509969,867,867,3,100,
2016-08-22T11:48:46.509969,868,868,256,0,
2016-08-22T11:48:46.509969,357377,0,222464,3,
2016-08-22T11:48:46.509969,6619139,6619136,222720,3,
2016-08-22T11:48:46.509969,6684675,6684673,5,118,
2016-08-22T11:48:46.509969,65536,871,871,0,
2016-08-22T11:48:46.509969,222976,872,872,0,
2016-08-22T11:48:46.509969,223232,65536,358401,0,
2016-08-22T11:48:46.509969,3,6881283,6881283,105,
2016-08-22T11:48:46.509969,3,6946819,6946819,106,
2016-08-22T11:48:46.509969,256,1402,65536,0,
2016-08-22T11:48:46.509969,224000,224000,224000,0,
2016-08-22T11:48:46.509969,224256,224256,224256,1,
2016-08-22T11:48:46.509969,5,8126720,3,109,
2016-08-22T11:48:46.509969,877,877,3,110,
2016-08-22T11:48:46.509969,878,878,256,0,
2016-08-22T11:48:46.509969,359937,0,225024,3,
2016-08-22T11:48:46.509969,7274499,7274496,225280,3,
2016-08-22T11:48:46.509969,7340035,7340033,5,128,
2016-08-22T11:48:46.509969,65536,881,881,0,
2016-08-22T11:48:46.509969,225536,882,882,0,
2016-08-22T11:48:46.509969,225792,65536,360961,0,
2016-08-22T11:48:46.509969,3,7536643,7536643,115,
