Time,Sensor_Laser,Laser_Micro,Zeeman,Sci_Data_ID,Sci_Data,Timestamp
20160817T175511.261708,35,35,35,35,84003,84003
20160817T175511.269520,36,36,36,36,84004,84004
20160817T175511.277333,37,37,37,37,84005,84005
20160817T175511.285146,38,38,38,38,84006,84006
20160817T175511.292958,39,39,39,39,84007,84007
20160817T175511.300770,40,40,40,40,84008,84008
20160817T175511.308583,41,41,41,41,84009,84009
20160817T175511.316396,42,42,42,42,84010,84010
20160817T175511.324208,43,43,43,43,84011,84011
20160817T175511.332020,44,44,44,44,84012,84012
20160817T175511.339833,45,45,45,45,84013,84013
20160817T175511.347646,46,46,46,46,84014,84014
20160817T175511.355458,47,47,47,47,84015,84015
20160817T175511.363270,48,48,48,48,84016,84016
20160817T175511.371083,49,49,49,49,84017,84017
20160817T175511.378896,50,50,50,50,84018,84018
20160817T175511.386708,51,51,51,51,84019,84019
20160817T175511.394520,52,52,52,52,84020,84020
20160817T175511.402333,53,53,53,53,84021,84021
20160817T175511.410146,54,54,54,54,84022,84022
20160817T175511.417958,55,55,55,55,84023,84023
20160817T175511.425770,56,56,56,56,84024,84024
20160817T175511.433583,57,57,57,57,84025,84025
20160817T175511.441396,58,58,58,58,84026,84026
20160817T175511.449208,59,59,59,59,84027,84027
20160817T175511.457020,60,60,60,60,84028,84028
20160817T175511.464833,61,61,61,61,84029,84029
20160817T175511.472646,62,62,62,62,84030,84030
20160817T175511.480458,63,63,63,63,84031,84031
20160817T175511.488270,64,64,64,64,84032,84032
20160817T175511.496083,65,65,65,65,84033,84033
20160817T175511.503896,66,66,66,66,84034,84034
20160817T175511.511708,67,67,67,67,84035,84035
20160817T175511.519520,68,68,68,68,84036,84036
20160817T175511.527333,69,69,69,69,84037,84037
20160817T175511.535146,70,70,70,70,84038,84038
20160817T175511.542958,71,71,71,71,84039,84039
20160817T175511.550770,72,72,72,72,84040,84040
20160817T175511.558583,73,73,73,73,84041,84041
20160817T175511.566396,74,74,74,74,84042,84042
20160817T175511.574208,75,75,75,75,84043,84043
20160817T175511.582020,76,76,76,76,84044,84044
20160817T175511.589833,77,77,77,77,84045,84045
20160817T175511.597646,78,78,78,78,84046,84046
20160817T175511.605458,79,79,79,79,84047,84047
20160817T175511.613270,80,80,80,80,84048,84048
20160817T175511.621083,81,81,81,81,84049,84049
20160817T175511.628896,82,82,82,82,84050,84050
20160817T175511.636708,83,83,83,83,84051,84051
20160817T175511.644520,84,84,84,84,84052,84052
20160817T175511.652333,85,85,85,85,84053,84053
20160817T175511.660146,86,86,86,86,84054,84054
20160817T175511.667958,87,87,87,87,84055,84055
20160817T175511.675770,88,88,88,88,84056,84056
20160817T175511.683583,89,89,89,89,84057,84057
20160817T175511.691396,90,90,90,90,84058,84058
20160817T175511.699208,91,91,91,91,84059,84059
20160817T175511.707020,92,92,92,92,84060,84060
20160817T175511.714833,93,93,93,93,84061,84061
20160817T175511.722646,94,94,94,94,84062,84062
20160817T175511.730458,95,95,95,95,84063,84063
20160817T175511.738270,96,96,96,96,84064,84064
20160817T175511.746083,97,97,97,97,84065,84065
20160817T175511.753896,98,98,98,98,84066,84066
20160817T175511.761708,99,99,99,99,84067,84067
20160817T175511.769520,100,100,100,100,84068,84068
20160817T175511.777333,101,101,101,101,84069,84069
20160817T175511.785146,102,102,102,102,84070,84070
20160817T175511.792958,103,103,103,103,84071,84071
20160817T175511.800770,104,104,104,104,84072,84072
20160817T175511.808583,105,105,105,105,84073,84073
20160817T175511.816396,106,106,106,106,84074,84074
20160817T175511.824208,107,107,107,107,84075,84075
20160817T175511.832020,108,108,108,108,84076,84076
20160817T175511.839833,109,109,109,109,84077,84077
20160817T175511.847646,110,110,110,110,84078,84078
20160817T175511.855458,111,111,111,111,84079,84079
20160817T175511.863270,112,112,112,112,84080,84080
20160817T175511.871083,113,113,113,113,84081,84081
20160817T175511.878896,114,114,114,114,84082,84082
20160817T175511.886708,115,115,115,115,84083,84083
20160817T175511.894520,116,116,116,116,84084,84084
20160817T175511.902333,117,117,117,117,84085,84085
20160817T175511.910146,118,118,118,118,84086,84086
20160817T175511.917958,119,119,119,119,84087,84087
20160817T175511.925770,120,120,120,120,84088,84088
20160817T175511.933583,121,121,121,121,84089,84089
20160817T175511.941396,122,122,122,122,84090,84090
20160817T175511.949208,123,123,123,123,84091,84091
20160817T175511.957020,124,124,124,124,84092,84092
20160817T175511.964833,125,125,125,125,84093,84093
20160817T175511.972646,126,126,126,126,84094,84094
20160817T175511.980458,127,127,127,127,84095,84095
20160817T175511.988270,128,128,128,128,84096,84096
20160817T175511.996083,129,129,129,129,84097,84097
20160817T175512.003896,130,130,130,130,84098,84098
20160817T175512.011708,131,131,131,131,84099,84099
20160817T175512.019520,132,132,132,132,84100,84100
20160817T175512.027333,133,133,133,133,84101,84101
20160817T175512.035146,134,134,134,134,84102,84102
20160817T175512.042958,135,135,135,135,84103,84103
20160817T175512.050770,136,136,136,136,84104,84104
20160817T175512.058583,137,137,137,137,84105,84105
20160817T175512.066396,138,138,138,138,84106,84106
20160817T175512.074208,139,139,139,139,84107,84107
20160817T175512.082020,140,140,140,140,84108,84108
20160817T175512.089833,141,141,141,141,84109,84109
20160817T175512.097646,142,142,142,142,84110,84110
20160817T175512.105458,143,143,143,143,84111,84111
20160817T175512.113270,144,144,144,144,84112,84112
20160817T175512.121083,145,145,145,145,84113,84113
20160817T175512.128896,146,146,146,146,84114,84114
20160817T175512.136708,147,147,147,147,84115,84115
20160817T175512.144520,148,148,148,148,84116,84116
20160817T175512.152333,149,149,149,149,84117,84117
20160817T175512.160146,150,150,150,150,84118,84118
20160817T175512.167958,151,151,151,151,84119,84119
20160817T175512.175770,152,152,152,152,84120,84120
20160817T175512.183583,153,153,153,153,84121,84121
20160817T175512.191396,154,154,154,154,84122,84122
20160817T175512.199208,155,155,155,155,84123,84123
20160817T175512.207020,156,156,156,156,84124,84124
20160817T175512.214833,157,157,157,157,84125,84125
20160817T175512.222646,158,158,158,158,84126,84126
20160817T175512.230458,159,159,159,159,84127,84127
20160817T175512.238270,160,160,160,160,84128,84128
20160817T175512.246083,161,161,161,161,84129,84129
20160817T175512.253896,162,162,162,162,84130,84130
20160817T175512.261708,163,163,163,163,84131,84131
20160817T175512.269520,164,164,164,164,84132,84132
20160817T175512.277333,165,165,165,165,84133,84133
20160817T175512.285146,166,166,166,166,84134,84134
20160817T175512.292958,167,167,167,167,84135,84135
20160817T175512.300770,168,168,168,168,84136,84136
20160817T175512.308583,169,169,169,169,84137,84137
20160817T175512.316396,170,170,170,170,84138,84138
20160817T175512.324208,171,171,171,171,84139,84139
20160817T175512.332020,172,172,172,172,84140,84140
20160817T175512.339833,173,173,173,173,84141,84141
20160817T175512.347646,174,174,174,174,84142,84142
20160817T175512.355458,175,175,175,175,84143,84143
20160817T175512.363270,176,176,176,176,84144,84144
20160817T175512.371083,177,177,177,177,84145,84145
20160817T175512.378896,178,178,178,178,84146,84146
20160817T175512.386708,179,179,179,179,84147,84147
20160817T175512.394520,180,180,180,180,84148,84148
20160817T175512.402333,181,181,181,181,84149,84149
20160817T175512.410146,182,182,182,182,84150,84150
20160817T175512.417958,183,183,183,183,84151,84151
20160817T175512.425770,184,184,184,184,84152,84152
20160817T175512.433583,185,185,185,185,84153,84153
20160817T175512.441396,186,186,186,186,84154,84154
20160817T175512.449208,187,187,187,187,84155,84155
20160817T175512.457020,188,188,188,188,84156,84156
20160817T175512.464833,189,189,189,189,84157,84157
20160817T175512.472646,190,190,190,190,84158,84158
20160817T175512.480458,191,191,191,191,84159,84159
20160817T175512.488270,192,192,192,192,84160,84160
20160817T175512.496083,193,193,193,193,84161,84161
20160817T175512.503896,194,194,194,194,84162,84162
20160817T175512.511708,195,195,195,195,84163,84163
20160817T175512.519520,196,196,196,196,84164,84164
20160817T175512.527333,197,197,197,197,84165,84165
20160817T175512.535146,198,198,198,198,84166,84166
20160817T175512.542958,199,199,199,199,84167,84167
20160817T175512.550770,200,200,200,200,84168,84168
20160817T175512.558583,201,201,201,201,84169,84169
