Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
2016-09-13T16:54:36.945228,14,0,3754,43520,43520,3754,43520,65536,175105,0,3755,11206670,43776,3755,0,3756,14,44032,3756,1,0,686,256,0,aaa
2016-08-22T13:56:56.835853,0,45824,14,3764,3764,14,3764,256,694,0,14,963840,3765,14,46336,14,46592,3766,14,46592,256,2,47105,0,aaa
2016-09-13T19:36:44.945228,0,48384,3773,48384,48384,14,3774,3774,3774,256,2,180225,0,14,48896,3775,14,48896,14,49152,3776,14,49152,256,aaa
2016-08-27T13:36:14.835853,0,0,862,24065,0,3933,23808,1006848,1006848,3934,15,1007104,3934,1,0,864,256,0,3935,15,24320,3935,0,3936,aaa
2016-09-14T19:38:52.843665,0,26112,3942,26112,0,872,26625,0,1009408,26368,3943,6750208,3944,15,26624,3944,1,0,874,256,0,3945,15,26880,aaa
2016-09-14T21:04:12.953041,15,0,3952,28672,28672,3952,28672,65536,225793,0,3953,7405583,28928,3953,0,3954,15,29184,3954,1,0,884,256,0,aaa
2016-08-22T14:03:32.835853,0,30976,15,3962,3962,15,3962,256,892,0,15,1014528,3963,15,31488,15,31744,3964,15,31744,256,3,32257,0,aaa
2016-09-14T23:46:20.953041,0,33536,3971,33536,33536,15,3972,3972,3972,256,3,230913,0,15,34048,3973,15,34048,15,34304,3974,15,34304,256,aaa
2016-09-15T16:41:48.953041,0,64000,4090,64000,64000,256,0,261121,0,64256,4091,16449551,64256,15,64512,4092,15,64512,256,3,65025,0,15,64768,aaa
2016-08-28T13:29:50.835853,0,0,1030,1537,0,4101,1280,1049856,1049856,4102,16,1050112,4102,1,0,1032,256,0,4103,16,1792,4103,0,4104,aaa
2016-09-15T19:32:28.843665,0,3584,4110,3584,0,1040,4097,0,1052416,3840,4111,983040,4112,16,4096,4112,1,0,1042,256,0,4113,16,4352,aaa
2016-09-15T20:57:48.960853,16,0,4120,6144,6144,4120,6144,65536,268801,0,4121,1638416,6400,4121,0,4122,16,6656,4122,1,0,1052,256,0,aaa
2016-08-22T14:09:08.835853,0,8448,16,4130,4130,16,4130,256,1060,0,16,1057536,4131,16,8960,16,9216,4132,16,9216,256,4,9729,0,aaa
2016-09-15T23:39:56.960853,0,11008,4139,11008,11008,16,4140,4140,4140,256,4,273921,0,16,11520,4141,16,11520,16,11776,4142,16,11776,256,aaa
2016-08-29T03:09:02.835853,0,0,1126,26113,0,4197,25856,1074432,1074432,4198,16,1074688,4198,1,0,1128,256,0,4199,16,26368,4199,0,4200,aaa
2016-09-16T09:11:40.843665,0,28160,4206,28160,0,1136,28673,0,1076992,28416,4207,7274496,4208,16,28672,4208,1,0,1138,256,0,4209,16,28928,aaa
2016-09-16T10:37:00.960853,16,0,4216,30720,30720,4216,30720,65536,293377,0,4217,7929872,30976,4217,0,4218,16,31232,4218,1,0,1148,256,0,aaa
2016-08-22T14:12:20.835853,0,33024,16,4226,4226,16,4226,256,1156,0,16,1082112,4227,16,33536,16,33792,4228,16,33792,256,4,34305,0,aaa
2016-09-16T13:19:08.960853,0,35584,4235,35584,35584,16,4236,4236,4236,256,4,298497,0,16,36096,4237,16,36096,16,36352,4238,16,36352,256,aaa
2016-09-17T07:22:52.968665,17,0,4362,2560,2560,4362,2560,65536,330753,0,4363,720913,2816,4363,0,4364,17,3072,4364,1,0,1294,256,0,aaa
2016-08-22T14:17:12.835853,0,4864,17,4372,4372,17,4372,256,1302,0,17,1119488,4373,17,5376,17,5632,4374,17,5632,256,5,6145,0,aaa
2016-09-17T10:05:00.968665,0,7424,4381,7424,7424,17,4382,4382,4382,256,5,335873,0,17,7936,4383,17,7936,17,8192,4384,17,8192,256,aaa
2016-09-17T16:54:36.968665,1,0,4429,19712,19712,4429,19712,4430,4430,4430,1,65536,1360,256,0,4431,17,20224,4431,0,4432,17,20480,4432,aaa
2016-08-30T13:34:06.835853,0,0,1368,22529,0,4439,22272,1136384,1136384,4440,17,1136640,4440,1,0,1370,256,0,4441,17,22784,4441,0,4442,aaa
2016-09-17T19:36:44.843665,0,24576,4448,24576,0,1378,25089,0,1138944,24832,4449,6356992,4450,17,25088,4450,1,0,1380,256,0,4451,17,25344,aaa
2016-09-17T21:02:04.968665,17,0,4458,27136,27136,4458,27136,65536,355329,0,4459,7012369,27392,4459,0,4460,17,27648,4460,1,0,1390,256,0,aaa
2016-08-22T14:20:24.835853,0,29440,17,4468,4468,17,4468,256,1398,0,17,1144064,4469,17,29952,17,30208,4470,17,30208,256,5,30721,0,aaa
2016-09-17T23:44:12.968665,0,32000,4477,32000,32000,17,4478,4478,4478,256,5,360449,0,17,32512,4479,17,32512,17,32768,4480,17,32768,256,aaa
2016-08-22T11:52:16.671791,5,256,0,17,17,61696,17,15794176,1176064,61952,4594,15859713,0,1524,256,0,4595,17,62208,4595,0,4596,17,62464,aaa
2016-09-18T17:47:56.968665,17,0,4604,64512,64512,4604,64512,65536,392705,0,4605,16580625,64768,4605,0,4606,17,65024,4606,1,0,1536,256,0,aaa
2016-08-22T14:25:16.835853,0,1280,18,4614,4614,18,4614,256,1544,0,18,1181440,4615,18,1792,18,2048,4616,18,2048,256,6,2561,0,aaa
2016-09-18T20:30:04.976478,0,3840,4623,3840,3840,18,4624,4624,4624,256,6,397825,0,18,4352,4625,18,4352,18,4608,4626,18,4608,256,aaa
2016-09-19T01:54:20.835853,0,13568,4661,13568,4662,18,4662,4662,256,1592,256,0,4663,18,14080,4663,0,4664,18,14336,4664,1,0,1594,aaa
