Time,Bx,By,Bz,status
2016-08-22T12:37:13.727150,0,0,0,0,
2016-08-22T12:37:13.727150,304851,304851,304851,0,
2016-08-22T12:37:13.727150,304852,304852,304852,0,
2016-08-22T12:37:13.727150,304853,304853,304853,0,
2016-08-22T12:37:13.727150,304854,304854,304854,0,
2016-08-22T12:37:13.727150,304855,304855,304855,0,
2016-08-22T12:37:13.727150,304856,304856,304856,0,
2016-08-22T12:37:13.727150,304857,304857,304857,0,
2016-08-22T12:37:13.727150,304858,304858,304858,0,
2016-08-22T12:37:13.727150,304859,304859,304859,0,
2016-08-22T12:37:13.805276,304860,304860,304860,0,
2016-08-22T12:37:13.805276,304861,304861,304861,0,
2016-08-22T12:37:13.805276,304862,304862,304862,0,
2016-08-22T12:37:13.805276,304863,304863,304863,0,
2016-08-22T12:37:13.805276,304864,304864,304864,0,
2016-08-22T12:37:13.805276,304865,304865,304865,0,
2016-08-22T12:37:13.805276,304866,304866,304866,0,
2016-08-22T12:37:13.805276,304867,304867,304867,0,
2016-08-22T12:37:13.805276,304868,304868,304868,0,
2016-08-22T12:37:13.805276,304869,304869,304869,0,
2016-08-22T12:37:13.883400,304870,304870,304870,0,
2016-08-22T12:37:13.883400,304871,304871,304871,0,
2016-08-22T12:37:13.883400,304872,304872,304872,0,
2016-08-22T12:37:13.883400,304873,304873,304873,0,
2016-08-22T12:37:13.883400,304874,304874,304874,0,
2016-08-22T12:37:13.883400,304875,304875,304875,0,
2016-08-22T12:37:13.883400,304876,304876,304876,0,
2016-08-22T12:37:13.883400,304877,304877,304877,0,
2016-08-22T12:37:13.883400,304878,304878,304878,0,
2016-08-22T12:37:13.883400,304879,304879,304879,0,
2016-08-22T12:37:13.961526,304880,304880,304880,0,
2016-08-22T12:37:13.961526,304881,304881,304881,0,
2016-08-22T12:37:13.961526,304882,304882,304882,0,
2016-08-22T12:37:13.961526,304883,304883,304883,0,
2016-08-22T12:37:13.961526,304884,304884,304884,0,
2016-08-22T12:37:13.961526,304885,304885,304885,0,
2016-08-22T12:37:13.961526,304886,304886,304886,0,
2016-08-22T12:37:13.961526,304887,304887,304887,0,
2016-08-22T12:37:13.961526,304888,304888,304888,0,
2016-08-22T12:37:13.961526,304889,304889,304889,0,
2016-08-22T12:37:14.039650,304890,304890,304890,0,
2016-08-22T12:37:14.039650,304891,304891,304891,0,
2016-08-22T12:37:14.039650,304892,304892,304892,0,
2016-08-22T12:37:14.039650,304893,304893,304893,0,
2016-08-22T12:37:14.039650,304894,304894,304894,0,
2016-08-22T12:37:14.039650,304895,304895,304895,0,
2016-08-22T12:37:14.039650,304896,304896,304896,0,
2016-08-22T12:37:14.039650,304897,304897,304897,0,
2016-08-22T12:37:14.039650,304898,304898,304898,0,
2016-08-22T12:37:14.039650,304899,304899,304899,0,
2016-08-22T12:37:14.117776,304900,304900,304900,0,
2016-08-22T12:37:14.117776,304901,304901,304901,0,
2016-08-22T12:37:14.117776,304902,304902,304902,0,
2016-08-22T12:37:14.117776,304903,304903,304903,0,
2016-08-22T12:37:14.117776,304904,304904,304904,0,
2016-08-22T12:37:14.117776,304905,304905,304905,0,
2016-08-22T12:37:14.117776,304906,304906,304906,0,
2016-08-22T12:37:14.117776,304907,304907,304907,0,
2016-08-22T12:37:14.117776,304908,304908,304908,0,
2016-08-22T12:37:14.117776,304909,304909,304909,0,
2016-08-22T12:37:14.195900,304910,304910,304910,0,
2016-08-22T12:37:14.195900,304911,304911,304911,0,
2016-08-22T12:37:14.195900,304912,304912,304912,0,
2016-08-22T12:37:14.195900,304913,304913,304913,0,
2016-08-22T12:37:14.195900,304914,304914,304914,0,
2016-08-22T12:37:14.195900,304915,304915,304915,0,
2016-08-22T12:37:14.195900,304916,304916,304916,0,
2016-08-22T12:37:14.195900,304917,304917,304917,0,
2016-08-22T12:37:14.195900,304918,304918,304918,0,
2016-08-22T12:37:14.195900,304919,304919,304919,0,
2016-08-22T12:37:14.274026,304920,304920,304920,0,
2016-08-22T12:37:14.274026,304921,304921,304921,0,
2016-08-22T12:37:14.274026,304922,304922,304922,0,
2016-08-22T12:37:14.274026,304923,304923,304923,0,
2016-08-22T12:37:14.274026,304924,304924,304924,0,
2016-08-22T12:37:14.274026,304925,304925,304925,0,
2016-08-22T12:37:14.274026,304926,304926,304926,0,
2016-08-22T12:37:14.274026,304927,304927,304927,0,
2016-08-22T12:37:14.274026,304928,304928,304928,0,
2016-08-22T12:37:14.274026,304929,304929,304929,0,
2016-08-22T12:37:14.352150,304930,304930,304930,0,
2016-08-22T12:37:14.352150,304931,304931,304931,0,
2016-08-22T12:37:14.352150,304932,304932,304932,0,
2016-08-22T12:37:14.352150,304933,304933,304933,0,
2016-08-22T12:37:14.352150,304934,304934,304934,0,
2016-08-22T12:37:14.352150,304935,304935,304935,0,
2016-08-22T12:37:14.352150,304936,304936,304936,0,
2016-08-22T12:37:14.352150,304937,304937,304937,0,
2016-08-22T12:37:14.352150,304938,304938,304938,0,
2016-08-22T12:37:14.352150,304939,304939,304939,0,
2016-08-22T12:37:14.430276,304940,304940,304940,0,
2016-08-22T12:37:14.430276,304941,304941,304941,0,
2016-08-22T12:37:14.430276,304942,304942,304942,0,
2016-08-22T12:37:14.430276,304943,304943,304943,0,
2016-08-22T12:37:14.430276,304944,304944,304944,0,
2016-08-22T12:37:14.430276,304945,304945,304945,0,
2016-08-22T12:37:14.430276,304946,304946,304946,0,
2016-08-22T12:37:14.430276,304947,304947,304947,0,
2016-08-22T12:37:14.430276,304948,304948,304948,0,
2016-08-22T12:37:14.430276,304949,304949,304949,0,
2016-08-22T12:37:14.508400,304950,304950,304950,0,
2016-08-22T12:37:14.508400,304951,304951,304951,0,
2016-08-22T12:37:14.508400,304952,304952,304952,0,
2016-08-22T12:37:14.508400,304953,304953,304953,0,
2016-08-22T12:37:14.508400,304954,304954,304954,0,
2016-08-22T12:37:14.508400,304955,304955,304955,0,
2016-08-22T12:37:14.508400,304956,304956,304956,0,
2016-08-22T12:37:14.508400,304957,304957,304957,0,
2016-08-22T12:37:14.508400,304958,304958,304958,0,
2016-08-22T12:37:14.508400,304959,304959,304959,0,
2016-08-22T12:37:14.586526,304960,304960,304960,0,
2016-08-22T12:37:14.586526,304961,304961,304961,0,
2016-08-22T12:37:14.586526,304962,304962,304962,0,
2016-08-22T12:37:14.586526,304963,304963,304963,0,
2016-08-22T12:37:14.586526,304964,304964,304964,0,
2016-08-22T12:37:14.586526,304965,304965,304965,0,
2016-08-22T12:37:14.586526,304966,304966,304966,0,
2016-08-22T12:37:14.586526,304967,304967,304967,0,
2016-08-22T12:37:14.586526,304968,304968,304968,0,
2016-08-22T12:37:14.586526,304969,304969,304969,0,
2016-08-22T12:37:14.664650,304970,304970,304970,0,
2016-08-22T12:37:14.664650,304971,304971,304971,0,
2016-08-22T12:37:14.664650,304972,304972,304972,0,
2016-08-22T12:37:14.664650,304973,304973,304973,0,
2016-08-22T12:37:14.664650,304974,304974,304974,0,
2016-08-22T12:37:14.664650,304975,304975,304975,0,
2016-08-22T12:37:14.664650,304976,304976,304976,0,
2016-08-22T12:37:14.664650,304977,304977,304977,0,
