Time,Bx,By,Bz,status
2016-08-22T12:10:59.448657,143443,143443,143443,0,
2016-08-22T12:10:59.448657,143444,143444,143444,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.448657,0,0,0,0,
2016-08-22T12:10:59.464282,143445,143445,143445,0,
2016-08-22T12:10:59.464282,143446,143446,143446,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.464282,0,0,0,0,
2016-08-22T12:10:59.479907,143447,143447,143447,0,
2016-08-22T12:10:59.479907,143448,143448,143448,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.479907,0,0,0,0,
2016-08-22T12:10:59.495532,143449,143449,143449,0,
2016-08-22T12:10:59.495532,143450,143450,143450,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.495532,0,0,0,0,
2016-08-22T12:10:59.511157,143451,143451,143451,0,
2016-08-22T12:10:59.511157,143452,143452,143452,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.511157,0,0,0,0,
2016-08-22T12:10:59.526782,143453,143453,143453,0,
2016-08-22T12:10:59.526782,143454,143454,143454,0,
