Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
2016-08-22T15:13:34.494344,0,0,30,7680,7680,30,7680,65536,142849,0,31,2031616,7936,31,0,32,0,8192,32,1,0,560,256,0,aaa
2016-10-11T13:18:22.752156,0,0,9984,0,0,40,10240,10240,10240,0,568,3670272,0,41,0,10496,41,0,42,0,10752,42,1,0,aaa
2016-08-22T11:48:46.830282,2,256,0,0,0,12544,0,3211264,12800,12800,50,3276801,0,578,256,0,51,0,13056,51,0,52,0,13312,aaa
2016-08-22T19:29:34.494344,0,0,60,15360,15360,60,15360,65536,150529,0,61,3997696,15616,61,0,62,0,15872,62,1,0,590,256,0,aaa
2016-11-26T01:34:22.986532,0,0,17664,0,0,70,17920,17920,17920,0,598,5636352,0,71,0,18176,71,0,72,0,18432,72,1,0,aaa
2016-08-22T11:48:47.064656,2,256,0,0,0,20224,0,5177344,20480,20480,80,5242881,0,608,256,0,81,0,20736,81,0,82,0,20992,aaa
2016-08-22T23:45:34.494344,0,0,90,23040,23040,90,23040,65536,158209,0,91,5963776,23296,91,0,92,0,23552,92,1,0,620,256,0,aaa
2017-01-10T13:50:23.220906,0,0,25344,0,0,100,25600,25600,25600,0,628,7602432,0,101,0,25856,101,0,102,0,26112,102,1,0,aaa
2016-08-22T11:48:47.299032,2,256,0,0,0,27904,0,7143424,28160,28160,110,7208961,0,638,256,0,111,0,28416,111,0,112,0,28672,aaa
2016-08-23T04:01:34.494344,0,0,120,30720,30720,120,30720,65536,165889,0,121,7929856,30976,121,0,122,0,31232,122,1,0,650,256,0,aaa
2017-02-25T02:06:23.455282,0,0,33024,0,0,130,33280,33280,33280,0,658,9568512,0,131,0,33536,131,0,132,0,33792,132,1,0,aaa
2016-08-22T11:48:47.533406,2,256,0,0,0,35584,0,9109504,35840,35840,140,9175041,0,668,256,0,141,0,36096,141,0,142,0,36352,aaa
2016-08-23T08:17:34.494344,0,0,150,38400,38400,150,38400,65536,173569,0,151,9895936,38656,151,0,152,0,38912,152,1,0,680,256,0,aaa
2017-04-11T14:22:23.689656,0,0,40704,0,0,160,40960,40960,40960,0,688,11534592,0,161,0,41216,161,0,162,0,41472,162,1,0,aaa
2016-08-22T11:48:47.767782,2,256,0,0,0,43264,0,11075584,43520,43520,170,11141121,0,698,256,0,171,0,43776,171,0,172,0,44032,aaa
2016-08-23T12:33:34.494344,0,0,180,46080,46080,180,46080,65536,181249,0,181,11862016,46336,181,0,182,0,46592,182,1,0,710,256,0,aaa
2017-05-27T02:38:23.924032,0,0,48384,0,0,190,48640,48640,48640,0,718,13500672,0,191,0,48896,191,0,192,0,49152,192,1,0,aaa
2016-08-22T11:48:48.002156,2,256,0,0,0,50944,0,13041664,51200,51200,200,13107201,0,728,256,0,201,0,51456,201,0,202,0,51712,aaa
2016-08-23T16:49:34.494344,0,0,210,53760,53760,210,53760,65536,188929,0,211,13828096,54016,211,0,212,0,54272,212,1,0,740,256,0,aaa
2017-07-11T14:54:24.158406,0,0,56064,0,0,220,56320,56320,56320,0,748,15466752,0,221,0,56576,221,0,222,0,56832,222,1,0,aaa
2016-08-22T11:48:48.236532,2,256,0,0,0,58624,0,15007744,58880,58880,230,15073281,0,758,256,0,231,0,59136,231,0,232,0,59392,aaa
2016-08-23T21:05:34.494344,0,0,240,61440,61440,240,61440,65536,196609,0,241,15794176,61696,241,0,242,0,61952,242,1,0,770,256,0,aaa
2017-08-26T03:10:24.392782,0,0,63744,0,0,250,64000,64000,64000,0,778,655616,0,251,0,64256,251,0,252,0,64512,252,1,0,aaa
2016-08-22T11:48:48.470906,3,256,0,1,1,768,1,196608,66560,1024,260,262145,0,788,256,0,261,1,1280,261,0,262,1,1536,aaa
2016-08-24T01:21:34.502156,1,0,270,3584,3584,270,3584,65536,204289,0,271,983041,3840,271,0,272,1,4096,272,1,0,800,256,0,aaa
2016-08-24T02:55:26.502156,1,0,281,6400,6400,281,6400,282,282,282,1,65536,810,256,0,283,1,6912,283,0,284,1,7168,284,aaa
2016-08-27T07:17:52.494344,0,0,818,12801,0,291,8960,74496,74496,292,1,74752,292,1,0,820,256,0,293,1,9472,293,0,294,aaa
2016-08-24T05:37:34.502156,0,11264,300,11264,0,828,15361,0,77056,11520,301,2949120,302,1,11776,302,1,0,830,256,0,303,1,12032,aaa
2016-08-24T07:02:54.502156,1,0,310,13824,13824,310,13824,65536,214529,0,311,3604481,14080,311,0,312,1,14336,312,1,0,840,256,0,aaa
2016-08-24T08:36:46.502156,1,0,321,16640,16640,321,16640,322,322,322,1,65536,850,256,0,323,1,17152,323,0,324,1,17408,324,aaa
2016-08-27T12:59:12.494344,0,0,858,23041,0,331,19200,84736,84736,332,1,84992,332,1,0,860,256,0,333,1,19712,333,0,334,aaa
2016-08-24T11:18:54.502156,0,21504,340,21504,0,868,25601,0,87296,21760,341,5570560,342,1,22016,342,1,0,870,256,0,343,1,22272,aaa
2016-08-24T12:44:14.502156,1,0,350,24064,24064,350,24064,65536,224769,0,351,6225921,24320,351,0,352,1,24576,352,1,0,880,256,0,aaa
2016-08-24T14:18:06.502156,1,0,361,26880,26880,361,26880,362,362,362,1,65536,890,256,0,363,1,27392,363,0,364,1,27648,364,aaa
2016-08-27T18:40:32.494344,0,0,898,33281,0,371,29440,94976,94976,372,1,95232,372,1,0,900,256,0,373,1,29952,373,0,374,aaa
2016-08-24T17:00:14.502156,0,31744,380,31744,0,908,35841,0,97536,32000,381,8192000,382,1,32256,382,1,0,910,256,0,383,1,32512,aaa
2016-08-24T18:25:34.502156,1,0,390,34304,34304,390,34304,65536,235009,0,391,8847361,34560,391,0,392,1,34816,392,1,0,920,256,0,aaa
2016-08-24T19:59:26.502156,1,0,401,37120,37120,401,37120,402,402,402,1,65536,930,256,0,403,1,37632,403,0,404,1,37888,404,aaa
2016-08-28T00:21:52.494344,0,0,938,43521,0,411,39680,105216,105216,412,1,105472,412,1,0,940,256,0,413,1,40192,413,0,414,aaa
2016-08-24T22:41:34.502156,0,41984,420,41984,0,948,46081,0,107776,42240,421,10813440,422,1,42496,422,1,0,950,256,0,423,1,42752,aaa
2016-08-25T00:06:54.502156,1,0,430,44544,44544,430,44544,65536,245249,0,431,11468801,44800,431,0,432,1,45056,432,1,0,960,256,0,aaa
2016-08-25T01:40:46.502156,1,0,441,47360,47360,441,47360,442,442,442,1,65536,970,256,0,443,1,47872,443,0,444,1,48128,444,aaa
2016-08-28T06:03:12.494344,0,0,978,53761,0,451,49920,115456,115456,452,1,115712,452,1,0,980,256,0,453,1,50432,453,0,454,aaa
2016-08-25T04:22:54.502156,0,52224,460,52224,0,988,56321,0,118016,52480,461,13434880,462,1,52736,462,1,0,990,256,0,463,1,52992,aaa
2016-08-25T05:48:14.502156,1,0,470,54784,54784,470,54784,65536,255489,0,471,14090241,55040,471,0,472,1,55296,472,1,0,1000,256,0,aaa
2016-08-25T07:22:06.502156,1,0,481,57600,57600,481,57600,482,482,482,1,65536,1010,256,0,483,1,58112,483,0,484,1,58368,484,aaa
2016-08-28T11:44:32.494344,0,0,1018,64001,0,491,60160,125696,125696,492,1,125952,492,1,0,1020,256,0,493,1,60672,493,0,494,aaa
2016-08-25T10:04:14.502156,0,62464,500,62464,0,1028,1025,0,128256,62720,501,16056320,502,1,62976,502,1,0,1030,256,0,503,1,63232,aaa
2016-08-25T11:29:34.502156,1,0,510,65024,65024,510,65024,65536,265729,0,511,16711681,65280,511,0,512,2,0,512,1,0,1040,256,0,aaa
2016-08-22T12:05:54.494344,0,1792,2,520,520,2,520,256,1048,0,2,133376,521,2,2304,2,2560,522,2,2560,256,4,6657,0,aaa
2016-08-25T14:11:42.509969,0,4352,529,4352,4352,2,530,530,530,256,4,270849,0,2,4864,531,2,4864,2,5120,532,2,5120,256,aaa
2016-08-25T18:02:06.509969,0,11264,556,11264,11264,256,0,277505,0,11520,557,2949122,11520,2,11776,558,2,11776,256,4,15873,0,2,12032,aaa
2016-08-28T22:33:04.494344,0,0,1094,17921,0,567,14080,145152,145152,568,2,145408,568,1,0,1096,256,0,569,2,14592,569,0,570,aaa
2016-08-25T20:52:46.502156,0,16384,576,16384,0,1104,20481,0,147712,16640,577,4259840,578,2,16896,578,1,0,1106,256,0,579,2,17152,aaa
2016-08-25T22:18:06.509969,2,0,586,18944,18944,586,18944,65536,285185,0,587,4915202,19200,587,0,588,2,19456,588,1,0,1116,256,0,aaa
2016-08-22T12:08:26.494344,0,21248,2,596,596,2,596,256,1124,0,2,152832,597,2,21760,2,22016,598,2,22016,256,4,26113,0,aaa
2016-08-26T01:00:14.509969,0,23808,605,23808,23808,2,606,606,606,256,4,290305,0,2,24320,607,2,24320,2,24576,608,2,24576,256,aaa
2016-08-29T15:37:04.494344,0,0,1214,48641,0,687,44800,175872,175872,688,2,176128,688,1,0,1216,256,0,689,2,45312,689,0,690,aaa
2016-08-26T13:56:46.502156,0,47104,696,47104,0,1224,51201,0,178432,47360,697,12124160,698,2,47616,698,1,0,1226,256,0,699,2,47872,aaa
2016-08-26T15:22:06.509969,2,0,706,49664,49664,706,49664,65536,315905,0,707,12779522,49920,707,0,708,2,50176,708,1,0,1236,256,0,aaa
2016-08-22T12:12:26.494344,0,51968,2,716,716,2,716,256,1244,0,2,183552,717,2,52480,2,52736,718,2,52736,256,4,56833,0,aaa
2016-08-26T18:04:14.509969,0,54528,725,54528,54528,2,726,726,726,256,4,321025,0,2,55040,727,2,55040,2,55296,728,2,55296,256,aaa
2016-08-27T17:49:18.517782,0,31744,892,31744,31744,256,0,363521,0,32000,893,8192003,32000,3,32256,894,3,32256,256,5,36353,0,3,32512,aaa
