time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.562692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.570505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.570505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.570505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.570505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.570505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.578318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.578318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.578318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.578318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.586130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.586130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.586130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.586130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.586130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.593942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.593942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.593942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.593942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.601755,0,0,0,0,0,0,0,0,0
20160808 15:43:38.601755,0,0,0,0,0,0,0,0,0
20160808 15:43:38.601755,0,0,0,0,0,0,0,0,0
20160808 15:43:38.601755,0,0,0,0,0,0,0,0,0
20160808 15:43:38.601755,0,0,0,0,0,0,0,0,0
20160808 15:43:38.609568,0,0,0,0,0,0,0,0,0
20160808 15:43:38.609568,0,0,0,0,0,0,0,0,0
20160808 15:43:38.609568,0,0,0,0,0,0,0,0,0
20160808 15:43:38.609568,0,0,0,0,0,0,0,0,0
20160808 15:43:38.617380,0,0,0,0,0,0,0,0,0
20160808 15:43:38.617380,0,0,0,0,0,0,0,0,0
20160808 15:43:38.617380,0,0,0,0,0,0,0,0,0
20160808 15:43:38.617380,0,0,0,0,0,0,0,0,0
20160808 15:43:38.617380,0,0,0,0,0,0,0,0,0
20160808 15:43:38.625192,0,0,0,0,0,0,0,0,0
20160808 15:43:38.625192,0,0,0,0,0,0,0,0,0
20160808 15:43:38.625192,0,0,0,0,0,0,0,0,0
20160808 15:43:38.625192,0,0,0,0,0,0,0,0,0
20160808 15:43:38.633005,0,0,0,0,0,0,0,0,0
20160808 15:43:38.633005,0,0,0,0,0,0,0,0,0
20160808 15:43:38.633005,0,0,0,0,0,0,0,0,0
20160808 15:43:38.633005,0,0,0,0,0,0,0,0,0
20160808 15:43:38.633005,0,0,0,0,0,0,0,0,0
20160808 15:43:38.640818,0,0,0,0,0,0,0,0,0
20160808 15:43:38.640818,0,0,0,0,0,0,0,0,0
20160808 15:43:38.640818,0,0,0,0,0,0,0,0,0
20160808 15:43:38.640818,0,0,0,0,0,0,0,0,0
20160808 15:43:38.648630,0,0,0,0,0,0,0,0,0
20160808 15:43:38.648630,0,0,0,0,0,0,0,0,0
20160808 15:43:38.648630,0,0,0,0,0,0,0,0,0
20160808 15:43:38.648630,0,0,0,0,0,0,0,0,0
20160808 15:43:38.648630,0,0,0,0,0,0,0,0,0
20160808 15:43:38.656442,0,0,0,0,0,0,0,0,0
20160808 15:43:38.656442,0,0,0,0,0,0,0,0,0
20160808 15:43:38.656442,0,0,0,0,0,0,0,0,0
20160808 15:43:38.656442,0,0,0,0,0,0,0,0,0
20160808 15:43:38.664255,0,0,0,0,0,0,0,0,0
20160808 15:43:38.664255,0,0,0,0,0,0,0,0,0
20160808 15:43:38.664255,0,0,0,0,0,0,0,0,0
20160808 15:43:38.664255,0,0,0,0,0,0,0,0,0
20160808 15:43:38.664255,0,0,0,0,0,0,0,0,0
20160808 15:43:38.672068,0,0,0,0,0,0,0,0,0
20160808 15:43:38.672068,0,0,0,0,0,0,0,0,0
20160808 15:43:38.672068,0,0,0,0,0,0,0,0,0
20160808 15:43:38.672068,0,0,0,0,0,0,0,0,0
20160808 15:43:38.679880,0,0,0,0,0,0,0,0,0
20160808 15:43:38.679880,0,0,0,0,0,0,0,0,0
20160808 15:43:38.679880,0,0,0,0,0,0,0,0,0
20160808 15:43:38.679880,0,0,0,0,0,0,0,0,0
20160808 15:43:38.679880,0,0,0,0,0,0,0,0,0
20160808 15:43:38.687692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.687692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.687692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.687692,0,0,0,0,0,0,0,0,0
20160808 15:43:38.695505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.695505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.695505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.695505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.695505,0,0,0,0,0,0,0,0,0
20160808 15:43:38.703318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.703318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.703318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.703318,0,0,0,0,0,0,0,0,0
20160808 15:43:38.711130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.711130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.711130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.711130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.711130,0,0,0,0,0,0,0,0,0
20160808 15:43:38.718942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.718942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.718942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.718942,0,0,0,0,0,0,0,0,0
20160808 15:43:38.726755,0,0,0,0,0,0,0,0,14
20160808 15:43:38.726755,0,0,0,0,0,0,0,0,14
20160808 15:43:38.726755,0,0,0,0,0,0,0,0,14
20160808 15:43:38.726755,0,0,0,0,0,0,0,0,14
20160808 15:43:38.726755,0,0,0,0,0,0,0,0,14
20160808 15:43:38.734568,0,0,0,0,0,0,0,0,14
20160808 15:43:38.734568,0,0,0,0,0,0,0,0,14
20160808 15:43:38.734568,0,0,0,0,0,0,0,0,14
20160808 15:43:38.734568,0,0,0,0,0,0,0,0,14
20160808 15:43:38.742380,0,0,0,0,0,0,0,0,14
20160808 15:43:38.742380,0,0,0,0,0,0,0,0,14
20160808 15:43:38.742380,0,0,0,0,0,0,0,0,14
20160808 15:43:38.742380,0,0,0,0,0,0,0,0,14
20160808 15:43:38.742380,0,0,0,0,0,0,0,0,14
20160808 15:43:38.750192,0,0,0,0,0,0,0,0,14
20160808 15:43:38.750192,0,0,0,0,0,0,0,0,14
20160808 15:43:38.750192,0,0,0,0,0,0,0,0,14
20160808 15:43:38.750192,0,0,0,0,0,0,0,0,14
20160808 15:43:38.758005,0,0,0,0,0,0,0,0,14
20160808 15:43:38.758005,0,0,0,0,0,0,0,0,14
20160808 15:43:38.758005,0,0,0,0,0,0,0,0,14
20160808 15:43:38.758005,0,0,0,0,0,0,0,0,14
20160808 15:43:38.758005,0,0,0,0,0,0,0,0,14
20160808 15:43:38.765818,0,0,0,0,0,0,0,0,14
20160808 15:43:38.765818,0,0,0,0,0,0,0,0,14
20160808 15:43:38.765818,0,0,0,0,0,0,0,0,14
20160808 15:43:38.765818,0,0,0,0,0,0,0,0,14
20160808 15:43:38.773630,0,0,0,0,0,0,0,0,14
