time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 14:44:55.918422,0,0,8,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,3,2048
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,16,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,3,4096
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,64,3,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,3,17152
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,96,2,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,3,25088
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,224,6,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,3,58880
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,4,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,4,1024
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,263168,0
20160808 14:44:55.918422,0,0,6,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,4,1536
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,263680,0
20160808 14:44:55.918422,0,16,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,4,4096
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,266496,0
20160808 14:44:55.918422,0,16,11,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,4,6912
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,269056,0
20160808 14:44:55.918422,0,32,5,0,0,0,0,0,0
20160808 14:44:55.918422,0,0,0,0,0,0,0,4,9472
20160808 14:44:55.918422,0,0,0,0,0,0,0,0,0
