time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160804 13:59:44.965255,0,0,0,1,0,0,0,0,0,0,0,0
20160804 13:59:44.973068,0,0,0,1,176,7,176,7,183,183,594615,2322
20160804 13:59:44.980881,0,0,0,1,176,8,176,8,184,184,594616,2322
20160804 13:59:44.988693,0,0,0,1,176,9,176,9,185,185,594617,2322
20160804 13:59:44.996505,0,0,0,1,176,10,176,10,186,186,594618,2322
20160804 13:59:45.004318,0,0,0,1,176,11,176,11,187,187,594619,2322
20160804 13:59:45.012131,0,0,0,1,176,12,176,12,188,188,594620,2322
20160804 13:59:45.019943,0,0,0,1,176,13,176,13,189,189,594621,2322
20160804 13:59:45.027755,0,0,0,1,176,14,176,14,190,190,594622,2322
20160804 13:59:45.035568,0,0,0,1,176,15,176,15,191,191,594623,2322
20160804 13:59:45.043381,0,0,0,1,192,0,192,0,192,192,594624,2322
20160804 13:59:45.051193,0,0,0,1,192,1,192,1,193,193,594625,2322
20160804 13:59:45.059005,0,0,0,1,192,2,192,2,194,194,594626,2322
20160804 13:59:45.066818,0,0,0,1,192,3,192,3,195,195,594627,2322
20160804 13:59:45.074631,0,0,0,1,192,4,192,4,196,196,594628,2322
20160804 13:59:45.082443,0,0,0,1,192,5,192,5,197,197,594629,2322
20160804 13:59:45.090255,0,0,0,1,192,6,192,6,198,198,594630,2322
20160804 13:59:45.098068,0,0,0,1,192,7,192,7,199,199,594631,2322
20160804 13:59:45.105881,0,0,0,1,192,8,192,8,200,200,594632,2322
20160804 13:59:45.113693,0,0,0,1,192,9,192,9,201,201,594633,2322
20160804 13:59:45.121505,0,0,0,1,192,10,192,10,202,202,594634,2322
20160804 13:59:45.129318,0,0,0,1,192,11,192,11,203,203,594635,2322
20160804 13:59:45.137131,0,0,0,1,192,12,192,12,204,204,594636,2322
20160804 13:59:45.144943,0,0,0,1,192,13,192,13,205,205,594637,2322
20160804 13:59:45.152755,0,0,0,1,192,14,192,14,206,206,594638,2322
20160804 13:59:45.160568,0,0,0,1,192,15,192,15,207,207,594639,2322
20160804 13:59:45.168381,0,0,0,1,208,0,208,0,208,208,594640,2322
20160804 13:59:45.176193,0,0,0,1,208,1,208,1,209,209,594641,2322
20160804 13:59:45.184005,0,0,0,1,208,2,208,2,210,210,594642,2322
20160804 13:59:45.191818,0,0,0,1,208,3,208,3,211,211,594643,2322
20160804 13:59:45.199631,0,0,0,1,208,4,208,4,212,212,594644,2322
20160804 13:59:45.207443,0,0,0,1,208,5,208,5,213,213,594645,2322
20160804 13:59:45.215255,0,0,0,1,208,6,208,6,214,214,594646,2322
20160804 13:59:45.223068,0,0,0,1,208,7,208,7,215,215,594647,2322
20160804 13:59:45.230881,0,0,0,1,208,8,208,8,216,216,594648,2322
20160804 13:59:45.238693,0,0,0,1,208,9,208,9,217,217,594649,2322
20160804 13:59:45.246505,0,0,0,1,208,10,208,10,218,218,594650,2322
20160804 13:59:45.254318,0,0,0,1,208,11,208,11,219,219,594651,2322
20160804 13:59:45.262131,0,0,0,1,208,12,208,12,220,220,594652,2322
20160804 13:59:45.269943,0,0,0,1,208,13,208,13,221,221,594653,2322
20160804 13:59:45.277755,0,0,0,1,208,14,208,14,222,222,594654,2322
20160804 13:59:45.285568,0,0,0,1,208,15,208,15,223,223,594655,2322
20160804 13:59:45.293381,0,0,0,1,224,0,224,0,224,224,594656,2322
20160804 13:59:45.301193,0,0,0,1,224,1,224,1,225,225,594657,2322
20160804 13:59:45.309005,0,0,0,1,224,2,224,2,226,226,594658,2322
20160804 13:59:45.316818,0,0,0,1,224,3,224,3,227,227,594659,2322
20160804 13:59:45.324631,0,0,0,1,224,4,224,4,228,228,594660,2322
20160804 13:59:45.332443,0,0,0,1,224,5,224,5,229,229,594661,2322
20160804 13:59:45.340255,0,0,0,1,224,6,224,6,230,230,594662,2322
20160804 13:59:45.348068,0,0,0,1,224,7,224,7,231,231,594663,2322
20160804 13:59:45.355881,0,0,0,1,224,8,224,8,232,232,594664,2322
20160804 13:59:45.363693,0,0,0,1,224,9,224,9,233,233,594665,2322
20160804 13:59:45.371505,0,0,0,1,224,10,224,10,234,234,594666,2322
20160804 13:59:45.379318,0,0,0,1,224,11,224,11,235,235,594667,2322
20160804 13:59:45.387131,0,0,0,1,224,12,224,12,236,236,594668,2322
20160804 13:59:45.394943,0,0,0,1,224,13,224,13,237,237,594669,2322
20160804 13:59:45.402755,0,0,0,1,224,14,224,14,238,238,594670,2322
20160804 13:59:45.410568,0,0,0,1,224,15,224,15,239,239,594671,2322
20160804 13:59:45.418381,0,0,0,1,240,0,240,0,240,240,594672,2322
20160804 13:59:45.426193,0,0,0,1,240,1,240,1,241,241,594673,2322
20160804 13:59:45.434005,0,0,0,1,240,2,240,2,242,242,594674,2322
20160804 13:59:45.441818,0,0,0,1,240,3,240,3,243,243,594675,2322
20160804 13:59:45.449631,0,0,0,1,240,4,240,4,244,244,594676,2322
20160804 13:59:45.457443,0,0,0,1,240,5,240,5,245,245,594677,2322
20160804 13:59:45.465255,0,0,0,1,240,6,240,6,246,246,594678,2322
