time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:31:43.931707,0,0,0,192,8,199,109,1986356256,0
20160808 15:31:43.931707,0,0,0,192,8,200,109,1986356256,0
20160808 15:31:43.939520,0,0,0,192,8,200,109,1986356256,0
20160808 15:31:43.939520,0,96,5,192,8,200,109,1986356256,0
20160808 15:31:43.939520,0,96,5,32,0,200,109,1986356256,0
20160808 15:31:43.939520,0,96,5,32,0,0,109,1986356256,0
20160808 15:31:43.939520,0,96,5,32,0,0,0,1986356256,0
20160808 15:31:43.947333,0,96,5,32,0,0,0,1986356256,0
20160808 15:31:43.947333,0,96,5,32,0,0,0,1986356256,0
20160808 15:31:43.947333,0,96,5,96,5,0,0,1986356256,0
20160808 15:31:43.947333,0,96,5,96,5,32,0,1986356256,0
20160808 15:31:43.955145,0,96,5,96,5,32,0,1986356256,0
20160808 15:31:43.955145,0,0,0,96,5,32,0,1986356256,0
20160808 15:31:43.955145,0,0,0,0,0,32,0,1986356256,0
20160808 15:31:43.955145,0,0,0,0,0,101,0,1986356256,0
20160808 15:31:43.955145,0,0,0,0,0,101,101,1986356256,0
20160808 15:31:43.962957,0,0,0,0,0,101,101,1986356256,0
20160808 15:31:43.962957,0,192,12,0,0,101,101,1986356256,0
20160808 15:31:43.962957,0,192,12,192,12,101,101,1986356256,0
20160808 15:31:43.962957,0,192,12,192,12,204,101,1986356256,0
20160808 15:31:43.970770,0,192,12,192,12,204,101,1986356256,0
20160808 15:31:43.970770,0,0,13,192,12,204,101,1986356256,0
20160808 15:31:43.970770,0,0,13,192,14,204,101,1986356256,0
20160808 15:31:43.970770,0,0,13,192,14,206,101,1986356256,0
20160808 15:31:43.970770,0,0,13,192,14,206,206,1986356256,0
20160808 15:31:43.978583,0,0,13,192,14,206,206,1986356256,0
20160808 15:31:43.978583,0,96,14,192,14,206,206,1986356256,0
20160808 15:31:43.978583,0,96,14,0,13,206,206,1986356256,0
20160808 15:31:43.978583,0,96,14,0,13,207,206,1986356256,0
20160808 15:31:43.986395,0,96,14,0,13,207,206,1986356256,0
20160808 15:31:43.986395,0,192,15,0,13,207,206,1986356256,0
20160808 15:31:43.986395,0,192,15,0,0,207,206,1986356256,0
20160808 15:31:43.986395,0,192,15,0,0,110,206,1986356256,0
20160808 15:31:43.986395,0,192,15,0,0,110,13,1986356256,0
20160808 15:31:43.994207,0,192,15,0,0,110,13,1986356256,0
20160808 15:31:43.994207,0,208,0,0,0,110,13,1986356256,0
20160808 15:31:43.994207,0,208,0,208,0,110,13,1986356256,0
20160808 15:31:43.994207,0,208,0,208,0,0,13,1986356256,0
20160808 15:31:44.002020,0,208,0,208,0,0,13,1986356256,0
20160808 15:31:44.002020,0,48,0,208,0,0,13,1986356256,0
20160808 15:31:44.002020,0,48,0,208,1,0,13,1986356256,0
20160808 15:31:44.002020,0,48,0,208,1,209,13,1986356256,0
20160808 15:31:44.002020,0,48,0,208,1,209,209,1986356256,0
20160808 15:31:44.009833,0,48,0,208,1,209,209,1986356256,0
20160808 15:31:44.009833,0,96,6,208,1,209,209,1986356256,0
20160808 15:31:44.009833,0,96,6,48,0,209,209,1986356256,0
20160808 15:31:44.009833,0,96,6,48,0,0,209,1986356256,0
20160808 15:31:44.017645,0,96,6,48,0,0,209,1986356256,0
20160808 15:31:44.017645,0,0,0,48,0,0,209,1986356256,0
20160808 15:31:44.017645,0,0,0,96,5,0,209,1986356256,0
20160808 15:31:44.017645,0,0,0,96,5,102,209,1986356256,0
20160808 15:31:44.017645,0,0,0,96,5,102,48,1986356256,0
20160808 15:31:44.025457,0,0,0,96,5,102,48,1986356256,0
20160808 15:31:44.025457,0,0,0,96,5,102,48,1986356256,0
20160808 15:31:44.025457,0,0,0,0,0,102,48,1986356256,0
20160808 15:31:44.025457,0,0,0,0,0,100,48,1986356256,0
20160808 15:31:44.033270,0,0,0,0,0,100,48,1986356256,0
20160808 15:31:44.033270,0,0,0,0,0,100,48,1986356256,0
