time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.915451,0,0,0,0,0,0,0,0,0
20160808 15:21:25.923263,0,0,0,0,0,0,0,0,0
20160808 15:21:25.923263,0,0,0,0,0,0,0,0,0
20160808 15:21:25.923263,0,0,0,0,0,0,0,0,0
20160808 15:21:25.923263,0,0,0,0,0,0,0,0,0
20160808 15:21:25.923263,0,0,0,0,0,0,0,0,0
20160808 15:21:25.931076,0,0,0,0,0,0,0,0,0
20160808 15:21:25.931076,0,0,0,0,0,0,0,0,0
20160808 15:21:25.931076,0,0,0,0,0,0,0,0,0
20160808 15:21:25.931076,0,0,0,0,0,0,0,0,0
20160808 15:21:25.938889,0,0,0,0,0,0,0,0,0
20160808 15:21:25.938889,0,0,0,0,0,0,0,0,0
20160808 15:21:25.938889,0,0,0,0,0,0,0,0,0
20160808 15:21:25.938889,0,0,0,0,0,0,0,0,0
20160808 15:21:25.938889,0,0,0,0,0,0,0,0,0
20160808 15:21:25.946701,0,0,0,0,0,0,0,0,0
20160808 15:21:25.946701,0,0,0,0,0,0,0,0,0
20160808 15:21:25.946701,0,0,0,0,0,0,0,0,0
20160808 15:21:25.946701,0,0,0,0,0,0,0,0,0
20160808 15:21:25.954513,0,0,0,0,0,0,0,0,0
20160808 15:21:25.954513,0,0,0,0,0,0,0,0,0
20160808 15:21:25.954513,0,0,0,0,0,0,0,0,0
20160808 15:21:25.954513,0,0,0,0,0,0,0,0,0
20160808 15:21:25.954513,0,0,0,0,0,0,0,0,0
20160808 15:21:25.962326,0,0,0,0,0,0,0,0,0
20160808 15:21:25.962326,0,0,0,0,0,0,0,0,0
20160808 15:21:25.962326,0,0,0,0,0,0,0,0,0
