time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:20:34.121442,0,0,0,0,0,0,0,0,0
20160808 15:20:34.121442,0,0,0,0,0,0,0,0,2
20160808 15:20:34.121442,0,0,0,0,0,0,0,0,0
20160808 15:20:34.121442,0,0,0,0,0,110,0,0,0
20160808 15:20:34.121442,0,0,0,0,0,110,82,0,0
20160808 15:20:34.121442,0,0,0,0,0,110,82,1694498816,0
20160808 15:20:34.121442,0,0,0,0,0,110,82,1700986880,0
20160808 15:20:34.121442,0,0,0,0,0,110,82,1701012736,0
20160808 15:20:34.121442,0,0,0,0,0,110,82,1701012841,0
20160808 15:20:34.121442,0,0,0,0,0,110,82,1701012841,30208
20160808 15:20:34.121442,0,0,0,0,0,110,82,1701012841,30208
20160808 15:20:34.121442,0,0,0,0,0,110,82,1701012841,30208
20160808 15:20:34.129254,0,0,0,0,0,110,82,1701012841,30208
20160808 15:20:34.129254,0,96,3,0,0,110,82,1701012841,30208
20160808 15:20:34.129254,0,96,3,96,15,110,82,1701012841,30208
20160808 15:20:34.129254,0,96,3,96,15,109,82,1701012841,30208
20160808 15:20:34.129254,0,96,3,96,15,109,109,1701012841,30208
20160808 15:20:34.137067,0,96,3,96,15,109,109,1701012841,30208
20160808 15:20:34.137067,0,96,14,96,15,109,109,1701012841,30208
20160808 15:20:34.137067,0,96,14,96,4,109,109,1701012841,30208
20160808 15:20:34.137067,0,96,14,96,4,32,109,1701012841,30208
20160808 15:20:34.144880,0,96,14,96,4,32,109,1701012841,30208
20160808 15:20:34.144880,0,96,1,96,4,32,109,1701012841,30208
20160808 15:20:34.144880,0,96,1,96,3,32,109,1701012841,30208
20160808 15:20:34.144880,0,96,1,96,3,107,109,1701012841,30208
20160808 15:20:34.144880,0,96,1,96,3,107,101,1701012841,30208
20160808 15:20:34.152692,0,96,1,96,3,107,101,1701012841,30208
20160808 15:20:34.152692,0,32,0,96,3,107,101,1701012841,30208
20160808 15:20:34.152692,0,32,0,96,6,107,101,1701012841,30208
20160808 15:20:34.152692,0,32,0,96,6,114,101,1701012841,30208
20160808 15:20:34.160504,0,32,0,96,6,114,101,1701012841,30208
20160808 15:20:34.160504,0,96,13,96,6,114,101,1701012841,30208
20160808 15:20:34.160504,0,96,13,32,0,114,101,1701012841,30208
20160808 15:20:34.160504,0,96,13,32,0,73,101,1701012841,30208
20160808 15:20:34.160504,0,96,13,32,0,73,67,1701012841,30208
20160808 15:20:34.168317,0,96,13,32,0,73,67,1701012841,30208
20160808 15:20:34.168317,0,0,13,32,0,73,67,1701012841,30208
20160808 15:20:34.168317,0,0,13,0,10,73,67,1701012841,30208
20160808 15:20:34.168317,0,0,13,0,10,49,67,1701012841,30208
20160808 15:20:34.176130,0,0,13,0,10,49,67,1701012841,30208
20160808 15:20:34.176130,0,48,0,0,10,49,67,1701012841,30208
20160808 15:20:34.176130,0,48,0,32,0,49,67,1701012841,30208
20160808 15:20:34.176130,0,48,0,32,0,48,67,1701012841,30208
20160808 15:20:34.176130,0,48,0,32,0,48,32,1701012841,30208
20160808 15:20:34.183942,0,48,0,32,0,48,32,1701012841,30208
20160808 15:20:34.183942,0,32,0,32,0,48,32,1701012841,30208
20160808 15:20:34.183942,0,32,0,48,0,48,32,1701012841,30208
20160808 15:20:34.183942,0,32,0,48,0,32,32,1701012841,30208
20160808 15:20:34.191754,0,32,0,48,0,32,32,1701012841,30208
20160808 15:20:34.191754,0,32,0,48,0,32,32,1701012841,30208
20160808 15:20:34.191754,0,32,0,0,13,32,32,1701012841,30208
20160808 15:20:34.191754,0,32,0,0,13,10,32,1701012841,30208
20160808 15:20:34.199567,0,32,0,0,13,10,0,1701012841,30208
20160808 15:20:34.199567,0,32,0,0,13,10,0,1701012841,30208
20160808 15:20:34.199567,0,96,15,0,13,10,0,1701012841,30208
20160808 15:20:34.199567,0,96,15,96,15,10,0,1701012841,30208
