time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:14:53.572829,0,144,9,144,9,153,153,2969,11
20160810 15:14:53.580641,0,144,10,144,10,154,154,2970,11
20160810 15:14:53.588454,0,144,11,144,11,155,155,2971,11
20160810 15:14:53.596267,0,144,12,144,12,156,156,2972,11
20160810 15:14:53.604079,0,144,13,144,13,157,157,2973,11
20160810 15:14:53.611891,0,144,14,144,14,158,158,2974,11
20160810 15:14:53.619704,0,144,15,144,15,159,159,2975,11
20160810 15:14:53.627517,0,160,0,160,0,160,160,2976,11
20160810 15:14:53.635329,0,160,1,160,1,161,161,2977,11
20160810 15:14:53.643141,0,160,2,160,2,162,162,2978,11
20160810 15:14:53.650954,0,160,3,160,3,163,163,2979,11
20160810 15:14:53.658767,0,160,4,160,4,164,164,2980,11
20160810 15:14:53.666579,0,160,5,160,5,165,165,2981,11
20160810 15:14:53.674391,0,160,6,160,6,166,166,2982,11
20160810 15:14:53.682204,0,160,7,160,7,167,167,2983,11
20160810 15:14:53.690017,0,160,8,160,8,168,168,2984,11
20160810 15:14:53.697829,0,160,9,160,9,169,169,2985,11
20160810 15:14:53.705641,0,160,10,160,10,170,170,2986,11
20160810 15:14:53.713454,0,160,11,160,11,171,171,2987,11
20160810 15:14:53.721267,0,160,12,160,12,172,172,2988,11
20160810 15:14:53.729079,0,160,13,160,13,173,173,2989,11
20160810 15:14:53.736891,0,160,14,160,14,174,174,2990,11
20160810 15:14:53.744704,0,160,15,160,15,175,175,2991,11
20160810 15:14:53.752517,0,176,0,176,0,176,176,2992,11
20160810 15:14:53.760329,0,176,1,176,1,177,177,2993,11
20160810 15:14:53.768141,0,176,2,176,2,178,178,2994,11
20160810 15:14:53.775954,0,176,3,176,3,179,179,2995,11
20160810 15:14:53.783767,0,176,4,176,4,180,180,2996,11
20160810 15:14:53.791579,0,176,5,176,5,181,181,2997,11
20160810 15:14:53.799391,0,176,6,176,6,182,182,2998,11
20160810 15:14:53.807204,0,176,7,176,7,183,183,2999,11
20160810 15:14:53.815017,0,176,8,176,8,184,184,3000,11
20160810 15:14:53.822829,0,176,9,176,9,185,185,3001,11
20160810 15:14:53.830641,0,176,10,176,10,186,186,3002,11
20160810 15:14:53.838454,0,176,11,176,11,187,187,3003,11
20160810 15:14:53.846267,0,176,12,176,12,188,188,3004,11
20160810 15:14:53.854079,0,176,13,176,13,189,189,3005,11
20160810 15:14:53.861891,0,176,14,176,14,190,190,3006,11
20160810 15:14:53.869704,0,176,15,176,15,191,191,3007,11
20160810 15:14:53.877517,0,192,0,192,0,192,192,3008,11
20160810 15:14:53.885329,0,192,1,192,1,193,193,3009,11
20160810 15:14:53.893141,0,192,2,192,2,194,194,3010,11
20160810 15:14:53.900954,0,192,3,192,3,195,195,3011,11
20160810 15:14:53.908767,0,192,4,192,4,196,196,3012,11
20160810 15:14:53.916579,0,192,5,192,5,197,197,3013,11
20160810 15:14:53.924391,0,192,6,192,6,198,198,3014,11
20160810 15:14:53.932204,0,192,7,192,7,199,199,3015,11
20160810 15:14:53.940017,0,192,8,192,8,200,200,3016,11
20160810 15:14:53.947829,0,192,9,192,9,201,201,3017,11
20160810 15:14:53.955641,0,192,10,192,10,202,202,3018,11
20160810 15:14:53.963454,0,192,11,192,11,203,203,3019,11
20160810 15:14:53.971267,0,192,12,192,12,204,204,3020,11
20160810 15:14:53.979079,0,192,13,192,13,205,205,3021,11
20160810 15:14:53.986891,0,192,14,192,14,206,206,3022,11
20160810 15:14:53.994704,0,192,15,192,15,207,207,3023,11
20160810 15:14:54.002517,0,208,0,208,0,208,208,3024,11
20160810 15:14:54.010329,0,208,1,208,1,209,209,3025,11
20160810 15:14:54.018141,0,208,2,208,2,210,210,3026,11
20160810 15:14:54.025954,0,208,3,208,3,211,211,3027,11
20160810 15:14:54.033767,0,208,4,208,4,212,212,3028,11
20160810 15:14:54.041579,0,208,5,208,5,213,213,3029,11
20160810 15:14:54.049391,0,208,6,208,6,214,214,3030,11
20160810 15:14:54.057204,0,208,7,208,7,215,215,3031,11
20160810 15:14:54.065017,0,208,8,208,8,216,216,3032,11
20160810 15:14:54.072829,0,208,9,208,9,217,217,3033,11
20160810 15:14:54.080641,0,208,10,208,10,218,218,3034,11
20160810 15:14:54.088454,0,208,11,208,11,219,219,3035,11
20160810 15:14:54.096267,0,208,12,208,12,220,220,3036,11
20160810 15:14:54.104079,0,208,13,208,13,221,221,3037,11
20160810 15:14:54.111891,0,208,14,208,14,222,222,3038,11
20160810 15:14:54.119704,0,208,15,208,15,223,223,3039,11
20160810 15:14:54.127517,0,224,0,224,0,224,224,3040,11
20160810 15:14:54.135329,0,224,1,224,1,225,225,3041,11
20160810 15:14:54.143141,0,224,2,224,2,226,226,3042,11
20160810 15:14:54.150954,0,224,3,224,3,227,227,3043,11
20160810 15:14:54.158767,0,224,4,224,4,228,228,3044,11
20160810 15:14:54.166579,0,224,5,224,5,229,229,3045,11
20160810 15:14:54.174391,0,224,6,224,6,230,230,3046,11
20160810 15:14:54.182204,0,224,7,224,7,231,231,3047,11
20160810 15:14:54.190017,0,224,8,224,8,232,232,3048,11
20160810 15:14:54.197829,0,224,9,224,9,233,233,3049,11
20160810 15:14:54.205641,0,224,10,224,10,234,234,3050,11
20160810 15:14:54.213454,0,224,11,224,11,235,235,3051,11
20160810 15:14:54.221267,0,224,12,224,12,236,236,3052,11
20160810 15:14:54.229079,0,224,13,224,13,237,237,3053,11
20160810 15:14:54.236891,0,224,14,224,14,238,238,3054,11
20160810 15:14:54.244704,0,224,15,224,15,239,239,3055,11
20160810 15:14:54.252517,0,240,0,240,0,240,240,3056,11
20160810 15:14:54.260329,0,240,1,240,1,241,241,3057,11
20160810 15:14:54.268141,0,240,2,240,2,242,242,3058,11
20160810 15:14:54.275954,0,240,3,240,3,243,243,3059,11
20160810 15:14:54.283767,0,240,4,240,4,244,244,3060,11
20160810 15:14:54.291579,0,240,5,240,5,245,245,3061,11
20160810 15:14:54.299391,0,240,6,240,6,246,246,3062,11
20160810 15:14:54.307204,0,240,7,240,7,247,247,3063,11
20160810 15:14:54.315017,0,240,8,240,8,248,248,3064,11
20160810 15:14:54.322829,0,240,9,240,9,249,249,3065,11
20160810 15:14:54.330641,0,240,10,240,10,250,250,3066,11
20160810 15:14:54.338454,0,240,11,240,11,251,251,3067,11
20160810 15:14:54.346267,0,240,12,240,12,252,252,3068,11
20160810 15:14:54.354079,0,240,13,240,13,253,253,3069,11
