time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:34:56.824458,0,192,10,192,10,202,202,53962,210
20160810 15:34:56.832270,0,192,11,192,11,203,203,53963,210
20160810 15:34:56.840082,0,192,12,192,12,204,204,53964,210
20160810 15:34:56.847895,0,192,13,192,13,205,205,53965,210
20160810 15:34:56.855708,0,192,14,192,14,206,206,53966,210
20160810 15:34:56.863520,0,192,15,192,15,207,207,53967,210
20160810 15:34:56.871332,0,208,0,208,0,208,208,53968,210
20160810 15:34:56.879145,0,208,1,208,1,209,209,53969,210
20160810 15:34:56.886958,0,208,2,208,2,210,210,53970,210
20160810 15:34:56.894770,0,208,3,208,3,211,211,53971,210
20160810 15:34:56.902582,0,208,4,208,4,212,212,53972,210
20160810 15:34:56.910395,0,208,5,208,5,213,213,53973,210
20160810 15:34:56.918208,0,208,6,208,6,214,214,53974,210
20160810 15:34:56.926020,0,208,7,208,7,215,215,53975,210
20160810 15:34:56.933832,0,208,8,208,8,216,216,53976,210
20160810 15:34:56.941645,0,208,9,208,9,217,217,53977,210
20160810 15:34:56.949458,0,208,10,208,10,218,218,53978,210
20160810 15:34:56.957270,0,208,11,208,11,219,219,53979,210
20160810 15:34:56.965082,0,208,12,208,12,220,220,53980,210
20160810 15:34:56.972895,0,208,13,208,13,221,221,53981,210
20160810 15:34:56.980708,0,208,14,208,14,222,222,53982,210
20160810 15:34:56.988520,0,208,15,208,15,223,223,53983,210
20160810 15:34:56.996332,0,224,0,224,0,224,224,53984,210
20160810 15:34:57.004145,0,224,1,224,1,225,225,53985,210
20160810 15:34:57.011958,0,224,2,224,2,226,226,53986,210
20160810 15:34:57.019770,0,224,3,224,3,227,227,53987,210
20160810 15:34:57.027582,0,224,4,224,4,228,228,53988,210
20160810 15:34:57.035395,0,224,5,224,5,229,229,53989,210
20160810 15:34:57.043208,0,224,6,224,6,230,230,53990,210
20160810 15:34:57.051020,0,224,7,224,7,231,231,53991,210
20160810 15:34:57.058832,0,224,8,224,8,232,232,53992,210
20160810 15:34:57.066645,0,224,9,224,9,233,233,53993,210
20160810 15:34:57.074458,0,224,10,224,10,234,234,53994,210
20160810 15:34:57.082270,0,224,11,224,11,235,235,53995,210
20160810 15:34:57.090082,0,224,12,224,12,236,236,53996,210
20160810 15:34:57.097895,0,224,13,224,13,237,237,53997,210
20160810 15:34:57.105708,0,224,14,224,14,238,238,53998,210
20160810 15:34:57.113520,0,224,15,224,15,239,239,53999,210
20160810 15:34:57.121332,0,240,0,240,0,240,240,54000,210
20160810 15:34:57.129145,0,240,1,240,1,241,241,54001,210
20160810 15:34:57.136958,0,240,2,240,2,242,242,54002,210
20160810 15:34:57.144770,0,240,3,240,3,243,243,54003,210
20160810 15:34:57.152582,0,240,4,240,4,244,244,54004,210
20160810 15:34:57.160395,0,240,5,240,5,245,245,54005,210
20160810 15:34:57.168208,0,240,6,240,6,246,246,54006,210
20160810 15:34:57.176020,0,240,7,240,7,247,247,54007,210
20160810 15:34:57.183832,0,240,8,240,8,248,248,54008,210
20160810 15:34:57.191645,0,240,9,240,9,249,249,54009,210
