time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:30:50.117745,0,0,0,0,0,0,0,0,14
20160808 15:30:50.117745,0,96,5,0,0,0,0,0,14
20160808 15:30:50.117745,0,96,5,96,3,0,0,0,14
20160808 15:30:50.117745,0,96,5,96,3,101,0,0,0
20160808 15:30:50.117745,0,96,5,96,3,101,105,0,0
20160808 15:30:50.117745,0,96,5,96,3,101,105,1979711488,0
20160808 15:30:50.117745,0,96,5,96,3,101,105,1986330624,0
20160808 15:30:50.117745,0,96,5,96,3,101,105,1986356224,0
20160808 15:30:50.125557,0,96,5,96,3,101,105,1986356224,0
20160808 15:30:50.125557,0,96,3,96,3,101,105,1986356224,0
20160808 15:30:50.125557,0,96,3,96,15,101,105,1986356224,0
20160808 15:30:50.125557,0,96,3,96,15,109,105,1986356224,0
20160808 15:30:50.125557,0,96,3,96,15,109,109,1986356224,0
20160808 15:30:50.133370,0,96,3,96,15,109,109,1986356224,0
20160808 15:30:50.133370,0,96,14,96,15,109,109,1986356224,0
20160808 15:30:50.133370,0,96,14,96,4,109,109,1986356224,0
20160808 15:30:50.133370,0,96,14,96,4,32,109,1986356224,0
20160808 15:30:50.141183,0,96,14,96,4,32,109,1986356224,0
20160808 15:30:50.141183,0,96,1,96,4,32,109,1986356224,0
20160808 15:30:50.141183,0,96,1,96,3,32,109,1986356224,0
20160808 15:30:50.141183,0,96,1,96,3,107,109,1986356224,0
20160808 15:30:50.141183,0,96,1,96,3,107,101,1986356224,0
20160808 15:30:50.148995,0,96,1,96,3,107,101,1986356224,0
20160808 15:30:50.148995,0,32,0,96,3,107,101,1986356224,0
20160808 15:30:50.148995,0,32,0,96,6,107,101,1986356224,0
20160808 15:30:50.148995,0,32,0,96,6,114,101,1986356224,0
20160808 15:30:50.156807,0,32,0,96,6,114,101,1986356224,0
20160808 15:30:50.156807,0,96,13,96,6,114,101,1986356224,0
20160808 15:30:50.156807,0,96,13,32,0,114,101,1986356224,0
20160808 15:30:50.156807,0,96,13,32,0,73,101,1986356224,0
20160808 15:30:50.156807,0,96,13,32,0,73,67,1986356224,0
20160808 15:30:50.164620,0,96,13,32,0,73,67,1986356224,0
20160808 15:30:50.164620,0,0,13,32,0,73,67,1986356224,0
20160808 15:30:50.164620,0,0,13,0,10,73,67,1986356224,0
20160808 15:30:50.164620,0,0,13,0,10,49,67,1986356224,0
20160808 15:30:50.172433,0,0,13,0,10,49,67,1986356224,0
20160808 15:30:50.172433,0,48,0,0,10,49,67,1986356224,0
20160808 15:30:50.172433,0,48,0,32,0,49,67,1986356224,0
20160808 15:30:50.172433,0,48,0,32,0,48,67,1986356224,0
