time,status,x,y,z
20160810 15:02:19.390569,0,1469,1469,1469
20160810 15:02:19.398381,0,1470,1470,1470
20160810 15:02:19.406193,0,1471,1471,1471
20160810 15:02:19.414006,0,1472,1472,1472
20160810 15:02:19.421819,0,1473,1473,1473
20160810 15:02:19.429631,0,1474,1474,1474
20160810 15:02:19.437443,0,1475,1475,1475
20160810 15:02:19.445256,0,1476,1476,1476
20160810 15:02:19.453069,0,1477,1477,1477
20160810 15:02:19.460881,0,1478,1478,1478
20160810 15:02:19.468693,0,1479,1479,1479
20160810 15:02:19.476506,0,1480,1480,1480
20160810 15:02:19.484319,0,1481,1481,1481
20160810 15:02:19.492131,0,1482,1482,1482
20160810 15:02:19.499943,0,1483,1483,1483
20160810 15:02:19.507756,0,1484,1484,1484
20160810 15:02:19.515569,0,1485,1485,1485
20160810 15:02:19.523381,0,1486,1486,1486
20160810 15:02:19.531193,0,1487,1487,1487
20160810 15:02:19.539006,0,1488,1488,1488
20160810 15:02:19.546819,0,1489,1489,1489
20160810 15:02:19.554631,0,1490,1490,1490
20160810 15:02:19.562443,0,1491,1491,1491
20160810 15:02:19.570256,0,1492,1492,1492
20160810 15:02:19.578069,0,1493,1493,1493
20160810 15:02:19.585881,0,1494,1494,1494
20160810 15:02:19.593693,0,1495,1495,1495
20160810 15:02:19.601506,0,1496,1496,1496
20160810 15:02:19.609319,0,1497,1497,1497
20160810 15:02:19.617131,0,1498,1498,1498
20160810 15:02:19.624943,0,1499,1499,1499
20160810 15:02:19.632756,0,1500,1500,1500
20160810 15:02:19.640569,0,1501,1501,1501
20160810 15:02:19.648381,0,1502,1502,1502
20160810 15:02:19.656193,0,1503,1503,1503
20160810 15:02:19.664006,0,1504,1504,1504
20160810 15:02:19.671819,0,1505,1505,1505
20160810 15:02:19.679631,0,1506,1506,1506
20160810 15:02:19.687443,0,1507,1507,1507
20160810 15:02:19.695256,0,1508,1508,1508
20160810 15:02:19.703069,0,1509,1509,1509
20160810 15:02:19.710881,0,1510,1510,1510
20160810 15:02:19.718693,0,1511,1511,1511
20160810 15:02:19.726506,0,1512,1512,1512
20160810 15:02:19.734319,0,1513,1513,1513
20160810 15:02:19.742131,0,1514,1514,1514
20160810 15:02:19.749943,0,1515,1515,1515
20160810 15:02:19.757756,0,1516,1516,1516
20160810 15:02:19.765569,0,1517,1517,1517
20160810 15:02:19.773381,0,1518,1518,1518
