time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:43:03.027277,0,0,2,0,2,2,2,2,0
20160810 15:43:03.035089,0,0,3,0,3,3,3,3,0
20160810 15:43:03.042902,0,0,4,0,4,4,4,4,0
20160810 15:43:03.050715,0,0,5,0,5,5,5,5,0
20160810 15:43:03.058527,0,0,6,0,6,6,6,6,0
20160810 15:43:03.066339,0,0,7,0,7,7,7,7,0
20160810 15:43:03.074152,0,0,8,0,8,8,8,8,0
20160810 15:43:03.081965,0,0,9,0,9,9,9,9,0
20160810 15:43:03.089777,0,0,10,0,10,10,10,10,0
20160810 15:43:03.097589,0,0,11,0,11,11,11,11,0
20160810 15:43:03.105402,0,0,12,0,12,12,12,12,0
20160810 15:43:03.113215,0,0,13,0,13,13,13,13,0
20160810 15:43:03.121027,0,0,14,0,14,14,14,14,0
20160810 15:43:03.128839,0,0,15,0,15,15,15,15,0
20160810 15:43:03.136652,0,16,0,16,0,16,16,16,0
20160810 15:43:03.144465,0,16,1,16,1,17,17,17,0
20160810 15:43:03.152277,0,16,2,16,2,18,18,18,0
20160810 15:43:03.160089,0,16,3,16,3,19,19,19,0
20160810 15:43:03.167902,0,16,4,16,4,20,20,20,0
20160810 15:43:03.175715,0,16,5,16,5,21,21,21,0
20160810 15:43:03.183527,0,16,6,16,6,22,22,22,0
20160810 15:43:03.191339,0,16,7,16,7,23,23,23,0
20160810 15:43:03.199152,0,16,8,16,8,24,24,24,0
20160810 15:43:03.206965,0,16,9,16,9,25,25,25,0
20160810 15:43:03.214777,0,16,10,16,10,26,26,26,0
20160810 15:43:03.222589,0,16,11,16,11,27,27,27,0
20160810 15:43:03.230402,0,16,12,16,12,28,28,28,0
20160810 15:43:03.238215,0,16,13,16,13,29,29,29,0
20160810 15:43:03.246027,0,16,14,16,14,30,30,30,0
20160810 15:43:03.253839,0,16,15,16,15,31,31,31,0
20160810 15:43:03.261652,0,32,0,32,0,32,32,32,0
20160810 15:43:03.269465,0,32,1,32,1,33,33,33,0
20160810 15:43:03.277277,0,32,2,32,2,34,34,34,0
20160810 15:43:03.285089,0,32,3,32,3,35,35,35,0
20160810 15:43:03.292902,0,32,4,32,4,36,36,36,0
20160810 15:43:03.300715,0,32,5,32,5,37,37,37,0
20160810 15:43:03.308527,0,32,6,32,6,38,38,38,0
20160810 15:43:03.316339,0,32,7,32,7,39,39,39,0
20160810 15:43:03.324152,0,32,8,32,8,40,40,40,0
20160810 15:43:03.331965,0,32,9,32,9,41,41,41,0
20160810 15:43:03.339777,0,32,10,32,10,42,42,42,0
20160810 15:43:03.347589,0,32,11,32,11,43,43,43,0
20160810 15:43:03.355402,0,32,12,32,12,44,44,44,0
