time,status,x,y,z
20160810 14:55:02.722682,0,3302,3302,3302
20160810 14:55:02.730494,0,3303,3303,3303
20160810 14:55:02.738306,0,3304,3304,3304
20160810 14:55:02.746119,0,3305,3305,3305
20160810 14:55:02.753932,0,3306,3306,3306
20160810 14:55:02.761744,0,3307,3307,3307
20160810 14:55:02.769556,0,3308,3308,3308
20160810 14:55:02.777369,0,3309,3309,3309
20160810 14:55:02.785182,0,3310,3310,3310
20160810 14:55:02.792994,0,3311,3311,3311
20160810 14:55:02.800806,0,3312,3312,3312
20160810 14:55:02.808619,0,3313,3313,3313
20160810 14:55:02.816432,0,3314,3314,3314
20160810 14:55:02.824244,0,3315,3315,3315
20160810 14:55:02.832056,0,3316,3316,3316
20160810 14:55:02.839869,0,3317,3317,3317
20160810 14:55:02.847682,0,3318,3318,3318
20160810 14:55:02.855494,0,3319,3319,3319
20160810 14:55:02.863306,0,3320,3320,3320
20160810 14:55:02.871119,0,3321,3321,3321
20160810 14:55:02.878932,0,3322,3322,3322
20160810 14:55:02.886744,0,3323,3323,3323
20160810 14:55:02.894556,0,3324,3324,3324
20160810 14:55:02.902369,0,3325,3325,3325
20160810 14:55:02.910182,0,3326,3326,3326
20160810 14:55:02.917994,0,3327,3327,3327
20160810 14:55:02.925806,0,3328,3328,3328
20160810 14:55:02.933619,0,3329,3329,3329
20160810 14:55:02.941432,0,3330,3330,3330
20160810 14:55:02.949244,0,3331,3331,3331
20160810 14:55:02.957056,0,3332,3332,3332
20160810 14:55:02.964869,0,3333,3333,3333
20160810 14:55:02.972682,0,3334,3334,3334
20160810 14:55:02.980494,0,3335,3335,3335
20160810 14:55:02.988306,0,3336,3336,3336
20160810 14:55:02.996119,0,3337,3337,3337
20160810 14:55:03.003932,0,3338,3338,3338
20160810 14:55:03.011744,0,3339,3339,3339
20160810 14:55:03.019556,0,3340,3340,3340
20160810 14:55:03.027369,0,3341,3341,3341
20160810 14:55:03.035182,0,3342,3342,3342
20160810 14:55:03.042994,0,3343,3343,3343
20160810 14:55:03.050806,0,3344,3344,3344
20160810 14:55:03.058619,0,3345,3345,3345
20160810 14:55:03.066432,0,3346,3346,3346
20160810 14:55:03.074244,0,3347,3347,3347
20160810 14:55:03.082056,0,3348,3348,3348
20160810 14:55:03.089869,0,3349,3349,3349
20160810 14:55:03.097682,0,3350,3350,3350
20160810 14:55:03.105494,0,3351,3351,3351
20160810 14:55:03.113306,0,3352,3352,3352
20160810 14:55:03.121119,0,3353,3353,3353
20160810 14:55:03.128932,0,3354,3354,3354
20160810 14:55:03.136744,0,3355,3355,3355
20160810 14:55:03.144556,0,3356,3356,3356
20160810 14:55:03.152369,0,3357,3357,3357
20160810 14:55:03.160182,0,3358,3358,3358
20160810 14:55:03.167994,0,3359,3359,3359
20160810 14:55:03.175806,0,3360,3360,3360
20160810 14:55:03.183619,0,3361,3361,3361
20160810 14:55:03.191432,0,3362,3362,3362
20160810 14:55:03.199244,0,3363,3363,3363
20160810 14:55:03.207056,0,3364,3364,3364
20160810 14:55:03.214869,0,3365,3365,3365
20160810 14:55:03.222682,0,3366,3366,3366
20160810 14:55:03.230494,0,3367,3367,3367
20160810 14:55:03.238306,0,3368,3368,3368
