time,status,x,y,z
20160810 15:40:54.118646,0,16312,16312,16312
20160810 15:40:54.126459,0,16313,16313,16313
20160810 15:40:54.134271,0,16314,16314,16314
20160810 15:40:54.142083,0,16315,16315,16315
20160810 15:40:54.149896,0,16316,16316,16316
20160810 15:40:54.157709,0,16317,16317,16317
20160810 15:40:54.165521,0,16318,16318,16318
20160810 15:40:54.173333,0,16319,16319,16319
20160810 15:40:54.181146,0,16320,16320,16320
20160810 15:40:54.188959,0,16321,16321,16321
20160810 15:40:54.196771,0,16322,16322,16322
20160810 15:40:54.204583,0,16323,16323,16323
20160810 15:40:54.212396,0,16324,16324,16324
20160810 15:40:54.220209,0,16325,16325,16325
20160810 15:40:54.228021,0,16326,16326,16326
20160810 15:40:54.235833,0,16327,16327,16327
20160810 15:40:54.243646,0,16328,16328,16328
20160810 15:40:54.251459,0,16329,16329,16329
20160810 15:40:54.259271,0,16330,16330,16330
20160810 15:40:54.267083,0,16331,16331,16331
20160810 15:40:54.274896,0,16332,16332,16332
20160810 15:40:54.282709,0,16333,16333,16333
20160810 15:40:54.290521,0,16334,16334,16334
20160810 15:40:54.298333,0,16335,16335,16335
20160810 15:40:54.306146,0,16336,16336,16336
20160810 15:40:54.313959,0,16337,16337,16337
20160810 15:40:54.321771,0,16338,16338,16338
20160810 15:40:54.329583,0,16339,16339,16339
20160810 15:40:54.337396,0,16340,16340,16340
20160810 15:40:54.345209,0,16341,16341,16341
20160810 15:40:54.353021,0,16342,16342,16342
20160810 15:40:54.360833,0,16343,16343,16343
20160810 15:40:54.368646,0,16344,16344,16344
20160810 15:40:54.376459,0,16345,16345,16345
20160810 15:40:54.384271,0,16346,16346,16346
20160810 15:40:54.392083,0,16347,16347,16347
20160810 15:40:54.399896,0,16348,16348,16348
20160810 15:40:54.407709,0,16349,16349,16349
20160810 15:40:54.415521,0,16350,16350,16350
20160810 15:40:54.423333,0,16351,16351,16351
20160810 15:40:54.431146,0,16352,16352,16352
20160810 15:40:54.438959,0,16353,16353,16353
20160810 15:40:54.446771,0,16354,16354,16354
20160810 15:40:54.454583,0,16355,16355,16355
20160810 15:40:54.462396,0,16356,16356,16356
20160810 15:40:54.470209,0,16357,16357,16357
20160810 15:40:54.478021,0,16358,16358,16358
20160810 15:40:54.485833,0,16359,16359,16359
20160810 15:40:54.493646,0,16360,16360,16360
20160810 15:40:54.501459,0,16361,16361,16361
20160810 15:40:54.509271,0,16362,16362,16362
20160810 15:40:54.517083,0,16363,16363,16363
20160810 15:40:54.524896,0,16364,16364,16364
20160810 15:40:54.532709,0,16365,16365,16365
20160810 15:40:54.540521,0,16366,16366,16366
20160810 15:40:54.548333,0,16367,16367,16367
20160810 15:40:54.556146,0,16368,16368,16368
20160810 15:40:54.563959,0,16369,16369,16369
20160810 15:40:54.571771,0,16370,16370,16370
20160810 15:40:54.579583,0,16371,16371,16371
20160810 15:40:54.587396,0,16372,16372,16372
20160810 15:40:54.595209,0,16373,16373,16373
20160810 15:40:54.603021,0,16374,16374,16374
20160810 15:40:54.610833,0,16375,16375,16375
20160810 15:40:54.618646,0,16376,16376,16376
20160810 15:40:54.626459,0,16377,16377,16377
20160810 15:40:54.634271,0,16378,16378,16378
20160810 15:40:54.642083,0,16379,16379,16379
20160810 15:40:54.649896,0,16380,16380,16380
20160810 15:40:54.657709,0,16381,16381,16381
20160810 15:40:54.665521,0,16382,16382,16382
20160810 15:40:54.673333,0,16383,16383,16383
20160810 15:40:54.681146,0,16384,16384,16384
20160810 15:40:54.688959,0,16385,16385,16385
20160810 15:40:54.696771,0,16386,16386,16386
20160810 15:40:54.704583,0,16387,16387,16387
20160810 15:40:54.712396,0,16388,16388,16388
20160810 15:40:54.720209,0,16389,16389,16389
20160810 15:40:54.728021,0,16390,16390,16390
20160810 15:40:54.735833,0,16391,16391,16391
20160810 15:40:54.743646,0,16392,16392,16392
20160810 15:40:54.751459,0,16393,16393,16393
20160810 15:40:54.759271,0,16394,16394,16394
20160810 15:40:54.767083,0,16395,16395,16395
20160810 15:40:54.774896,0,16396,16396,16396
20160810 15:40:54.782709,0,16397,16397,16397
20160810 15:40:54.790521,0,16398,16398,16398
20160810 15:40:54.798333,0,16399,16399,16399
20160810 15:40:54.806146,0,16400,16400,16400
20160810 15:40:54.813959,0,16401,16401,16401
20160810 15:40:54.821771,0,16402,16402,16402
20160810 15:40:54.829583,0,16403,16403,16403
20160810 15:40:54.837396,0,16404,16404,16404
20160810 15:40:54.845209,0,16405,16405,16405
20160810 15:40:54.853021,0,16406,16406,16406
20160810 15:40:54.860833,0,16407,16407,16407
20160810 15:40:54.868646,0,16408,16408,16408
20160810 15:40:54.876459,0,16409,16409,16409
20160810 15:40:54.884271,0,16410,16410,16410
20160810 15:40:54.892083,0,16411,16411,16411
20160810 15:40:54.899896,0,16412,16412,16412
20160810 15:40:54.907709,0,16413,16413,16413
20160810 15:40:54.915521,0,16414,16414,16414
20160810 15:40:54.923333,0,16415,16415,16415
20160810 15:40:54.931146,0,16416,16416,16416
20160810 15:40:54.938959,0,16417,16417,16417
20160810 15:40:54.946771,0,16418,16418,16418
20160810 15:40:54.954583,0,16419,16419,16419
