time,x,y,z
20160805 16:37:58.109054,0,0,0,0
20160805 16:37:58.116867,0,205259,205259,205259
20160805 16:37:58.124680,0,205260,205260,205260
20160805 16:37:58.132492,0,205261,205261,205261
20160805 16:37:58.140304,0,205262,205262,205262
20160805 16:37:58.148117,0,205263,205263,205263
20160805 16:37:58.155930,0,205264,205264,205264
20160805 16:37:58.163742,0,205265,205265,205265
20160805 16:37:58.171554,0,205266,205266,205266
20160805 16:37:58.179367,0,205267,205267,205267
20160805 16:37:58.187180,0,205268,205268,205268
20160805 16:37:58.194992,0,205269,205269,205269
20160805 16:37:58.202804,0,205270,205270,205270
20160805 16:37:58.210617,0,205271,205271,205271
20160805 16:37:58.218430,0,205272,205272,205272
20160805 16:37:58.226242,0,205273,205273,205273
20160805 16:37:58.234054,0,205274,205274,205274
20160805 16:37:58.241867,0,205275,205275,205275
20160805 16:37:58.249680,0,205276,205276,205276
20160805 16:37:58.257492,0,205277,205277,205277
20160805 16:37:58.265304,0,205278,205278,205278
20160805 16:37:58.273117,0,205279,205279,205279
20160805 16:37:58.280930,0,205280,205280,205280
20160805 16:37:58.288742,0,205281,205281,205281
20160805 16:37:58.296554,0,205282,205282,205282
20160805 16:37:58.304367,0,205283,205283,205283
20160805 16:37:58.312180,0,205284,205284,205284
20160805 16:37:58.319992,0,205285,205285,205285
20160805 16:37:58.327804,0,205286,205286,205286
20160805 16:37:58.335617,0,205287,205287,205287
20160805 16:37:58.343430,0,205288,205288,205288
20160805 16:37:58.351242,0,205289,205289,205289
20160805 16:37:58.359054,0,205290,205290,205290
20160805 16:37:58.366867,0,205291,205291,205291
20160805 16:37:58.374680,0,205292,205292,205292
20160805 16:37:58.382492,0,205293,205293,205293
20160805 16:37:58.390304,0,205294,205294,205294
20160805 16:37:58.398117,0,205295,205295,205295
20160805 16:37:58.405930,0,205296,205296,205296
20160805 16:37:58.413742,0,205297,205297,205297
20160805 16:37:58.421554,0,205298,205298,205298
20160805 16:37:58.429367,0,205299,205299,205299
20160805 16:37:58.437180,0,205300,205300,205300
20160805 16:37:58.444992,0,205301,205301,205301
20160805 16:37:58.452804,0,205302,205302,205302
20160805 16:37:58.460617,0,205303,205303,205303
20160805 16:37:58.468430,0,205304,205304,205304
20160805 16:37:58.476242,0,205305,205305,205305
20160805 16:37:58.484054,0,205306,205306,205306
20160805 16:37:58.491867,0,205307,205307,205307
20160805 16:37:58.499680,0,205308,205308,205308
20160805 16:37:58.507492,0,205309,205309,205309
20160805 16:37:58.515304,0,205310,205310,205310
20160805 16:37:58.523117,0,205311,205311,205311
20160805 16:37:58.530930,0,205312,205312,205312
20160805 16:37:58.538742,0,205313,205313,205313
20160805 16:37:58.546554,0,205314,205314,205314
20160805 16:37:58.554367,0,205315,205315,205315
20160805 16:37:58.562180,0,205316,205316,205316
20160805 16:37:58.569992,0,205317,205317,205317
20160805 16:37:58.577804,0,205318,205318,205318
20160805 16:37:58.585617,0,205319,205319,205319
20160805 16:37:58.593430,0,205320,205320,205320
20160805 16:37:58.601242,0,205321,205321,205321
20160805 16:37:58.609054,0,205322,205322,205322
20160805 16:37:58.616867,0,205323,205323,205323
20160805 16:37:58.624680,0,205324,205324,205324
20160805 16:37:58.632492,0,205325,205325,205325
20160805 16:37:58.640304,0,205326,205326,205326
20160805 16:37:58.648117,0,205327,205327,205327
20160805 16:37:58.655930,0,205328,205328,205328
20160805 16:37:58.663742,0,205329,205329,205329
20160805 16:37:58.671554,0,205330,205330,205330
20160805 16:37:58.679367,0,205331,205331,205331
20160805 16:37:58.687180,0,205332,205332,205332
20160805 16:37:58.694992,0,205333,205333,205333
20160805 16:37:58.702804,0,205334,205334,205334
20160805 16:37:58.710617,0,205335,205335,205335
20160805 16:37:58.718430,0,205336,205336,205336
20160805 16:37:58.726242,0,205337,205337,205337
20160805 16:37:58.734054,0,205338,205338,205338
20160805 16:37:58.741867,0,205339,205339,205339
20160805 16:37:58.749680,0,205340,205340,205340
20160805 16:37:58.757492,0,205341,205341,205341
20160805 16:37:58.765304,0,205342,205342,205342
20160805 16:37:58.773117,0,205343,205343,205343
20160805 16:37:58.780930,0,205344,205344,205344
20160805 16:37:58.788742,0,205345,205345,205345
20160805 16:37:58.796554,0,205346,205346,205346
20160805 16:37:58.804367,0,205347,205347,205347
20160805 16:37:58.812180,0,205348,205348,205348
20160805 16:37:58.819992,0,205349,205349,205349
20160805 16:37:58.827804,0,205350,205350,205350
20160805 16:37:58.835617,0,205351,205351,205351
20160805 16:37:58.843430,0,205352,205352,205352
20160805 16:37:58.851242,0,205353,205353,205353
20160805 16:37:58.859054,0,205354,205354,205354
20160805 16:37:58.866867,0,205355,205355,205355
20160805 16:37:58.874680,0,205356,205356,205356
20160805 16:37:58.882492,0,205357,205357,205357
20160805 16:37:58.890304,0,205358,205358,205358
20160805 16:37:58.898117,0,205359,205359,205359
20160805 16:37:58.905930,0,205360,205360,205360
20160805 16:37:58.913742,0,205361,205361,205361
20160805 16:37:58.921554,0,205362,205362,205362
20160805 16:37:58.929367,0,205363,205363,205363
20160805 16:37:58.937180,0,205364,205364,205364
20160805 16:37:58.944992,0,205365,205365,205365
20160805 16:37:58.952804,0,205366,205366,205366
20160805 16:37:58.960617,0,205367,205367,205367
20160805 16:37:58.968430,0,205368,205368,205368
20160805 16:37:58.976242,0,205369,205369,205369
20160805 16:37:58.984054,0,205370,205370,205370
20160805 16:37:58.991867,0,205371,205371,205371
20160805 16:37:58.999680,0,205372,205372,205372
20160805 16:37:59.007492,0,205373,205373,205373
20160805 16:37:59.015304,0,205374,205374,205374
20160805 16:37:59.023117,0,205375,205375,205375
20160805 16:37:59.030930,0,205376,205376,205376
20160805 16:37:59.038742,0,205377,205377,205377
20160805 16:37:59.046554,0,205378,205378,205378
20160805 16:37:59.054367,0,205379,205379,205379
20160805 16:37:59.062180,0,205380,205380,205380
20160805 16:37:59.069992,0,205381,205381,205381
20160805 16:37:59.077804,0,205382,205382,205382
20160805 16:37:59.085617,0,205383,205383,205383
20160805 16:37:59.093430,0,205384,205384,205384
20160805 16:37:59.101242,0,205385,205385,205385
20160805 16:37:59.109054,0,205386,205386,205386
20160805 16:37:59.116867,0,205387,205387,205387
20160805 16:37:59.124680,0,205388,205388,205388
20160805 16:37:59.132492,0,205389,205389,205389
20160805 16:37:59.140304,0,205390,205390,205390
20160805 16:37:59.148117,0,205391,205391,205391
20160805 16:37:59.155930,0,205392,205392,205392
20160805 16:37:59.163742,0,205393,205393,205393
20160805 16:37:59.171554,0,205394,205394,205394
20160805 16:37:59.179367,0,205395,205395,205395
20160805 16:37:59.187180,0,205396,205396,205396
20160805 16:37:59.194992,0,205397,205397,205397
20160805 16:37:59.202804,0,205398,205398,205398
20160805 16:37:59.210617,0,205399,205399,205399
