time,status,x,y,z
20160810 15:13:28.929090,0,13672,13672,13672
20160810 15:13:28.936902,0,13673,13673,13673
20160810 15:13:28.944714,0,13674,13674,13674
20160810 15:13:28.952527,0,13675,13675,13675
20160810 15:13:28.960340,0,13676,13676,13676
20160810 15:13:28.968152,0,13677,13677,13677
20160810 15:13:28.975964,0,13678,13678,13678
20160810 15:13:28.983777,0,13679,13679,13679
20160810 15:13:28.991590,0,13680,13680,13680
20160810 15:13:28.999402,0,13681,13681,13681
20160810 15:13:29.007214,0,13682,13682,13682
20160810 15:13:29.015027,0,13683,13683,13683
20160810 15:13:29.022840,0,13684,13684,13684
20160810 15:13:29.030652,0,13685,13685,13685
20160810 15:13:29.038464,0,13686,13686,13686
20160810 15:13:29.046277,0,13687,13687,13687
20160810 15:13:29.054090,0,13688,13688,13688
20160810 15:13:29.061902,0,13689,13689,13689
20160810 15:13:29.069714,0,13690,13690,13690
20160810 15:13:29.077527,0,13691,13691,13691
20160810 15:13:29.085340,0,13692,13692,13692
20160810 15:13:29.093152,0,13693,13693,13693
20160810 15:13:29.100964,0,13694,13694,13694
20160810 15:13:29.108777,0,13695,13695,13695
20160810 15:13:29.116590,0,13696,13696,13696
20160810 15:13:29.124402,0,13697,13697,13697
20160810 15:13:29.132214,0,13698,13698,13698
20160810 15:13:29.140027,0,13699,13699,13699
20160810 15:13:29.147840,0,13700,13700,13700
20160810 15:13:29.155652,0,13701,13701,13701
20160810 15:13:29.163464,0,13702,13702,13702
20160810 15:13:29.171277,0,13703,13703,13703
20160810 15:13:29.179090,0,13704,13704,13704
20160810 15:13:29.186902,0,13705,13705,13705
20160810 15:13:29.194714,0,13706,13706,13706
20160810 15:13:29.202527,0,13707,13707,13707
20160810 15:13:29.210340,0,13708,13708,13708
20160810 15:13:29.218152,0,13709,13709,13709
20160810 15:13:29.225964,0,13710,13710,13710
20160810 15:13:29.233777,0,13711,13711,13711
20160810 15:13:29.241590,0,13712,13712,13712
20160810 15:13:29.249402,0,13713,13713,13713
20160810 15:13:29.257214,0,13714,13714,13714
20160810 15:13:29.265027,0,13715,13715,13715
20160810 15:13:29.272840,0,13716,13716,13716
20160810 15:13:29.280652,0,13717,13717,13717
20160810 15:13:29.288464,0,13718,13718,13718
20160810 15:13:29.296277,0,13719,13719,13719
20160810 15:13:29.304090,0,13720,13720,13720
20160810 15:13:29.311902,0,13721,13721,13721
20160810 15:13:29.319714,0,13722,13722,13722
20160810 15:13:29.327527,0,13723,13723,13723
20160810 15:13:29.335340,0,13724,13724,13724
20160810 15:13:29.343152,0,13725,13725,13725
20160810 15:13:29.350964,0,13726,13726,13726
20160810 15:13:29.358777,0,13727,13727,13727
20160810 15:13:29.366590,0,13728,13728,13728
20160810 15:13:29.374402,0,13729,13729,13729
20160810 15:13:29.382214,0,13730,13730,13730
20160810 15:13:29.390027,0,13731,13731,13731
20160810 15:13:29.397840,0,13732,13732,13732
20160810 15:13:29.405652,0,13733,13733,13733
20160810 15:13:29.413464,0,13734,13734,13734
20160810 15:13:29.421277,0,13735,13735,13735
20160810 15:13:29.429090,0,13736,13736,13736
20160810 15:13:29.436902,0,13737,13737,13737
20160810 15:13:29.444714,0,13738,13738,13738
20160810 15:13:29.452527,0,13739,13739,13739
20160810 15:13:29.460340,0,13740,13740,13740
20160810 15:13:29.468152,0,13741,13741,13741
20160810 15:13:29.475964,0,13742,13742,13742
20160810 15:13:29.483777,0,13743,13743,13743
20160810 15:13:29.491590,0,13744,13744,13744
20160810 15:13:29.499402,0,13745,13745,13745
20160810 15:13:29.507214,0,13746,13746,13746
20160810 15:13:29.515027,0,13747,13747,13747
20160810 15:13:29.522840,0,13748,13748,13748
20160810 15:13:29.530652,0,13749,13749,13749
20160810 15:13:29.538464,0,13750,13750,13750
20160810 15:13:29.546277,0,13751,13751,13751
20160810 15:13:29.554090,0,13752,13752,13752
20160810 15:13:29.561902,0,13753,13753,13753
20160810 15:13:29.569714,0,13754,13754,13754
20160810 15:13:29.577527,0,13755,13755,13755
20160810 15:13:29.585340,0,13756,13756,13756
20160810 15:13:29.593152,0,13757,13757,13757
20160810 15:13:29.600964,0,13758,13758,13758
20160810 15:13:29.608777,0,13759,13759,13759
20160810 15:13:29.616590,0,13760,13760,13760
20160810 15:13:29.624402,0,13761,13761,13761
20160810 15:13:29.632214,0,13762,13762,13762
20160810 15:13:29.640027,0,13763,13763,13763
20160810 15:13:29.647840,0,13764,13764,13764
20160810 15:13:29.655652,0,13765,13765,13765
20160810 15:13:29.663464,0,13766,13766,13766
20160810 15:13:29.671277,0,13767,13767,13767
20160810 15:13:29.679090,0,13768,13768,13768
20160810 15:13:29.686902,0,13769,13769,13769
20160810 15:13:29.694714,0,13770,13770,13770
20160810 15:13:29.702527,0,13771,13771,13771
20160810 15:13:29.710340,0,13772,13772,13772
20160810 15:13:29.718152,0,13773,13773,13773
