time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.797910,0,0,0,0,0,0,0,0,16
20160808 15:16:41.805722,0,0,0,0,0,0,0,0,16
20160808 15:16:41.805722,0,0,0,0,0,0,0,0,16
20160808 15:16:41.805722,0,0,0,0,0,0,0,0,16
20160808 15:16:41.805722,0,0,0,0,0,0,0,0,16
20160808 15:16:41.805722,0,0,0,0,0,0,0,0,16
20160808 15:16:41.813534,0,0,0,0,0,0,0,0,16
20160808 15:16:41.813534,0,0,0,0,0,0,0,0,16
20160808 15:16:41.813534,0,0,0,0,0,0,0,0,16
20160808 15:16:41.813534,0,0,0,0,0,0,0,0,16
20160808 15:16:41.821347,0,0,0,0,0,0,0,0,16
20160808 15:16:41.821347,0,0,0,0,0,0,0,0,16
20160808 15:16:41.821347,0,0,0,0,0,0,0,0,16
20160808 15:16:41.821347,0,0,0,0,0,0,0,0,16
20160808 15:16:41.821347,0,0,0,0,0,0,0,0,16
20160808 15:16:41.829160,0,0,0,0,0,0,0,0,16
20160808 15:16:41.829160,0,0,0,0,0,0,0,0,16
20160808 15:16:41.829160,0,0,0,0,0,0,0,0,16
20160808 15:16:41.829160,0,0,0,0,0,0,0,0,16
20160808 15:16:41.836972,0,0,0,0,0,0,0,0,16
20160808 15:16:41.836972,0,0,0,0,0,0,0,0,16
20160808 15:16:41.836972,0,0,0,0,0,0,0,0,16
20160808 15:16:41.836972,0,0,0,0,0,0,0,0,16
20160808 15:16:41.836972,0,0,0,0,0,0,0,0,16
20160808 15:16:41.844784,0,0,0,0,0,0,0,0,16
20160808 15:16:41.844784,0,0,0,0,0,0,0,0,16
20160808 15:16:41.844784,0,0,0,0,0,0,0,0,16
20160808 15:16:41.844784,0,0,0,0,0,0,0,0,16
20160808 15:16:41.852597,0,0,0,0,0,0,0,0,16
20160808 15:16:41.852597,0,0,0,0,0,0,0,0,16
20160808 15:16:41.852597,0,0,0,0,0,0,0,0,16
20160808 15:16:41.852597,0,0,0,0,0,0,0,0,16
20160808 15:16:41.852597,0,0,0,0,0,0,0,0,16
20160808 15:16:41.860410,0,0,0,0,0,0,0,0,16
20160808 15:16:41.860410,0,0,0,0,0,0,0,0,16
20160808 15:16:41.860410,0,0,0,0,0,0,0,0,0
20160808 15:16:41.860410,0,0,0,0,0,0,0,0,0
20160808 15:16:41.868222,0,0,0,0,0,0,0,0,0
20160808 15:16:41.868222,0,0,0,0,0,0,0,0,0
20160808 15:16:41.868222,0,0,0,0,0,0,0,0,0
20160808 15:16:41.868222,0,0,0,0,0,0,0,0,0
20160808 15:16:41.868222,0,0,0,0,0,0,0,0,0
20160808 15:16:41.876034,0,0,0,0,0,0,0,0,0
20160808 15:16:41.876034,0,0,0,0,0,0,0,0,0
20160808 15:16:41.876034,0,0,0,0,0,0,0,0,0
20160808 15:16:41.876034,0,0,0,0,0,0,0,0,0
20160808 15:16:41.883847,0,0,0,0,0,0,0,0,0
20160808 15:16:41.883847,0,0,0,0,0,0,0,0,0
20160808 15:16:41.883847,0,0,0,0,0,0,0,0,0
20160808 15:16:41.883847,0,0,0,0,0,0,0,0,0
