time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:44:10.970939,0,224,6,224,6,230,230,4070,15
20160810 15:44:15.369376,0,224,6,224,6,230,230,3873892070,59110
20160810 15:44:15.377189,0,224,8,224,8,232,232,4072,15
20160810 15:44:15.385001,0,224,9,224,9,233,233,4073,15
20160810 15:44:15.392813,0,224,10,224,10,234,234,4074,15
20160810 15:44:15.400626,0,224,11,224,11,235,235,4075,15
20160810 15:44:15.408439,0,224,12,224,12,236,236,4076,15
20160810 15:44:15.416251,0,224,13,224,13,237,237,4077,15
20160810 15:44:15.424063,0,224,14,224,14,238,238,4078,15
20160810 15:44:15.431876,0,224,15,224,15,239,239,4079,15
20160810 15:44:15.439689,0,240,0,240,0,240,240,4080,15
20160810 15:44:15.447501,0,240,1,240,1,241,241,4081,15
20160810 15:44:15.455313,0,240,2,240,2,242,242,4082,15
20160810 15:44:15.463126,0,240,3,240,3,243,243,4083,15
20160810 15:44:15.470939,0,240,4,240,4,244,244,4084,15
20160810 15:44:15.478751,0,240,5,240,5,245,245,4085,15
20160810 15:44:15.486563,0,240,6,240,6,246,246,4086,15
20160810 15:44:15.494376,0,240,7,240,7,247,247,4087,15
20160810 15:44:15.502189,0,240,8,240,8,248,248,4088,15
20160810 15:44:15.510001,0,240,9,240,9,249,249,4089,15
20160810 15:44:15.517813,0,240,10,240,10,250,250,4090,15
20160810 15:44:15.525626,0,240,11,240,11,251,251,4091,15
20160810 15:44:15.533439,0,240,12,240,12,252,252,4092,15
20160810 15:44:15.541251,0,240,13,240,13,253,253,4093,15
20160810 15:44:15.549063,0,240,14,240,14,254,254,4094,15
20160810 15:44:15.556876,0,240,15,240,15,255,255,4095,15
20160810 15:44:15.564689,0,0,0,0,0,0,0,4096,16
20160810 15:44:15.572501,0,0,1,0,1,1,1,4097,16
20160810 15:44:15.580313,0,0,2,0,2,2,2,4098,16
20160810 15:44:15.588126,0,0,3,0,3,3,3,4099,16
20160810 15:44:15.595939,0,0,4,0,4,4,4,4100,16
20160810 15:44:15.603751,0,0,5,0,5,5,5,4101,16
20160810 15:44:15.611563,0,0,6,0,6,6,6,4102,16
20160810 15:44:15.619376,0,0,7,0,7,7,7,4103,16
20160810 15:44:15.627189,0,0,8,0,8,8,8,4104,16
20160810 15:44:15.635001,0,0,9,0,9,9,9,4105,16
