time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:32:47.688361,0,192,12,192,12,204,204,47564,185
20160810 15:32:47.696174,0,192,13,192,13,205,205,47565,185
20160810 15:32:47.703986,0,192,14,192,14,206,206,47566,185
20160810 15:32:47.711798,0,192,15,192,15,207,207,47567,185
20160810 15:32:47.719611,0,208,0,208,0,208,208,47568,185
20160810 15:32:47.727424,0,208,1,208,1,209,209,47569,185
20160810 15:32:47.735236,0,208,2,208,2,210,210,47570,185
20160810 15:32:47.743048,0,208,3,208,3,211,211,47571,185
20160810 15:32:47.750861,0,208,4,208,4,212,212,47572,185
20160810 15:32:47.758674,0,208,5,208,5,213,213,47573,185
20160810 15:32:47.766486,0,208,6,208,6,214,214,47574,185
20160810 15:32:47.774298,0,208,7,208,7,215,215,47575,185
20160810 15:32:47.782111,0,208,8,208,8,216,216,47576,185
20160810 15:32:47.789924,0,208,9,208,9,217,217,47577,185
20160810 15:32:47.797736,0,208,10,208,10,218,218,47578,185
20160810 15:32:47.805548,0,208,11,208,11,219,219,47579,185
20160810 15:32:47.813361,0,208,12,208,12,220,220,47580,185
20160810 15:32:47.821174,0,208,13,208,13,221,221,47581,185
20160810 15:32:47.828986,0,208,14,208,14,222,222,47582,185
20160810 15:32:47.836798,0,208,15,208,15,223,223,47583,185
20160810 15:32:47.844611,0,224,0,224,0,224,224,47584,185
20160810 15:32:47.852424,0,224,1,224,1,225,225,47585,185
20160810 15:32:47.860236,0,224,2,224,2,226,226,47586,185
20160810 15:32:47.868048,0,224,3,224,3,227,227,47587,185
20160810 15:32:47.875861,0,224,4,224,4,228,228,47588,185
20160810 15:32:47.883674,0,224,5,224,5,229,229,47589,185
20160810 15:32:47.891486,0,224,6,224,6,230,230,47590,185
20160810 15:32:47.899298,0,224,7,224,7,231,231,47591,185
20160810 15:32:47.907111,0,224,8,224,8,232,232,47592,185
20160810 15:32:47.914924,0,224,9,224,9,233,233,47593,185
20160810 15:32:47.922736,0,224,10,224,10,234,234,47594,185
20160810 15:32:47.930548,0,224,11,224,11,235,235,47595,185
20160810 15:32:47.938361,0,224,12,224,12,236,236,47596,185
20160810 15:32:47.946174,0,224,13,224,13,237,237,47597,185
20160810 15:32:47.953986,0,224,14,224,14,238,238,47598,185
