time,status,x,y,z
20160811T17:21:32.223121,1,1747370,1747370,1747370
20160811T17:21:32.230934,1,1747371,1747371,1747371
20160811T17:21:32.238747,1,1747372,1747372,1747372
20160811T17:21:32.246559,1,1747373,1747373,1747373
20160811T17:21:32.254371,1,1747374,1747374,1747374
20160811T17:21:32.262184,1,1747375,1747375,1747375
20160811T17:21:32.269997,1,1747376,1747376,1747376
20160811T17:21:32.277809,1,1747377,1747377,1747377
20160811T17:21:32.285621,1,1747378,1747378,1747378
20160811T17:21:32.293434,1,1747379,1747379,1747379
20160811T17:21:32.301247,1,1747380,1747380,1747380
20160811T17:21:32.309059,1,1747381,1747381,1747381
20160811T17:21:32.316871,1,1747382,1747382,1747382
20160811T17:21:32.324684,1,1747383,1747383,1747383
20160811T17:21:32.332497,1,1747384,1747384,1747384
20160811T17:21:32.340309,1,1747385,1747385,1747385
20160811T17:21:32.348121,1,1747386,1747386,1747386
20160811T17:21:32.355934,1,1747387,1747387,1747387
20160811T17:21:32.363747,1,1747388,1747388,1747388
20160811T17:21:32.371559,1,1747389,1747389,1747389
20160811T17:21:32.379371,1,1747390,1747390,1747390
20160811T17:21:32.387184,1,1747391,1747391,1747391
20160811T17:21:32.394997,1,1747392,1747392,1747392
20160811T17:21:32.402809,1,1747393,1747393,1747393
20160811T17:21:32.410621,1,1747394,1747394,1747394
20160811T17:21:32.418434,1,1747395,1747395,1747395
20160811T17:21:32.426247,1,1747396,1747396,1747396
20160811T17:21:32.434059,1,1747397,1747397,1747397
20160811T17:21:32.441871,1,1747398,1747398,1747398
20160811T17:21:32.449684,1,1747399,1747399,1747399
20160811T17:21:32.457497,1,1747400,1747400,1747400
20160811T17:21:32.465309,1,1747401,1747401,1747401
20160811T17:21:32.473121,1,1747402,1747402,1747402
20160811T17:21:32.480934,1,1747403,1747403,1747403
20160811T17:21:32.488747,1,1747404,1747404,1747404
20160811T17:21:32.496559,1,1747405,1747405,1747405
