time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160827 16:10:46.879829,0,0,0,0,14,138,1,364,54017
20160827 16:10:46.879829,0,96,12,208,3,1,108,3539992576,14
20160827 16:10:46.879829,0,128,11,0,1,0,0,23909377,27860
20160827 16:10:46.879829,0,0,1,96,12,212,0,14,35841
20160827 16:10:46.879829,0,0,0,0,0,1,108,3573640405,364
20160827 16:10:46.879829,0,208,5,0,0,0,0,953601,0
20160827 16:10:46.879829,0,0,1,96,12,214,1,1825964396,54784
20160827 16:10:46.879829,0,0,0,0,0,0,14,2382430209,0
20160827 16:10:46.879829,0,0,1,96,12,208,1,1825571180,53248
20160827 16:10:46.879829,0,0,0,0,0,0,14,2281766912,364
20160827 16:10:46.879829,0,208,1,0,1,108,209,23908608,0
20160827 16:10:46.879829,0,0,0,0,14,137,1,364,53761
20160827 16:10:46.879829,0,96,12,208,2,1,108,3523215360,14
20160827 16:10:46.879829,0,128,10,0,1,0,0,23909121,27859
20160827 16:10:46.879829,0,0,1,96,12,211,0,14,35585
20160827 16:10:46.879829,0,0,0,0,0,1,108,3556863188,364
20160827 16:10:46.879829,0,208,4,0,0,0,0,953345,0
20160827 16:10:46.879829,0,0,1,96,12,213,1,1825898860,54528
20160827 16:10:46.879829,0,0,0,0,0,0,14,2365652992,364
20160827 16:10:46.879829,0,208,6,0,1,108,214,23909888,0
20160827 16:10:46.879829,0,0,0,0,14,142,1,364,55041
20160827 16:10:46.879829,0,96,12,208,7,1,108,3607101440,14
20160827 16:10:46.879829,0,128,15,0,1,0,0,23910401,27864
20160827 16:10:46.879829,0,0,1,96,12,216,0,14,36865
20160827 16:10:46.879829,0,0,0,0,0,1,108,3640749273,364
20160827 16:10:46.879829,0,208,9,0,0,0,0,954625,0
20160827 16:10:46.879829,0,0,1,96,12,218,1,1826226540,55808
20160827 16:10:46.879829,0,0,0,0,0,0,14,2449539072,364
20160827 16:10:46.879829,0,208,11,0,1,108,219,23911168,0
20160827 16:10:46.879829,0,0,0,0,14,147,1,364,56321
20160827 16:10:46.879829,0,96,12,208,12,1,108,3690987520,14
20160827 16:10:46.879829,0,144,4,0,1,0,0,23911681,27869
20160827 16:10:46.879829,0,0,1,96,12,221,0,14,38145
20160827 16:10:46.879829,0,0,0,0,0,1,108,3724635358,364
20160827 16:10:46.879829,0,208,14,0,0,0,0,955905,0
20160827 16:10:46.879829,0,0,1,96,12,223,1,1826554220,57088
20160827 16:10:46.879829,0,0,0,0,0,0,14,2533425152,364
20160827 16:10:46.879829,0,224,0,0,1,108,224,23912448,0
20160827 16:10:46.879829,0,0,0,0,14,152,1,364,57601
20160827 16:10:46.879829,0,96,12,224,1,1,108,3774873600,14
20160827 16:10:46.879829,0,144,9,0,1,0,0,23912961,27874
20160827 16:10:46.879829,0,0,1,96,12,226,0,14,39425
20160827 16:10:46.879829,0,0,0,0,0,1,108,3808521443,364
20160827 16:10:46.879829,0,224,3,0,0,0,0,957185,0
20160827 16:10:46.879829,0,0,1,96,12,228,1,1826881900,58368
20160827 16:10:46.879829,0,0,0,0,0,0,14,2617311232,364
20160827 16:10:46.879829,0,224,5,0,1,108,229,23913728,0
20160827 16:10:46.879829,0,0,0,0,14,157,1,364,58881
20160827 16:10:46.879829,0,96,12,224,6,1,108,3858759680,14
20160827 16:10:46.879829,0,144,14,0,1,0,0,23914241,27879
20160827 16:10:46.879829,0,0,1,96,12,231,0,14,40705
20160827 16:10:46.879829,0,0,0,0,0,1,108,3892407528,364
20160827 16:10:46.879829,0,224,8,0,0,0,0,958465,0
20160827 16:10:46.879829,0,0,1,96,12,233,1,1827209580,59648
20160827 16:10:46.879829,0,0,0,0,0,0,14,2701197312,364
20160827 16:10:46.879829,0,224,10,0,1,108,234,23915008,0
20160827 16:10:46.879829,0,0,0,0,14,162,1,364,60161
20160827 16:10:46.879829,0,96,12,224,11,1,108,3942645760,14
20160827 16:10:46.879829,0,160,3,0,1,0,0,23915521,27884
20160827 16:10:46.879829,0,0,1,96,12,236,0,14,41985
20160827 16:10:46.879829,0,0,0,0,0,1,108,3976293613,364
20160827 16:10:46.879829,0,224,13,0,0,0,0,959745,0
20160827 16:10:46.879829,0,0,1,96,12,238,1,1827537260,60928
20160827 16:10:46.879829,0,0,0,0,0,0,14,2785083392,364
20160827 16:10:46.879829,0,224,15,0,1,108,239,23916288,0
20160827 16:10:46.879829,0,0,0,0,14,167,1,364,61441
20160827 16:10:46.879829,0,96,12,240,0,1,108,4026531840,14
