time,status,x,y,z
20160811T17:38:11.751780,1,1772536,1772536,1772536
20160811T17:38:11.759593,1,1772537,1772537,1772537
20160811T17:38:11.767405,1,1772538,1772538,1772538
20160811T17:38:11.775217,1,1772539,1772539,1772539
20160811T17:38:11.783030,1,1772540,1772540,1772540
20160811T17:38:11.790843,1,1772541,1772541,1772541
20160811T17:38:11.798655,1,1772542,1772542,1772542
20160811T17:38:11.806467,1,1772543,1772543,1772543
20160811T17:38:11.814280,1,1772544,1772544,1772544
20160811T17:38:11.822093,1,1772545,1772545,1772545
20160811T17:38:11.829905,1,1772546,1772546,1772546
20160811T17:38:11.837717,1,1772547,1772547,1772547
20160811T17:38:11.845530,1,1772548,1772548,1772548
20160811T17:38:11.853343,1,1772549,1772549,1772549
20160811T17:38:11.861155,1,1772550,1772550,1772550
20160811T17:38:11.868967,1,1772551,1772551,1772551
20160811T17:38:11.876780,1,1772552,1772552,1772552
20160811T17:38:11.884593,1,1772553,1772553,1772553
20160811T17:38:11.892405,1,1772554,1772554,1772554
20160811T17:38:11.900217,1,1772555,1772555,1772555
20160811T17:38:11.908030,1,1772556,1772556,1772556
20160811T17:38:11.915843,1,1772557,1772557,1772557
20160811T17:38:11.923655,1,1772558,1772558,1772558
20160811T17:38:11.931467,1,1772559,1772559,1772559
20160811T17:38:11.939280,1,1772560,1772560,1772560
20160811T17:38:11.947093,1,1772561,1772561,1772561
20160811T17:38:11.954905,1,1772562,1772562,1772562
20160811T17:38:11.962717,1,1772563,1772563,1772563
20160811T17:38:11.970530,1,1772564,1772564,1772564
20160811T17:38:11.978343,1,1772565,1772565,1772565
20160811T17:38:11.986155,1,1772566,1772566,1772566
20160811T17:38:11.993967,1,1772567,1772567,1772567
20160811T17:38:12.001780,1,1772568,1772568,1772568
20160811T17:38:12.009593,1,1772569,1772569,1772569
20160811T17:38:12.017405,1,1772570,1772570,1772570
20160811T17:38:12.025217,1,1772571,1772571,1772571
20160811T17:38:12.033030,1,1772572,1772572,1772572
20160811T17:38:12.040843,1,1772573,1772573,1772573
20160811T17:38:12.048655,1,1772574,1772574,1772574
20160811T17:38:12.056467,1,1772575,1772575,1772575
20160811T17:38:12.064280,1,1772576,1772576,1772576
20160811T17:38:12.072093,1,1772577,1772577,1772577
20160811T17:38:12.079905,1,1772578,1772578,1772578
20160811T17:38:12.087717,1,1772579,1772579,1772579
20160811T17:38:12.095530,1,1772580,1772580,1772580
20160811T17:38:12.103343,1,1772581,1772581,1772581
20160811T17:38:12.111155,1,1772582,1772582,1772582
20160811T17:38:12.118967,1,1772583,1772583,1772583
20160811T17:38:12.126780,1,1772584,1772584,1772584
20160811T17:38:12.134593,1,1772585,1772585,1772585
20160811T17:38:12.142405,1,1772586,1772586,1772586
20160811T17:38:12.150217,1,1772587,1772587,1772587
20160811T17:38:12.158030,1,1772588,1772588,1772588
20160811T17:38:12.165843,1,1772589,1772589,1772589
20160811T17:38:12.173655,1,1772590,1772590,1772590
20160811T17:38:12.181467,1,1772591,1772591,1772591
20160811T17:38:12.189280,1,1772592,1772592,1772592
20160811T17:38:12.197093,1,1772593,1772593,1772593
20160811T17:38:12.204905,1,1772594,1772594,1772594
20160811T17:38:12.212717,1,1772595,1772595,1772595
20160811T17:38:12.220530,1,1772596,1772596,1772596
20160811T17:38:12.228343,1,1772597,1772597,1772597
20160811T17:38:12.236155,1,1772598,1772598,1772598
20160811T17:38:12.243967,1,1772599,1772599,1772599
20160811T17:38:12.251780,1,1772600,1772600,1772600
20160811T17:38:12.259593,1,1772601,1772601,1772601
20160811T17:38:12.267405,1,1772602,1772602,1772602
20160811T17:38:12.275217,1,1772603,1772603,1772603
20160811T17:38:12.283030,1,1772604,1772604,1772604
20160811T17:38:12.290843,1,1772605,1772605,1772605
20160811T17:38:12.298655,1,1772606,1772606,1772606
20160811T17:38:12.306467,1,1772607,1772607,1772607
20160811T17:38:12.314280,1,1772608,1772608,1772608
20160811T17:38:12.322093,1,1772609,1772609,1772609
20160811T17:38:12.329905,1,1772610,1772610,1772610
20160811T17:38:12.337717,1,1772611,1772611,1772611
20160811T17:38:12.345530,1,1772612,1772612,1772612
20160811T17:38:12.353343,1,1772613,1772613,1772613
20160811T17:38:12.361155,1,1772614,1772614,1772614
20160811T17:38:12.368967,1,1772615,1772615,1772615
20160811T17:38:12.376780,1,1772616,1772616,1772616
20160811T17:38:12.384593,1,1772617,1772617,1772617
20160811T17:38:12.392405,1,1772618,1772618,1772618
20160811T17:38:12.400217,1,1772619,1772619,1772619
20160811T17:38:12.408030,1,1772620,1772620,1772620
20160811T17:38:12.415843,1,1772621,1772621,1772621
20160811T17:38:12.423655,1,1772622,1772622,1772622
20160811T17:38:12.431467,1,1772623,1772623,1772623
20160811T17:38:12.439280,1,1772624,1772624,1772624
20160811T17:38:12.447093,1,1772625,1772625,1772625
20160811T17:38:12.454905,1,1772626,1772626,1772626
20160811T17:38:12.462717,1,1772627,1772627,1772627
20160811T17:38:12.470530,1,1772628,1772628,1772628
20160811T17:38:12.478343,1,1772629,1772629,1772629
20160811T17:38:12.486155,1,1772630,1772630,1772630
20160811T17:38:12.493967,1,1772631,1772631,1772631
20160811T17:38:12.501780,1,1772632,1772632,1772632
20160811T17:38:12.509593,1,1772633,1772633,1772633
20160811T17:38:12.517405,1,1772634,1772634,1772634
20160811T17:38:12.525217,1,1772635,1772635,1772635
20160811T17:38:12.533030,1,1772636,1772636,1772636
20160811T17:38:12.540843,1,1772637,1772637,1772637
20160811T17:38:12.548655,1,1772638,1772638,1772638
20160811T17:38:12.556467,1,1772639,1772639,1772639
20160811T17:38:12.564280,1,1772640,1772640,1772640
20160811T17:38:12.572093,1,1772641,1772641,1772641
20160811T17:38:12.579905,1,1772642,1772642,1772642
20160811T17:38:12.587717,1,1772643,1772643,1772643
20160811T17:38:12.595530,1,1772644,1772644,1772644
20160811T17:38:12.603343,1,1772645,1772645,1772645
20160811T17:38:12.611155,1,1772646,1772646,1772646
20160811T17:38:12.618967,1,1772647,1772647,1772647
20160811T17:38:12.626780,1,1772648,1772648,1772648
20160811T17:38:12.634593,1,1772649,1772649,1772649
20160811T17:38:12.642405,1,1772650,1772650,1772650
20160811T17:38:12.650217,1,1772651,1772651,1772651
20160811T17:38:12.658030,1,1772652,1772652,1772652
20160811T17:38:12.665843,1,1772653,1772653,1772653
20160811T17:38:12.673655,1,1772654,1772654,1772654
20160811T17:38:12.681467,1,1772655,1772655,1772655
20160811T17:38:12.689280,1,1772656,1772656,1772656
20160811T17:38:12.697093,1,1772657,1772657,1772657
20160811T17:38:12.704905,1,1772658,1772658,1772658
20160811T17:38:12.712717,1,1772659,1772659,1772659
20160811T17:38:12.720530,1,1772660,1772660,1772660
20160811T17:38:12.728343,1,1772661,1772661,1772661
20160811T17:38:12.736155,1,1772662,1772662,1772662
20160811T17:38:12.743967,1,1772663,1772663,1772663
20160811T17:38:12.751780,1,1772664,1772664,1772664
20160811T17:38:12.759593,1,1772665,1772665,1772665
20160811T17:38:12.767405,1,1772666,1772666,1772666
20160811T17:38:12.775217,1,1772667,1772667,1772667
20160811T17:38:12.783030,1,1772668,1772668,1772668
20160811T17:38:12.790843,1,1772669,1772669,1772669
20160811T17:38:12.798655,1,1772670,1772670,1772670
