time,status,x,y,z
20160810 14:54:13.255388,0,2,2,2
20160810 14:54:13.263200,0,3,3,3
20160810 14:54:13.271013,0,4,4,4
20160810 14:54:13.278826,0,5,5,5
20160810 14:54:13.286638,0,6,6,6
20160810 14:54:13.294450,0,7,7,7
20160810 14:54:13.302263,0,8,8,8
20160810 14:54:13.310076,0,9,9,9
20160810 14:54:13.317888,0,10,10,10
20160810 14:54:13.325700,0,11,11,11
20160810 14:54:13.333513,0,12,12,12
20160810 14:54:13.341326,0,13,13,13
20160810 14:54:13.349138,0,14,14,14
20160810 14:54:13.356950,0,15,15,15
20160810 14:54:13.364763,0,16,16,16
20160810 14:54:13.372576,0,17,17,17
20160810 14:54:13.380388,0,18,18,18
20160810 14:54:13.388200,0,19,19,19
20160810 14:54:13.396013,0,20,20,20
20160810 14:54:13.403826,0,21,21,21
20160810 14:54:13.411638,0,22,22,22
20160810 14:54:13.419450,0,23,23,23
20160810 14:54:13.427263,0,24,24,24
20160810 14:54:13.435076,0,25,25,25
20160810 14:54:13.442888,0,26,26,26
20160810 14:54:13.450700,0,27,27,27
20160810 14:54:13.458513,0,28,28,28
20160810 14:54:13.466326,0,29,29,29
20160810 14:54:13.474138,0,30,30,30
20160810 14:54:13.481950,0,31,31,31
20160810 14:54:13.489763,0,32,32,32
20160810 14:54:13.497576,0,33,33,33
20160810 14:54:13.505388,0,34,34,34
20160810 14:54:13.513200,0,35,35,35
20160810 14:54:13.521013,0,36,36,36
20160810 14:54:13.528826,0,37,37,37
20160810 14:54:13.536638,0,38,38,38
20160810 14:54:13.544450,0,39,39,39
20160810 14:54:13.552263,0,40,40,40
20160810 14:54:13.560076,0,41,41,41
20160810 14:54:13.567888,0,42,42,42
20160810 14:54:13.575700,0,43,43,43
20160810 14:54:13.583513,0,44,44,44
20160810 14:54:13.591326,0,45,45,45
20160810 14:54:13.599138,0,46,46,46
20160810 14:54:13.606950,0,47,47,47
20160810 14:54:13.614763,0,48,48,48
20160810 14:54:13.622576,0,49,49,49
20160810 14:54:13.630388,0,50,50,50
20160810 14:54:13.638200,0,51,51,51
20160810 14:54:13.646013,0,52,52,52
20160810 14:54:13.653826,0,53,53,53
20160810 14:54:13.661638,0,54,54,54
20160810 14:54:13.669450,0,55,55,55
20160810 14:54:13.677263,0,56,56,56
20160810 14:54:13.685076,0,57,57,57
20160810 14:54:13.692888,0,58,58,58
20160810 14:54:13.700700,0,59,59,59
20160810 14:54:13.708513,0,60,60,60
20160810 14:54:13.716326,0,61,61,61
20160810 14:54:13.724138,0,62,62,62
20160810 14:54:13.731950,0,63,63,63
20160810 14:54:13.739763,0,64,64,64
20160810 14:54:13.747576,0,65,65,65
20160810 14:54:13.755388,0,66,66,66
20160810 14:54:13.763200,0,67,67,67
20160810 14:54:13.771013,0,68,68,68
20160810 14:54:13.778826,0,69,69,69
20160810 14:54:13.786638,0,70,70,70
20160810 14:54:13.794450,0,71,71,71
20160810 14:54:13.802263,0,72,72,72
20160810 14:54:13.810076,0,73,73,73
20160810 14:54:13.817888,0,74,74,74
20160810 14:54:13.825700,0,75,75,75
20160810 14:54:13.833513,0,76,76,76
20160810 14:54:13.841326,0,77,77,77
20160810 14:54:13.849138,0,78,78,78
20160810 14:54:13.856950,0,79,79,79
20160810 14:54:13.864763,0,80,80,80
20160810 14:54:13.872576,0,81,81,81
20160810 14:54:13.880388,0,82,82,82
20160810 14:54:13.888200,0,83,83,83
20160810 14:54:13.896013,0,84,84,84
20160810 14:54:13.903826,0,85,85,85
20160810 14:54:13.911638,0,86,86,86
20160810 14:54:13.919450,0,87,87,87
20160810 14:54:13.927263,0,88,88,88
20160810 14:54:13.935076,0,89,89,89
20160810 14:54:13.942888,0,90,90,90
20160810 14:54:13.950700,0,91,91,91
20160810 14:54:13.958513,0,92,92,92
20160810 14:54:13.966326,0,93,93,93
20160810 14:54:13.974138,0,94,94,94
20160810 14:54:13.981950,0,95,95,95
20160810 14:54:13.989763,0,96,96,96
20160810 14:54:13.997576,0,97,97,97
20160810 14:54:14.005388,0,98,98,98
20160810 14:54:14.013200,0,99,99,99
20160810 14:54:14.021013,0,100,100,100
20160810 14:54:14.028826,0,101,101,101
20160810 14:54:14.036638,0,102,102,102
20160810 14:54:14.044450,0,103,103,103
20160810 14:54:14.052263,0,104,104,104
20160810 14:54:14.060076,0,105,105,105
20160810 14:54:14.067888,0,106,106,106
20160810 14:54:14.075700,0,107,107,107
20160810 14:54:14.083513,0,108,108,108
20160810 14:54:14.091326,0,109,109,109
20160810 14:54:14.099138,0,110,110,110
20160810 14:54:14.106950,0,111,111,111
20160810 14:54:14.114763,0,112,112,112
20160810 14:54:14.122576,0,113,113,113
20160810 14:54:14.130388,0,114,114,114
20160810 14:54:14.138200,0,115,115,115
20160810 14:54:14.146013,0,116,116,116
20160810 14:54:14.153826,0,117,117,117
20160810 14:54:14.161638,0,118,118,118
20160810 14:54:14.169450,0,119,119,119
20160810 14:54:14.177263,0,120,120,120
20160810 14:54:14.185076,0,121,121,121
20160810 14:54:14.192888,0,122,122,122
20160810 14:54:14.200700,0,123,123,123
20160810 14:54:14.208513,0,124,124,124
20160810 14:54:14.216326,0,125,125,125
20160810 14:54:14.224138,0,126,126,126
20160810 14:54:14.231950,0,127,127,127
20160810 14:54:14.239763,0,128,128,128
20160810 14:54:14.247576,0,129,129,129
20160810 14:54:14.255388,0,130,130,130
20160810 14:54:14.263200,0,131,131,131
20160810 14:54:14.271013,0,132,132,132
20160810 14:54:14.278826,0,133,133,133
20160810 14:54:14.286638,0,134,134,134
20160810 14:54:14.294450,0,135,135,135
20160810 14:54:14.302263,0,136,136,136
20160810 14:54:14.310076,0,137,137,137
20160810 14:54:14.317888,0,138,138,138
20160810 14:54:14.325700,0,139,139,139
20160810 14:54:14.333513,0,140,140,140
20160810 14:54:14.341326,0,141,141,141
20160810 14:54:14.349138,0,142,142,142
20160810 14:54:14.356950,0,143,143,143
20160810 14:54:14.364763,0,144,144,144
20160810 14:54:14.372576,0,145,145,145
20160810 14:54:14.380388,0,146,146,146
20160810 14:54:14.388200,0,147,147,147
20160810 14:54:14.396013,0,148,148,148
20160810 14:54:14.403826,0,149,149,149
20160810 14:54:14.411638,0,150,150,150
20160810 14:54:14.419450,0,151,151,151
20160810 14:54:14.427263,0,152,152,152
20160810 14:54:14.435076,0,153,153,153
20160810 14:54:14.442888,0,154,154,154
20160810 14:54:14.450700,0,155,155,155
20160810 14:54:14.458513,0,156,156,156
20160810 14:54:14.466326,0,157,157,157
20160810 14:54:14.474138,0,158,158,158
20160810 14:54:14.481950,0,159,159,159
20160810 14:54:14.489763,0,160,160,160
20160810 14:54:14.497576,0,161,161,161
20160810 14:54:14.505388,0,162,162,162
20160810 14:54:14.513200,0,163,163,163
20160810 14:54:14.521013,0,164,164,164
20160810 14:54:14.528826,0,165,165,165
20160810 14:54:14.536638,0,166,166,166
20160810 14:54:14.544450,0,167,167,167
20160810 14:54:14.552263,0,168,168,168
20160810 14:54:14.560076,0,169,169,169
20160810 14:54:14.567888,0,170,170,170
20160810 14:54:14.575700,0,171,171,171
20160810 14:54:14.583513,0,172,172,172
20160810 14:54:14.591326,0,173,173,173
20160810 14:54:14.599138,0,174,174,174
20160810 14:54:14.606950,0,175,175,175
20160810 14:54:14.614763,0,176,176,176
20160810 14:54:14.622576,0,177,177,177
20160810 14:54:14.630388,0,178,178,178
20160810 14:54:14.638200,0,179,179,179
20160810 14:54:14.646013,0,180,180,180
20160810 14:54:14.653826,0,181,181,181
20160810 14:54:14.661638,0,182,182,182
20160810 14:54:14.669450,0,183,183,183
20160810 14:54:14.677263,0,184,184,184
20160810 14:54:14.685076,0,185,185,185
20160810 14:54:14.692888,0,186,186,186
20160810 14:54:14.700700,0,187,187,187
20160810 14:54:14.708513,0,188,188,188
20160810 14:54:14.716326,0,189,189,189
20160810 14:54:14.724138,0,190,190,190
20160810 14:54:14.731950,0,191,191,191
20160810 14:54:14.739763,0,192,192,192
20160810 14:54:14.747576,0,193,193,193
20160810 14:54:14.755388,0,194,194,194
20160810 14:54:14.763200,0,195,195,195
20160810 14:54:14.771013,0,196,196,196
20160810 14:54:14.778826,0,197,197,197
20160810 14:54:14.786638,0,198,198,198
20160810 14:54:14.794450,0,199,199,199
20160810 14:54:14.802263,0,200,200,200
20160810 14:54:14.810076,0,201,201,201
20160810 14:54:14.817888,0,202,202,202
20160810 14:54:14.825700,0,203,203,203
20160810 14:54:14.833513,0,204,204,204
20160810 14:54:14.841326,0,205,205,205
20160810 14:54:14.849138,0,206,206,206
20160810 14:54:14.856950,0,207,207,207
20160810 14:54:14.864763,0,208,208,208
20160810 14:54:14.872576,0,209,209,209
20160810 14:54:14.880388,0,210,210,210
20160810 14:54:14.888200,0,211,211,211
20160810 14:54:14.896013,0,212,212,212
20160810 14:54:14.903826,0,213,213,213
20160810 14:54:14.911638,0,214,214,214
20160810 14:54:14.919450,0,215,215,215
20160810 14:54:14.927263,0,216,216,216
20160810 14:54:14.935076,0,217,217,217
20160810 14:54:14.942888,0,218,218,218
20160810 14:54:14.950700,0,219,219,219
20160810 14:54:14.958513,0,220,220,220
20160810 14:54:14.966326,0,221,221,221
20160810 14:54:14.974138,0,222,222,222
20160810 14:54:14.981950,0,223,223,223
20160810 14:54:14.989763,0,224,224,224
20160810 14:54:14.997576,0,225,225,225
20160810 14:54:15.005388,0,226,226,226
20160810 14:54:15.013200,0,227,227,227
20160810 14:54:15.021013,0,228,228,228
20160810 14:54:15.028826,0,229,229,229
20160810 14:54:15.036638,0,230,230,230
20160810 14:54:15.044450,0,231,231,231
20160810 14:54:15.052263,0,232,232,232
20160810 14:54:15.060076,0,233,233,233
20160810 14:54:15.067888,0,234,234,234
20160810 14:54:15.075700,0,235,235,235
20160810 14:54:15.083513,0,236,236,236
20160810 14:54:15.091326,0,237,237,237
20160810 14:54:15.099138,0,238,238,238
20160810 14:54:15.106950,0,239,239,239
20160810 14:54:15.114763,0,240,240,240
20160810 14:54:15.122576,0,241,241,241
20160810 14:54:15.130388,0,242,242,242
20160810 14:54:15.138200,0,243,243,243
20160810 14:54:15.146013,0,244,244,244
20160810 14:54:15.153826,0,245,245,245
20160810 14:54:15.161638,0,246,246,246
20160810 14:54:15.169450,0,247,247,247
20160810 14:54:15.177263,0,248,248,248
20160810 14:54:15.185076,0,249,249,249
20160810 14:54:15.192888,0,250,250,250
20160810 14:54:15.200700,0,251,251,251
20160810 14:54:15.208513,0,252,252,252
20160810 14:54:15.216326,0,253,253,253
20160810 14:54:15.224138,0,254,254,254
20160810 14:54:15.231950,0,255,255,255
20160810 14:54:15.239763,0,256,256,256
20160810 14:54:15.247576,0,257,257,257
20160810 14:54:15.255388,0,258,258,258
20160810 14:54:15.263200,0,259,259,259
20160810 14:54:15.271013,0,260,260,260
20160810 14:54:15.278826,0,261,261,261
20160810 14:54:15.286638,0,262,262,262
20160810 14:54:15.294450,0,263,263,263
20160810 14:54:15.302263,0,264,264,264
20160810 14:54:15.310076,0,265,265,265
20160810 14:54:15.317888,0,266,266,266
20160810 14:54:15.325700,0,267,267,267
