time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:43:01.178298,0,0,0,0,0,0,0,0,0
20160808 15:43:01.186110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.186110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.186110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.186110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.193922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.193922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.193922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.193922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.193922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.201735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.201735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.201735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.201735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.209548,0,0,0,0,0,0,0,0,0
20160808 15:43:01.209548,0,0,0,0,0,0,0,0,0
20160808 15:43:01.209548,0,0,0,0,0,0,0,0,0
20160808 15:43:01.209548,0,0,0,0,0,0,0,0,0
20160808 15:43:01.209548,0,0,0,0,0,0,0,0,0
20160808 15:43:01.217360,0,0,0,0,0,0,0,0,0
20160808 15:43:01.217360,0,0,0,0,0,0,0,0,0
20160808 15:43:01.217360,0,0,0,0,0,0,0,0,0
20160808 15:43:01.217360,0,0,0,0,0,0,0,0,0
20160808 15:43:01.225172,0,0,0,0,0,0,0,0,0
20160808 15:43:01.225172,0,0,0,0,0,0,0,0,0
20160808 15:43:01.225172,0,0,0,0,0,0,0,0,0
20160808 15:43:01.225172,0,0,0,0,0,0,0,0,0
20160808 15:43:01.225172,0,0,0,0,0,0,0,0,0
20160808 15:43:01.232985,0,0,0,0,0,0,0,0,0
20160808 15:43:01.232985,0,0,0,0,0,0,0,0,0
20160808 15:43:01.232985,0,0,0,0,0,0,0,0,0
20160808 15:43:01.232985,0,0,0,0,0,0,0,0,0
20160808 15:43:01.240798,0,0,0,0,0,0,0,0,0
20160808 15:43:01.240798,0,0,0,0,0,0,0,0,0
20160808 15:43:01.240798,0,0,0,0,0,0,0,0,0
20160808 15:43:01.240798,0,0,0,0,0,0,0,0,0
20160808 15:43:01.240798,0,0,0,0,0,0,0,0,0
20160808 15:43:01.248610,0,0,0,0,0,0,0,0,0
20160808 15:43:01.248610,0,0,0,0,0,0,0,0,0
20160808 15:43:01.248610,0,0,0,0,0,0,0,0,0
20160808 15:43:01.248610,0,0,0,0,0,0,0,0,0
20160808 15:43:01.256422,0,0,0,0,0,0,0,0,0
20160808 15:43:01.256422,0,0,0,0,0,0,0,0,0
20160808 15:43:01.256422,0,0,0,0,0,0,0,0,0
20160808 15:43:01.256422,0,0,0,0,0,0,0,0,0
20160808 15:43:01.256422,0,0,0,0,0,0,0,0,0
20160808 15:43:01.264235,0,0,0,0,0,0,0,0,0
20160808 15:43:01.264235,0,0,0,0,0,0,0,0,0
20160808 15:43:01.264235,0,0,0,0,0,0,0,0,0
20160808 15:43:01.264235,0,0,0,0,0,0,0,0,0
20160808 15:43:01.272048,0,0,0,0,0,0,0,0,0
20160808 15:43:01.272048,0,0,0,0,0,0,0,0,0
20160808 15:43:01.272048,0,0,0,0,0,0,0,0,0
20160808 15:43:01.272048,0,0,0,0,0,0,0,0,0
20160808 15:43:01.272048,0,0,0,0,0,0,0,0,0
20160808 15:43:01.279860,0,0,0,0,0,0,0,0,0
20160808 15:43:01.279860,0,0,0,0,0,0,0,0,0
20160808 15:43:01.279860,0,0,0,0,0,0,0,0,0
20160808 15:43:01.279860,0,0,0,0,0,0,0,0,0
20160808 15:43:01.287672,0,0,0,0,0,0,0,0,0
20160808 15:43:01.287672,0,0,0,0,0,0,0,0,0
20160808 15:43:01.287672,0,0,0,0,0,0,0,0,0
20160808 15:43:01.287672,0,0,0,0,0,0,0,0,0
20160808 15:43:01.287672,0,0,0,0,0,0,0,0,0
20160808 15:43:01.295485,0,0,0,0,0,0,0,0,0
20160808 15:43:01.295485,0,0,0,0,0,0,0,0,0
20160808 15:43:01.295485,0,0,0,0,0,0,0,0,0
20160808 15:43:01.295485,0,0,0,0,0,0,0,0,0
20160808 15:43:01.303298,0,0,0,0,0,0,0,0,0
20160808 15:43:01.303298,0,0,0,0,0,0,0,0,0
20160808 15:43:01.303298,0,0,0,0,0,0,0,0,0
20160808 15:43:01.303298,0,0,0,0,0,0,0,0,0
20160808 15:43:01.303298,0,0,0,0,0,0,0,0,0
20160808 15:43:01.311110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.311110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.311110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.311110,0,0,0,0,0,0,0,0,0
20160808 15:43:01.318922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.318922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.318922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.318922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.318922,0,0,0,0,0,0,0,0,0
20160808 15:43:01.326735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.326735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.326735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.326735,0,0,0,0,0,0,0,0,0
20160808 15:43:01.334548,0,0,0,0,0,0,0,0,0
20160808 15:43:01.334548,0,0,0,0,0,0,0,0,0
