time,status,x,y,z
20160810 15:07:49.531783,0,4935,4935,4935
20160810 15:07:49.539595,0,4936,4936,4936
20160810 15:07:49.547407,0,4937,4937,4937
20160810 15:07:49.555220,0,4938,4938,4938
20160810 15:07:49.563033,0,4939,4939,4939
20160810 15:07:49.570845,0,4940,4940,4940
20160810 15:07:49.578657,0,4941,4941,4941
20160810 15:07:49.586470,0,4942,4942,4942
20160810 15:07:49.594283,0,4943,4943,4943
20160810 15:07:49.602095,0,4944,4944,4944
20160810 15:07:49.609907,0,4945,4945,4945
20160810 15:07:49.617720,0,4946,4946,4946
20160810 15:07:49.625533,0,4947,4947,4947
20160810 15:07:49.633345,0,4948,4948,4948
20160810 15:07:49.641157,0,4949,4949,4949
20160810 15:07:49.648970,0,4950,4950,4950
20160810 15:07:49.656783,0,4951,4951,4951
20160810 15:07:49.664595,0,4952,4952,4952
20160810 15:07:49.672407,0,4953,4953,4953
20160810 15:07:49.680220,0,4954,4954,4954
20160810 15:07:49.688033,0,4955,4955,4955
20160810 15:07:49.695845,0,4956,4956,4956
20160810 15:07:49.703657,0,4957,4957,4957
20160810 15:07:49.711470,0,4958,4958,4958
20160810 15:07:49.719283,0,4959,4959,4959
20160810 15:07:49.727095,0,4960,4960,4960
20160810 15:07:49.734907,0,4961,4961,4961
20160810 15:07:49.742720,0,4962,4962,4962
20160810 15:07:49.750533,0,4963,4963,4963
20160810 15:07:49.758345,0,4964,4964,4964
20160810 15:07:49.766157,0,4965,4965,4965
20160810 15:07:49.773970,0,4966,4966,4966
20160810 15:07:49.781783,0,4967,4967,4967
20160810 15:07:49.789595,0,4968,4968,4968
20160810 15:07:49.797407,0,4969,4969,4969
20160810 15:07:49.805220,0,4970,4970,4970
20160810 15:07:49.813033,0,4971,4971,4971
20160810 15:07:49.820845,0,4972,4972,4972
20160810 15:07:49.828657,0,4973,4973,4973
20160810 15:07:49.836470,0,4974,4974,4974
20160810 15:07:49.844283,0,4975,4975,4975
20160810 15:07:49.852095,0,4976,4976,4976
20160810 15:07:49.859907,0,4977,4977,4977
20160810 15:07:49.867720,0,4978,4978,4978
20160810 15:07:49.875533,0,4979,4979,4979
20160810 15:07:49.883345,0,4980,4980,4980
20160810 15:07:49.891157,0,4981,4981,4981
20160810 15:07:49.898970,0,4982,4982,4982
20160810 15:07:49.906783,0,4983,4983,4983
20160810 15:07:49.914595,0,4984,4984,4984
20160810 15:07:49.922407,0,4985,4985,4985
20160810 15:07:49.930220,0,4986,4986,4986
20160810 15:07:49.938033,0,4987,4987,4987
20160810 15:07:49.945845,0,4988,4988,4988
20160810 15:07:49.953657,0,4989,4989,4989
20160810 15:07:49.961470,0,4990,4990,4990
20160810 15:07:49.969283,0,4991,4991,4991
20160810 15:07:49.977095,0,4992,4992,4992
20160810 15:07:49.984907,0,4993,4993,4993
20160810 15:07:49.992720,0,4994,4994,4994
20160810 15:07:50.000533,0,4995,4995,4995
20160810 15:07:50.008345,0,4996,4996,4996
20160810 15:07:50.016157,0,4997,4997,4997
20160810 15:07:50.023970,0,4998,4998,4998
20160810 15:07:50.031783,0,4999,4999,4999
20160810 15:07:50.039595,0,5000,5000,5000
20160810 15:07:50.047407,0,5001,5001,5001
20160810 15:07:50.055220,0,5002,5002,5002
20160810 15:07:50.063033,0,5003,5003,5003
20160810 15:07:50.070845,0,5004,5004,5004
20160810 15:07:50.078657,0,5005,5005,5005
