time,status,n_fib,n_fob,n_fsc,x,y,z
20160802 10:16:50.035732,0,1,0,1,0,0,0
20160802 10:16:50.043545,0,1,0,1,6776679,65639,4876106
20160802 10:16:50.051358,0,1,0,1,6842472,65640,4876362
20160802 10:16:50.059170,0,1,0,1,6908265,65641,4876618
20160802 10:16:50.066982,0,1,0,1,6974058,65642,4876874
20160802 10:16:50.074795,0,1,0,1,7039851,65643,4877130
20160802 10:16:50.082608,0,1,0,1,7105644,65644,4877386
20160802 10:16:50.090420,0,1,0,1,7171437,65645,4877642
20160802 10:16:50.098232,0,1,0,1,7237230,65646,4877898
20160802 10:16:50.106045,0,1,0,1,7303023,65647,4878154
20160802 10:16:50.113858,0,1,0,1,7368816,65648,4878410
20160802 10:16:50.121670,0,1,0,1,7434609,65649,4878666
20160802 10:16:50.129482,0,1,0,1,7500402,65650,4878922
20160802 10:16:50.137295,0,1,0,1,7566195,65651,4879178
20160802 10:16:50.145108,0,1,0,1,7631988,65652,4879434
20160802 10:16:50.152920,0,1,0,1,7697781,65653,4879690
20160802 10:16:50.160732,0,1,0,1,7763574,65654,4879946
20160802 10:16:50.168545,0,1,0,1,7829367,65655,4880202
20160802 10:16:50.176358,0,1,0,1,7895160,65656,4880458
20160802 10:16:50.184170,0,1,0,1,7960953,65657,4880714
20160802 10:16:50.191982,0,1,0,1,8026746,65658,4880970
20160802 10:16:50.199795,0,1,0,1,8092539,65659,4881226
20160802 10:16:50.207608,0,1,0,1,8158332,65660,4881482
20160802 10:16:50.215420,0,1,0,1,8224125,65661,4881738
20160802 10:16:50.223232,0,1,0,1,8289918,65662,4881994
20160802 10:16:50.231045,0,1,0,1,8355711,65663,4882250
20160802 10:16:50.238858,0,1,0,1,8421504,65664,4882506
20160802 10:16:50.246670,0,1,0,1,8487297,65665,4882762
20160802 10:16:50.254482,0,1,0,1,8553090,65666,4883018
20160802 10:16:50.262295,0,1,0,1,8618883,65667,4883274
20160802 10:16:50.270108,0,1,0,1,8684676,65668,4883530
20160802 10:16:50.277920,0,1,0,1,8750469,65669,4883786
20160802 10:16:50.285732,0,1,0,1,8816262,65670,4884042
20160802 10:16:50.293545,0,1,0,1,8882055,65671,4884298
20160802 10:16:50.301358,0,1,0,1,8947848,65672,4884554
20160802 10:16:50.309170,0,1,0,1,9013641,65673,4884810
20160802 10:16:50.316982,0,1,0,1,9079434,65674,4885066
20160802 10:16:50.324795,0,1,0,1,9145227,65675,4885322
20160802 10:16:50.332608,0,1,0,1,9211020,65676,4885578
20160802 10:16:50.340420,0,1,0,1,9276813,65677,4885834
20160802 10:16:50.348232,0,1,0,1,9342606,65678,4886090
20160802 10:16:50.356045,0,1,0,1,9408399,65679,4886346
20160802 10:16:50.363858,0,1,0,1,9474192,65680,4886602
20160802 10:16:50.371670,0,1,0,1,9539985,65681,4886858
20160802 10:16:50.379482,0,1,0,1,9605778,65682,4887114
20160802 10:16:50.387295,0,1,0,1,9671571,65683,4887370
20160802 10:16:50.395108,0,1,0,1,9737364,65684,4887626
20160802 10:16:50.402920,0,1,0,1,9803157,65685,4887882
20160802 10:16:50.410732,0,1,0,1,9868950,65686,4888138
20160802 10:16:50.418545,0,1,0,1,9934743,65687,4888394
20160802 10:16:50.426358,0,1,0,1,10000536,65688,4888650
20160802 10:16:50.434170,0,1,0,1,10066329,65689,4888906
20160802 10:16:50.441982,0,1,0,1,10132122,65690,4889162
20160802 10:16:50.449795,0,1,0,1,10197915,65691,4889418
20160802 10:16:50.457608,0,1,0,1,10263708,65692,4889674
20160802 10:16:50.465420,0,1,0,1,10329501,65693,4889930
20160802 10:16:50.473232,0,1,0,1,10395294,65694,4890186
20160802 10:16:50.481045,0,1,0,1,10461087,65695,4890442
20160802 10:16:50.488858,0,1,0,1,10526880,65696,4890698
20160802 10:16:50.496670,0,1,0,1,10592673,65697,4890954
20160802 10:16:50.504482,0,1,0,1,10658466,65698,4891210
20160802 10:16:50.512295,0,1,0,1,10724259,65699,4891466
20160802 10:16:50.520108,0,1,0,1,10790052,65700,4891722
20160802 10:16:50.527920,0,1,0,1,10855845,65701,4891978
20160802 10:16:50.535732,0,1,0,1,10921638,65702,4892234
20160802 10:16:50.543545,0,1,0,1,10987431,65703,4892490
20160802 10:16:50.551358,0,1,0,1,11053224,65704,4892746
20160802 10:16:50.559170,0,1,0,1,11119017,65705,4893002
20160802 10:16:50.566982,0,1,0,1,11184810,65706,4893258
20160802 10:16:50.574795,0,1,0,1,11250603,65707,4893514
20160802 10:16:50.582608,0,1,0,1,11316396,65708,4893770
20160802 10:16:50.590420,0,1,0,1,11382189,65709,4894026
20160802 10:16:50.598232,0,1,0,1,11447982,65710,4894282
20160802 10:16:50.606045,0,1,0,1,11513775,65711,4894538
20160802 10:16:50.613858,0,1,0,1,11579568,65712,4894794
20160802 10:16:50.621670,0,1,0,1,11645361,65713,4895050
20160802 10:16:50.629482,0,1,0,1,11711154,65714,4895306
20160802 10:16:50.637295,0,1,0,1,11776947,65715,4895562
20160802 10:16:50.645108,0,1,0,1,11842740,65716,4895818
20160802 10:16:50.652920,0,1,0,1,11908533,65717,4896074
20160802 10:16:50.660732,0,1,0,1,11974326,65718,4896330
20160802 10:16:50.668545,0,1,0,1,12040119,65719,4896586
20160802 10:16:50.676358,0,1,0,1,12105912,65720,4896842
20160802 10:16:50.684170,0,1,0,1,12171705,65721,4897098
20160802 10:16:50.691982,0,1,0,1,12237498,65722,4897354
20160802 10:16:50.699795,0,1,0,1,12303291,65723,4897610
20160802 10:16:50.707608,0,1,0,1,12369084,65724,4897866
20160802 10:16:50.715420,0,1,0,1,12434877,65725,4898122
20160802 10:16:50.723232,0,1,0,1,12500670,65726,4898378
20160802 10:16:50.731045,0,1,0,1,12566463,65727,4898634
20160802 10:16:50.738858,0,1,0,1,12632256,65728,4898890
20160802 10:16:50.746670,0,1,0,1,12698049,65729,4899146
20160802 10:16:50.754482,0,1,0,1,12763842,65730,4899402
20160802 10:16:50.762295,0,1,0,1,12829635,65731,4899658
20160802 10:16:50.770108,0,1,0,1,12895428,65732,4899914
20160802 10:16:50.777920,0,1,0,1,12961221,65733,4900170
20160802 10:16:50.785732,0,1,0,1,13027014,65734,4900426
20160802 10:16:50.793545,0,1,0,1,13092807,65735,4900682
20160802 10:16:50.801358,0,1,0,1,13158600,65736,4900938
20160802 10:16:50.809170,0,1,0,1,13224393,65737,4901194
20160802 10:16:50.816982,0,1,0,1,13290186,65738,4901450
20160802 10:16:50.824795,0,1,0,1,13355979,65739,4901706
20160802 10:16:50.832608,0,1,0,1,13421772,65740,4901962
20160802 10:16:50.840420,0,1,0,1,13487565,65741,4902218
20160802 10:16:50.848232,0,1,0,1,13553358,65742,4902474
20160802 10:16:50.856045,0,1,0,1,13619151,65743,4902730
20160802 10:16:50.863858,0,1,0,1,13684944,65744,4902986
20160802 10:16:50.871670,0,1,0,1,13750737,65745,4903242
20160802 10:16:50.879482,0,1,0,1,13816530,65746,4903498
20160802 10:16:50.887295,0,1,0,1,13882323,65747,4903754
20160802 10:16:50.895108,0,1,0,1,13948116,65748,4904010
20160802 10:16:50.902920,0,1,0,1,14013909,65749,4904266
20160802 10:16:50.910732,0,1,0,1,14079702,65750,4904522
20160802 10:16:50.918545,0,1,0,1,14145495,65751,4904778
20160802 10:16:50.926358,0,1,0,1,14211288,65752,4905034
20160802 10:16:50.934170,0,1,0,1,14277081,65753,4905290
20160802 10:16:50.941982,0,1,0,1,14342874,65754,4905546
20160802 10:16:50.949795,0,1,0,1,14408667,65755,4905802
20160802 10:16:50.957608,0,1,0,1,14474460,65756,4906058
20160802 10:16:50.965420,0,1,0,1,14540253,65757,4906314
20160802 10:16:50.973232,0,1,0,1,14606046,65758,4906570
20160802 10:16:50.981045,0,1,0,1,14671839,65759,4906826
20160802 10:16:50.988858,0,1,0,1,14737632,65760,4907082
20160802 10:16:50.996670,0,1,0,1,14803425,65761,4907338
20160802 10:16:51.004482,0,1,0,1,14869218,65762,4907594
20160802 10:16:51.012295,0,1,0,1,14935011,65763,4907850
20160802 10:16:51.020108,0,1,0,1,15000804,65764,4908106
20160802 10:16:51.027920,0,1,0,1,15066597,65765,4908362
20160802 10:16:51.035732,0,1,0,1,15132390,65766,4908618
20160802 10:16:51.043545,0,1,0,1,15198183,65767,4908874
20160802 10:16:51.051358,0,1,0,1,15263976,65768,4909130
