time,status,x,y,z
20160810 15:55:56.695223,0,2,2,2
20160810 15:55:56.703035,0,3,3,3
20160810 15:55:56.710847,0,4,4,4
20160810 15:55:56.718660,0,5,5,5
20160810 15:55:56.726473,0,6,6,6
20160810 15:55:56.734285,0,7,7,7
20160810 15:55:56.742097,0,8,8,8
20160810 15:55:56.749910,0,9,9,9
20160810 15:55:56.757723,0,10,10,10
20160810 15:55:56.765535,0,11,11,11
20160810 15:55:56.773347,0,12,12,12
20160810 15:55:56.781160,0,13,13,13
20160810 15:55:56.788973,0,14,14,14
20160810 15:55:56.796785,0,15,15,15
20160810 15:55:56.804597,0,16,16,16
20160810 15:55:56.812410,0,17,17,17
20160810 15:55:56.820223,0,18,18,18
20160810 15:55:56.828035,0,19,19,19
20160810 15:55:56.835847,0,20,20,20
20160810 15:55:56.843660,0,21,21,21
20160810 15:55:56.851473,0,22,22,22
20160810 15:55:56.859285,0,23,23,23
20160810 15:55:56.867097,0,24,24,24
20160810 15:55:56.874910,0,25,25,25
20160810 15:55:56.882723,0,26,26,26
20160810 15:55:56.890535,0,27,27,27
20160810 15:55:56.898347,0,28,28,28
20160810 15:55:56.906160,0,29,29,29
20160810 15:55:56.913973,0,30,30,30
20160810 15:55:56.921785,0,31,31,31
20160810 15:55:56.929597,0,32,32,32
20160810 15:55:56.937410,0,33,33,33
20160810 15:55:56.945223,0,34,34,34
20160810 15:55:56.953035,0,35,35,35
20160810 15:55:56.960847,0,36,36,36
20160810 15:55:56.968660,0,37,37,37
20160810 15:55:56.976473,0,38,38,38
20160810 15:55:56.984285,0,39,39,39
20160810 15:55:56.992097,0,40,40,40
20160810 15:55:56.999910,0,41,41,41
20160810 15:55:57.007723,0,42,42,42
20160810 15:55:57.015535,0,43,43,43
20160810 15:55:57.023347,0,44,44,44
20160810 15:55:57.031160,0,45,45,45
20160810 15:55:57.038973,0,46,46,46
20160810 15:55:57.046785,0,47,47,47
20160810 15:55:57.054597,0,48,48,48
20160810 15:55:57.062410,0,49,49,49
20160810 15:55:57.070223,0,50,50,50
20160810 15:55:57.078035,0,51,51,51
20160810 15:55:57.085847,0,52,52,52
20160810 15:55:57.093660,0,53,53,53
20160810 15:55:57.101473,0,54,54,54
20160810 15:55:57.109285,0,55,55,55
20160810 15:55:57.117097,0,56,56,56
20160810 15:55:57.124910,0,57,57,57
20160810 15:55:57.132723,0,58,58,58
20160810 15:55:57.140535,0,59,59,59
20160810 15:55:57.148347,0,60,60,60
20160810 15:55:57.156160,0,61,61,61
20160810 15:55:57.163973,0,62,62,62
20160810 15:55:57.171785,0,63,63,63
