time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:53:51.635814,0,0,2,0,2,2,2,2,0
20160810 15:53:51.643626,0,0,3,0,3,3,3,3,0
20160810 15:53:51.651438,0,0,4,0,4,4,4,4,0
20160810 15:53:51.659251,0,0,5,0,5,5,5,5,0
20160810 15:53:51.667064,0,0,6,0,6,6,6,6,0
20160810 15:53:51.674876,0,0,7,0,7,7,7,7,0
20160810 15:53:51.682688,0,0,8,0,8,8,8,8,0
20160810 15:53:51.690501,0,0,9,0,9,9,9,9,0
20160810 15:53:51.698314,0,0,10,0,10,10,10,10,0
20160810 15:53:51.706126,0,0,11,0,11,11,11,11,0
20160810 15:53:51.713938,0,0,12,0,12,12,12,12,0
20160810 15:53:51.721751,0,0,13,0,13,13,13,13,0
20160810 15:53:51.729564,0,0,14,0,14,14,14,14,0
20160810 15:53:51.737376,0,0,15,0,15,15,15,15,0
20160810 15:53:51.745188,0,16,0,16,0,16,16,16,0
20160810 15:53:51.753001,0,16,1,16,1,17,17,17,0
20160810 15:53:51.760814,0,16,2,16,2,18,18,18,0
20160810 15:53:51.768626,0,16,3,16,3,19,19,19,0
20160810 15:53:51.776438,0,16,4,16,4,20,20,20,0
20160810 15:53:51.784251,0,16,5,16,5,21,21,21,0
20160810 15:53:51.792064,0,16,6,16,6,22,22,22,0
20160810 15:53:51.799876,0,16,7,16,7,23,23,23,0
20160810 15:53:51.807688,0,16,8,16,8,24,24,24,0
20160810 15:53:51.815501,0,16,9,16,9,25,25,25,0
20160810 15:53:51.823314,0,16,10,16,10,26,26,26,0
20160810 15:53:51.831126,0,16,11,16,11,27,27,27,0
20160810 15:53:51.838938,0,16,12,16,12,28,28,28,0
20160810 15:53:51.846751,0,16,13,16,13,29,29,29,0
20160810 15:53:51.854564,0,16,14,16,14,30,30,30,0
20160810 15:53:51.862376,0,16,15,16,15,31,31,31,0
20160810 15:53:51.870188,0,32,0,32,0,32,32,32,0
20160810 15:53:51.878001,0,32,1,32,1,33,33,33,0
20160810 15:53:51.885814,0,32,2,32,2,34,34,34,0
20160810 15:53:51.893626,0,32,3,32,3,35,35,35,0
20160810 15:53:51.901438,0,32,4,32,4,36,36,36,0
20160810 15:53:51.909251,0,32,5,32,5,37,37,37,0
20160810 15:53:51.917064,0,32,6,32,6,38,38,38,0
20160810 15:53:51.924876,0,32,7,32,7,39,39,39,0
20160810 15:53:51.932688,0,32,8,32,8,40,40,40,0
20160810 15:53:51.940501,0,32,9,32,9,41,41,41,0
20160810 15:53:51.948314,0,32,10,32,10,42,42,42,0
20160810 15:53:51.956126,0,32,11,32,11,43,43,43,0
20160810 15:53:51.963938,0,32,12,32,12,44,44,44,0
20160810 15:53:51.971751,0,32,13,32,13,45,45,45,0
20160810 15:53:51.979564,0,32,14,32,14,46,46,46,0
20160810 15:53:51.987376,0,32,15,32,15,47,47,47,0
20160810 15:53:51.995188,0,48,0,48,0,48,48,48,0
20160810 15:53:52.003001,0,48,1,48,1,49,49,49,0
20160810 15:53:52.010814,0,48,2,48,2,50,50,50,0
20160810 15:53:52.018626,0,48,3,48,3,51,51,51,0
20160810 15:53:52.026438,0,48,4,48,4,52,52,52,0
20160810 15:53:52.034251,0,48,5,48,5,53,53,53,0
20160810 15:53:52.042064,0,48,6,48,6,54,54,54,0
20160810 15:53:52.049876,0,48,7,48,7,55,55,55,0
20160810 15:53:52.057688,0,48,8,48,8,56,56,56,0
20160810 15:53:52.065501,0,48,9,48,9,57,57,57,0
20160810 15:53:52.073314,0,48,10,48,10,58,58,58,0
20160810 15:53:52.081126,0,48,11,48,11,59,59,59,0
20160810 15:53:52.088938,0,48,12,48,12,60,60,60,0
20160810 15:53:52.096751,0,48,13,48,13,61,61,61,0
20160810 15:53:52.104564,0,48,14,48,14,62,62,62,0
20160810 15:53:52.112376,0,48,15,48,15,63,63,63,0
20160810 15:53:52.120188,0,64,0,64,0,64,64,64,0
20160810 15:53:52.128001,0,64,1,64,1,65,65,65,0
20160810 15:53:52.135814,0,64,2,64,2,66,66,66,0
20160810 15:53:52.143626,0,64,3,64,3,67,67,67,0
20160810 15:53:52.151438,0,64,4,64,4,68,68,68,0
20160810 15:53:52.159251,0,64,5,64,5,69,69,69,0
20160810 15:53:52.167064,0,64,6,64,6,70,70,70,0
20160810 15:53:52.174876,0,64,7,64,7,71,71,71,0
20160810 15:53:52.182688,0,64,8,64,8,72,72,72,0
20160810 15:53:52.190501,0,64,9,64,9,73,73,73,0
20160810 15:53:52.198314,0,64,10,64,10,74,74,74,0
20160810 15:53:52.206126,0,64,11,64,11,75,75,75,0
20160810 15:53:52.213938,0,64,12,64,12,76,76,76,0
20160810 15:53:52.221751,0,64,13,64,13,77,77,77,0
20160810 15:53:52.229564,0,64,14,64,14,78,78,78,0
20160810 15:53:52.237376,0,64,15,64,15,79,79,79,0
20160810 15:53:52.245188,0,80,0,80,0,80,80,80,0
20160810 15:53:52.253001,0,80,1,80,1,81,81,81,0
20160810 15:53:52.260814,0,80,2,80,2,82,82,82,0
20160810 15:53:52.268626,0,80,3,80,3,83,83,83,0
20160810 15:53:52.276438,0,80,4,80,4,84,84,84,0
20160810 15:53:52.284251,0,80,5,80,5,85,85,85,0
20160810 15:53:52.292064,0,80,6,80,6,86,86,86,0
