time,status,x,y,z
20160810 15:41:35.300362,0,1194,1194,1194
20160810 15:41:35.308175,0,1195,1195,1195
20160810 15:41:35.315988,0,1196,1196,1196
20160810 15:41:35.323800,0,1197,1197,1197
20160810 15:41:35.331612,0,1198,1198,1198
20160810 15:41:35.339425,0,1199,1199,1199
20160810 15:41:35.347238,0,1200,1200,1200
20160810 15:41:35.355050,0,1201,1201,1201
20160810 15:41:35.362862,0,1202,1202,1202
20160810 15:41:35.370675,0,1203,1203,1203
20160810 15:41:35.378488,0,1204,1204,1204
20160810 15:41:35.386300,0,1205,1205,1205
20160810 15:41:35.394112,0,1206,1206,1206
20160810 15:41:35.401925,0,1207,1207,1207
20160810 15:41:35.409738,0,1208,1208,1208
20160810 15:41:35.417550,0,1209,1209,1209
20160810 15:41:35.425362,0,1210,1210,1210
20160810 15:41:35.433175,0,1211,1211,1211
20160810 15:41:35.440988,0,1212,1212,1212
20160810 15:41:35.448800,0,1213,1213,1213
20160810 15:41:35.456612,0,1214,1214,1214
20160810 15:41:35.464425,0,1215,1215,1215
20160810 15:41:35.472238,0,1216,1216,1216
20160810 15:41:35.480050,0,1217,1217,1217
20160810 15:41:35.487862,0,1218,1218,1218
20160810 15:41:35.495675,0,1219,1219,1219
20160810 15:41:35.503488,0,1220,1220,1220
20160810 15:41:35.511300,0,1221,1221,1221
20160810 15:41:35.519112,0,1222,1222,1222
20160810 15:41:35.526925,0,1223,1223,1223
20160810 15:41:35.534738,0,1224,1224,1224
20160810 15:41:35.542550,0,1225,1225,1225
20160810 15:41:35.550362,0,1226,1226,1226
20160810 15:41:35.558175,0,1227,1227,1227
20160810 15:41:35.565988,0,1228,1228,1228
20160810 15:41:35.573800,0,1229,1229,1229
20160810 15:41:35.581612,0,1230,1230,1230
20160810 15:41:35.589425,0,1231,1231,1231
20160810 15:41:35.597238,0,1232,1232,1232
20160810 15:41:35.605050,0,1233,1233,1233
20160810 15:41:35.612862,0,1234,1234,1234
20160810 15:41:35.620675,0,1235,1235,1235
20160810 15:41:35.628488,0,1236,1236,1236
20160810 15:41:35.636300,0,1237,1237,1237
20160810 15:41:35.644112,0,1238,1238,1238
20160810 15:41:35.651925,0,1239,1239,1239
20160810 15:41:35.659738,0,1240,1240,1240
20160810 15:41:35.667550,0,1241,1241,1241
20160810 15:41:35.675362,0,1242,1242,1242
20160810 15:41:35.683175,0,1243,1243,1243
20160810 15:41:35.690988,0,1244,1244,1244
20160810 15:41:35.698800,0,1245,1245,1245
20160810 15:41:35.706612,0,1246,1246,1246
20160810 15:41:35.714425,0,1247,1247,1247
20160810 15:41:35.722238,0,1248,1248,1248
20160810 15:41:35.730050,0,1249,1249,1249
20160810 15:41:35.737862,0,1250,1250,1250
20160810 15:41:35.745675,0,1251,1251,1251
20160810 15:41:35.753488,0,1252,1252,1252
20160810 15:41:35.761300,0,1253,1253,1253
20160810 15:41:35.769112,0,1254,1254,1254
20160810 15:41:35.776925,0,1255,1255,1255
20160810 15:41:35.784738,0,1256,1256,1256
20160810 15:41:35.792550,0,1257,1257,1257
20160810 15:41:35.800362,0,1258,1258,1258
20160810 15:41:35.808175,0,1259,1259,1259
20160810 15:41:35.815988,0,1260,1260,1260
20160810 15:41:35.823800,0,1261,1261,1261
20160810 15:41:35.831612,0,1262,1262,1262
20160810 15:41:35.839425,0,1263,1263,1263
20160810 15:41:35.847238,0,1264,1264,1264
20160810 15:41:35.855050,0,1265,1265,1265
20160810 15:41:35.862862,0,1266,1266,1266
20160810 15:41:35.870675,0,1267,1267,1267
20160810 15:41:35.878488,0,1268,1268,1268
20160810 15:41:35.886300,0,1269,1269,1269
20160810 15:41:35.894112,0,1270,1270,1270
20160810 15:41:35.901925,0,1271,1271,1271
20160810 15:41:35.909738,0,1272,1272,1272
20160810 15:41:35.917550,0,1273,1273,1273
20160810 15:41:35.925362,0,1274,1274,1274
20160810 15:41:35.933175,0,1275,1275,1275
20160810 15:41:35.940988,0,1276,1276,1276
20160810 15:41:35.948800,0,1277,1277,1277
20160810 15:41:35.956612,0,1278,1278,1278
20160810 15:41:35.964425,0,1279,1279,1279
20160810 15:41:35.972238,0,1280,1280,1280
20160810 15:41:35.980050,0,1281,1281,1281
20160810 15:41:35.987862,0,1282,1282,1282
20160810 15:41:35.995675,0,1283,1283,1283
20160810 15:41:36.003488,0,1284,1284,1284
20160810 15:41:36.011300,0,1285,1285,1285
20160810 15:41:36.019112,0,1286,1286,1286
20160810 15:41:36.026925,0,1287,1287,1287
20160810 15:41:36.034738,0,1288,1288,1288
20160810 15:41:36.042550,0,1289,1289,1289
20160810 15:41:36.050362,0,1290,1290,1290
20160810 15:41:36.058175,0,1291,1291,1291
20160810 15:41:36.065988,0,1292,1292,1292
20160810 15:41:36.073800,0,1293,1293,1293
20160810 15:41:36.081612,0,1294,1294,1294
20160810 15:41:36.089425,0,1295,1295,1295
20160810 15:41:36.097238,0,1296,1296,1296
20160810 15:41:36.105050,0,1297,1297,1297
20160810 15:41:36.112862,0,1298,1298,1298
20160810 15:41:36.120675,0,1299,1299,1299
20160810 15:41:36.128488,0,1300,1300,1300
20160810 15:41:36.136300,0,1301,1301,1301
20160810 15:41:36.144112,0,1302,1302,1302
20160810 15:41:36.151925,0,1303,1303,1303
20160810 15:41:36.159738,0,1304,1304,1304
20160810 15:41:36.167550,0,1305,1305,1305
20160810 15:41:36.175362,0,1306,1306,1306
20160810 15:41:36.183175,0,1307,1307,1307
20160810 15:41:36.190988,0,1308,1308,1308
20160810 15:41:36.198800,0,1309,1309,1309
20160810 15:41:36.206612,0,1310,1310,1310
20160810 15:41:36.214425,0,1311,1311,1311
20160810 15:41:36.222238,0,1312,1312,1312
20160810 15:41:36.230050,0,1313,1313,1313
20160810 15:41:36.237862,0,1314,1314,1314
20160810 15:41:36.245675,0,1315,1315,1315
20160810 15:41:36.253488,0,1316,1316,1316
20160810 15:41:36.261300,0,1317,1317,1317
20160810 15:41:36.269112,0,1318,1318,1318
20160810 15:41:36.276925,0,1319,1319,1319
20160810 15:41:36.284738,0,1320,1320,1320
20160810 15:41:36.292550,0,1321,1321,1321
20160810 15:41:36.300362,0,1322,1322,1322
20160810 15:41:36.308175,0,1323,1323,1323
20160810 15:41:36.315988,0,1324,1324,1324
20160810 15:41:36.323800,0,1325,1325,1325
20160810 15:41:36.331612,0,1326,1326,1326
20160810 15:41:36.339425,0,1327,1327,1327
