time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:45:59.753821,0,96,11,96,11,107,107,15979,62
20160810 15:45:59.761633,0,96,12,96,12,108,108,15980,62
20160810 15:45:59.769446,0,96,13,96,13,109,109,15981,62
20160810 15:45:59.777259,0,96,14,96,14,110,110,15982,62
20160810 15:45:59.785071,0,96,15,96,15,111,111,15983,62
20160810 15:45:59.792883,0,112,0,112,0,112,112,15984,62
20160810 15:45:59.800696,0,112,1,112,1,113,113,15985,62
20160810 15:45:59.808509,0,112,2,112,2,114,114,15986,62
20160810 15:45:59.816321,0,112,3,112,3,115,115,15987,62
20160810 15:45:59.824133,0,112,4,112,4,116,116,15988,62
20160810 15:45:59.831946,0,112,5,112,5,117,117,15989,62
20160810 15:45:59.839759,0,112,6,112,6,118,118,15990,62
20160810 15:45:59.847571,0,112,7,112,7,119,119,15991,62
20160810 15:45:59.855383,0,112,8,112,8,120,120,15992,62
20160810 15:45:59.863196,0,112,9,112,9,121,121,15993,62
20160810 15:45:59.871009,0,112,10,112,10,122,122,15994,62
20160810 15:45:59.878821,0,112,11,112,11,123,123,15995,62
20160810 15:45:59.886633,0,112,12,112,12,124,124,15996,62
20160810 15:45:59.894446,0,112,13,112,13,125,125,15997,62
20160810 15:45:59.902259,0,112,14,112,14,126,126,15998,62
20160810 15:45:59.910071,0,112,15,112,15,127,127,15999,62
20160810 15:45:59.917883,0,128,0,128,0,128,128,16000,62
20160810 15:45:59.925696,0,128,1,128,1,129,129,16001,62
20160810 15:45:59.933509,0,128,2,128,2,130,130,16002,62
20160810 15:45:59.941321,0,128,3,128,3,131,131,16003,62
20160810 15:45:59.949133,0,128,4,128,4,132,132,16004,62
20160810 15:45:59.956946,0,128,5,128,5,133,133,16005,62
20160810 15:45:59.964759,0,128,6,128,6,134,134,16006,62
20160810 15:45:59.972571,0,128,7,128,7,135,135,16007,62
20160810 15:45:59.980383,0,128,8,128,8,136,136,16008,62
20160810 15:45:59.988196,0,128,9,128,9,137,137,16009,62
20160810 15:45:59.996009,0,128,10,128,10,138,138,16010,62
20160810 15:46:00.003821,0,128,11,128,11,139,139,16011,62
20160810 15:46:00.011633,0,128,12,128,12,140,140,16012,62
20160810 15:46:00.019446,0,128,13,128,13,141,141,16013,62
20160810 15:46:00.027259,0,128,14,128,14,142,142,16014,62
20160810 15:46:00.035071,0,128,15,128,15,143,143,16015,62
20160810 15:46:00.042883,0,144,0,144,0,144,144,16016,62
20160810 15:46:00.050696,0,144,1,144,1,145,145,16017,62
20160810 15:46:00.058509,0,144,2,144,2,146,146,16018,62
20160810 15:46:00.066321,0,144,3,144,3,147,147,16019,62
20160810 15:46:00.074133,0,144,4,144,4,148,148,16020,62
20160810 15:46:00.081946,0,144,5,144,5,149,149,16021,62
20160810 15:46:00.089759,0,144,6,144,6,150,150,16022,62
20160810 15:46:00.097571,0,144,7,144,7,151,151,16023,62
20160810 15:46:00.105383,0,144,8,144,8,152,152,16024,62
20160810 15:46:00.113196,0,144,9,144,9,153,153,16025,62
20160810 15:46:00.121009,0,144,10,144,10,154,154,16026,62
20160810 15:46:00.128821,0,144,11,144,11,155,155,16027,62
20160810 15:46:00.136633,0,144,12,144,12,156,156,16028,62
20160810 15:46:00.144446,0,144,13,144,13,157,157,16029,62
20160810 15:46:00.152259,0,144,14,144,14,158,158,16030,62
20160810 15:46:00.160071,0,144,15,144,15,159,159,16031,62
