time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:29:16.893738,0,0,0,0,0,0,0,0,0
20160808 15:29:16.893738,0,96,5,0,0,0,0,0,0
20160808 15:29:16.893738,0,96,5,96,3,0,0,0,0
20160808 15:29:16.893738,0,96,5,96,3,101,0,0,0
20160808 15:29:16.893738,0,96,5,96,3,101,105,0,0
20160808 15:29:16.893738,0,96,5,96,3,101,105,1979711488,0
20160808 15:29:16.893738,0,96,5,96,3,101,105,1986330624,0
20160808 15:29:16.893738,0,96,5,96,3,101,105,1986356224,0
20160808 15:29:16.893738,0,96,5,96,3,101,105,1986356256,0
20160808 15:29:16.901551,0,96,5,96,3,101,105,1986356256,0
20160808 15:29:16.901551,0,96,15,96,3,101,105,1986356256,0
20160808 15:29:16.901551,0,96,15,96,13,101,105,1986356256,0
20160808 15:29:16.901551,0,96,15,96,13,109,105,1986356256,0
20160808 15:29:16.909363,0,96,15,96,13,109,105,1986356256,0
20160808 15:29:16.909363,0,96,14,96,13,109,105,1986356256,0
20160808 15:29:16.909363,0,96,14,96,4,109,105,1986356256,0
20160808 15:29:16.909363,0,96,14,96,4,32,105,1986356256,0
20160808 15:29:16.909363,0,96,14,96,4,32,112,1986356256,0
20160808 15:29:16.917175,0,96,14,96,4,32,112,1986356256,0
20160808 15:29:16.917175,0,96,3,96,4,32,112,1986356256,0
20160808 15:29:16.917175,0,96,3,96,11,32,112,1986356256,0
20160808 15:29:16.917175,0,96,3,96,11,101,112,1986356256,0
20160808 15:29:16.924988,0,96,3,96,11,101,112,1986356256,0
20160808 15:29:16.924988,0,32,0,96,11,101,112,1986356256,0
20160808 15:29:16.924988,0,32,0,96,6,101,112,1986356256,0
20160808 15:29:16.924988,0,32,0,96,6,114,112,1986356256,0
20160808 15:29:16.924988,0,32,0,96,6,114,111,1986356256,0
20160808 15:29:16.932801,0,32,0,96,6,114,111,1986356256,0
20160808 15:29:16.932801,0,32,0,96,6,114,111,1986356256,0
20160808 15:29:16.932801,0,32,0,64,9,114,111,1986356256,0
20160808 15:29:16.932801,0,32,0,64,9,67,111,1986356256,0
20160808 15:29:16.940613,0,32,0,64,9,67,111,1986356256,0
20160808 15:29:16.940613,0,0,13,64,9,67,111,1986356256,0
20160808 15:29:16.940613,0,0,13,0,10,67,111,1986356256,0
20160808 15:29:16.940613,0,0,13,0,10,49,111,1986356256,0
20160808 15:29:16.940613,0,0,13,0,10,49,32,1986356256,0
20160808 15:29:16.948425,0,0,13,0,10,49,32,1986356256,0
20160808 15:29:16.948425,0,32,0,0,10,49,32,1986356256,0
20160808 15:29:16.948425,0,32,0,48,0,49,32,1986356256,0
20160808 15:29:16.948425,0,32,0,48,0,32,32,1986356256,0
20160808 15:29:16.956238,0,32,0,48,0,32,32,1986356256,0
20160808 15:29:16.956238,0,32,0,48,0,32,32,1986356256,0
20160808 15:29:16.956238,0,32,0,48,0,32,32,1986356256,0
20160808 15:29:16.956238,0,32,0,48,0,32,32,1986356256,0
20160808 15:29:16.956238,0,32,0,48,0,32,48,1986356256,0
20160808 15:29:16.964051,0,32,0,48,0,32,48,1986356256,0
20160808 15:29:16.964051,0,0,13,48,0,32,48,1986356256,0
20160808 15:29:16.964051,0,0,13,0,10,32,48,1986356256,0
20160808 15:29:16.964051,0,0,13,0,10,82,48,1986356256,0
20160808 15:29:16.971863,0,0,13,0,10,82,48,1986356256,0
20160808 15:29:16.971863,0,96,3,0,10,82,48,1986356256,0
20160808 15:29:16.971863,0,96,3,96,5,82,48,1986356256,0
20160808 15:29:16.971863,0,96,3,96,5,105,48,1986356256,0
20160808 15:29:16.971863,0,96,3,96,5,105,118,1986356256,0
20160808 15:29:16.979675,0,96,3,96,5,105,118,1986356256,0
20160808 15:29:16.979675,0,96,4,96,5,105,118,1986356256,0
20160808 15:29:16.979675,0,96,4,32,0,105,118,1986356256,0
20160808 15:29:16.979675,0,96,4,32,0,99,118,1986356256,0
20160808 15:29:16.987488,0,96,4,32,0,99,118,1986356256,0
20160808 15:29:16.987488,0,96,13,32,0,99,118,1986356256,0
