time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:38:10.504605,0,0,0,0,0,0,0,0,0
20160808 15:38:10.504605,0,96,5,0,0,0,0,0,0
20160808 15:38:10.504605,0,96,5,96,3,0,0,0,0
20160808 15:38:10.504605,0,96,5,96,3,101,0,0,0
20160808 15:38:10.504605,0,96,5,96,3,101,105,0,0
20160808 15:38:10.504605,0,96,5,96,3,101,105,1979711488,0
20160808 15:38:10.504605,0,96,5,96,3,101,105,1986330624,0
20160808 15:38:10.504605,0,96,5,96,3,101,105,1986356224,0
20160808 15:38:10.504605,0,96,5,96,3,101,105,1986356256,0
20160808 15:38:10.504605,0,96,5,96,3,101,105,1986356256,25344
20160808 15:38:10.512418,0,96,5,96,3,101,105,1986356256,25344
20160808 15:38:10.512418,0,96,13,96,3,101,105,1986356256,25344
20160808 15:38:10.512418,0,96,13,96,13,101,105,1986356256,25344
20160808 15:38:10.512418,0,96,13,96,13,97,105,1986356256,25344
20160808 15:38:10.520231,0,96,13,96,13,97,105,1986356256,25344
20160808 15:38:10.520231,0,96,4,96,13,97,105,1986356256,25344
20160808 15:38:10.520231,0,96,4,32,0,97,105,1986356256,25344
20160808 15:38:10.520231,0,96,4,32,0,112,105,1986356256,25344
20160808 15:38:10.520231,0,96,4,32,0,112,97,1986356256,25344
20160808 15:38:10.528043,0,96,4,32,0,112,97,1986356256,25344
20160808 15:38:10.528043,0,96,11,32,0,112,97,1986356256,25344
20160808 15:38:10.528043,0,96,11,96,5,112,97,1986356256,25344
20160808 15:38:10.528043,0,96,11,96,5,116,97,1986356256,25344
20160808 15:38:10.535855,0,96,11,96,5,116,97,1986356256,25344
20160808 15:38:10.535855,0,96,6,96,5,116,97,1986356256,25344
20160808 15:38:10.535855,0,96,6,112,2,116,97,1986356256,25344
20160808 15:38:10.535855,0,96,6,112,2,111,97,1986356256,25344
20160808 15:38:10.535855,0,96,6,112,2,111,109,1986356256,25344
20160808 15:38:10.543668,0,96,6,112,2,111,109,1986356256,25344
20160808 15:38:10.543668,0,64,9,112,2,111,109,1986356256,25344
20160808 15:38:10.543668,0,64,9,64,3,111,109,1986356256,25344
20160808 15:38:10.543668,0,64,9,64,3,85,109,1986356256,25344
20160808 15:38:10.551481,0,64,9,64,3,85,109,1986356256,25344
20160808 15:38:10.551481,0,0,10,64,3,85,109,1986356256,25344
20160808 15:38:10.551481,0,0,10,48,0,85,109,1986356256,25344
20160808 15:38:10.551481,0,0,10,48,0,32,109,1986356256,25344
20160808 15:38:10.551481,0,0,10,48,0,32,48,1986356256,25344
20160808 15:38:10.559293,0,0,10,48,0,32,48,1986356256,25344
20160808 15:38:10.559293,0,48,0,48,0,32,48,1986356256,25344
20160808 15:38:10.559293,0,48,0,32,0,32,48,1986356256,25344
20160808 15:38:10.559293,0,48,0,32,0,48,48,1986356256,25344
20160808 15:38:10.567105,0,48,0,32,0,48,48,1986356256,25344
20160808 15:38:10.567105,0,48,0,32,0,48,48,1986356256,25344
20160808 15:38:10.567105,0,48,0,32,0,48,48,1986356256,25344
20160808 15:38:10.567105,0,48,0,32,0,48,48,1986356256,25344
20160808 15:38:10.567105,0,48,0,32,0,48,32,1986356256,25344
20160808 15:38:10.574918,0,48,0,32,0,48,32,1986356256,25344
20160808 15:38:10.574918,0,0,10,32,0,48,32,1986356256,25360
20160808 15:38:10.574918,0,0,10,0,0,48,32,1986356256,25360
20160808 15:38:10.574918,0,0,10,0,0,0,32,1986356256,25360
20160808 15:38:10.582731,0,0,10,0,0,0,32,1986356256,25344
20160808 15:38:10.582731,0,0,0,0,0,0,32,1986356256,25344
20160808 15:38:10.582731,0,0,0,0,0,0,32,1986356256,25344
20160808 15:38:10.582731,0,0,0,0,0,0,32,1986356256,25344
20160808 15:38:10.582731,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.590543,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.590543,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.590543,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.590543,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.598355,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.598355,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.598355,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.598355,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.598355,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.606168,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.606168,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.606168,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.606168,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.613981,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.613981,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.613981,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.613981,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.613981,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.621793,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.621793,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.621793,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.621793,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.629605,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.629605,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.629605,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.629605,0,0,0,0,0,0,0,1986356256,25360
20160808 15:38:10.629605,0,0,0,0,0,0,0,1986356256,25360
20160808 15:38:10.637418,0,0,0,0,0,0,0,1986356256,25360
20160808 15:38:10.637418,0,0,0,0,0,0,0,1986356256,25360
20160808 15:38:10.637418,0,0,0,0,0,0,0,1986356256,25360
20160808 15:38:10.637418,0,0,0,0,0,0,0,1986356256,25360
20160808 15:38:10.645231,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.645231,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.645231,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.645231,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.645231,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.653043,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.653043,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.653043,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.653043,0,0,0,0,0,0,0,1986356256,25344
20160808 15:38:10.660855,0,0,0,0,0,0,0,1986356256,25344
