time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160805 13:14:21.458057,0,0,0,1,0,0,0,0,0,0,0,0
20160805 13:14:21.458065,0,0,0,1,16,2,16,2,18,18,228626,893
20160805 13:14:21.458072,0,0,0,1,16,3,16,3,19,19,228627,893
20160805 13:14:21.458080,0,0,0,1,16,4,16,4,20,20,228628,893
20160805 13:14:21.458088,0,0,0,1,16,5,16,5,21,21,228629,893
20160805 13:14:21.458096,0,0,0,1,16,6,16,6,22,22,228630,893
20160805 13:14:21.458104,0,0,0,1,16,7,16,7,23,23,228631,893
20160805 13:14:21.458111,0,0,0,1,16,8,16,8,24,24,228632,893
20160805 13:14:21.458119,0,0,0,1,16,9,16,9,25,25,228633,893
20160805 13:14:21.458127,0,0,0,1,16,10,16,10,26,26,228634,893
20160805 13:14:21.458135,0,0,0,1,16,11,16,11,27,27,228635,893
20160805 13:14:21.458143,0,0,0,1,16,12,16,12,28,28,228636,893
20160805 13:14:21.458151,0,0,0,1,16,13,16,13,29,29,228637,893
20160805 13:14:21.458158,0,0,0,1,16,14,16,14,30,30,228638,893
20160805 13:14:21.458166,0,0,0,1,16,15,16,15,31,31,228639,893
20160805 13:14:21.458174,0,0,0,1,32,0,32,0,32,32,228640,893
20160805 13:14:21.458182,0,0,0,1,32,1,32,1,33,33,228641,893
20160805 13:14:21.458190,0,0,0,1,32,2,32,2,34,34,228642,893
20160805 13:14:21.458197,0,0,0,1,32,3,32,3,35,35,228643,893
20160805 13:14:21.458205,0,0,0,1,32,4,32,4,36,36,228644,893
20160805 13:14:21.458213,0,0,0,1,32,5,32,5,37,37,228645,893
20160805 13:14:21.458221,0,0,0,1,32,6,32,6,38,38,228646,893
20160805 13:14:21.458229,0,0,0,1,32,7,32,7,39,39,228647,893
20160805 13:14:21.458237,0,0,0,1,32,8,32,8,40,40,228648,893
20160805 13:14:21.458244,0,0,0,1,32,9,32,9,41,41,228649,893
20160805 13:14:21.458252,0,0,0,1,32,10,32,10,42,42,228650,893
20160805 13:14:21.458260,0,0,0,1,32,11,32,11,43,43,228651,893
20160805 13:14:21.458268,0,0,0,1,32,12,32,12,44,44,228652,893
20160805 13:14:21.458276,0,0,0,1,32,13,32,13,45,45,228653,893
20160805 13:14:21.458283,0,0,0,1,32,14,32,14,46,46,228654,893
20160805 13:14:21.458291,0,0,0,1,32,15,32,15,47,47,228655,893
20160805 13:14:21.458299,0,0,0,1,48,0,48,0,48,48,228656,893
20160805 13:14:21.458307,0,0,0,1,48,1,48,1,49,49,228657,893
20160805 13:14:21.458315,0,0,0,1,48,2,48,2,50,50,228658,893
20160805 13:14:21.458322,0,0,0,1,48,3,48,3,51,51,228659,893
20160805 13:14:21.458330,0,0,0,1,48,4,48,4,52,52,228660,893
20160805 13:14:21.458338,0,0,0,1,48,5,48,5,53,53,228661,893
20160805 13:14:21.458346,0,0,0,1,48,6,48,6,54,54,228662,893
20160805 13:14:21.458354,0,0,0,1,48,7,48,7,55,55,228663,893
20160805 13:14:21.458361,0,0,0,1,48,8,48,8,56,56,228664,893
20160805 13:14:21.458369,0,0,0,1,48,9,48,9,57,57,228665,893
20160805 13:14:21.458377,0,0,0,1,48,10,48,10,58,58,228666,893
20160805 13:14:21.458385,0,0,0,1,48,11,48,11,59,59,228667,893
20160805 13:14:21.458393,0,0,0,1,48,12,48,12,60,60,228668,893
20160805 13:14:21.458401,0,0,0,1,48,13,48,13,61,61,228669,893
20160805 13:14:21.458408,0,0,0,1,48,14,48,14,62,62,228670,893
20160805 13:14:21.458416,0,0,0,1,48,15,48,15,63,63,228671,893
20160805 13:14:21.458424,0,0,0,1,64,0,64,0,64,64,228672,893
20160805 13:14:21.458432,0,0,0,1,64,1,64,1,65,65,228673,893
20160805 13:14:21.458440,0,0,0,1,64,2,64,2,66,66,228674,893
20160805 13:14:21.458447,0,0,0,1,64,3,64,3,67,67,228675,893
20160805 13:14:21.458455,0,0,0,1,64,4,64,4,68,68,228676,893
20160805 13:14:21.458463,0,0,0,1,64,5,64,5,69,69,228677,893
20160805 13:14:21.458471,0,0,0,1,64,6,64,6,70,70,228678,893
20160805 13:14:21.458479,0,0,0,1,64,7,64,7,71,71,228679,893
20160805 13:14:21.458487,0,0,0,1,64,8,64,8,72,72,228680,893
20160805 13:14:21.458494,0,0,0,1,64,9,64,9,73,73,228681,893
20160805 13:14:21.458502,0,0,0,1,64,10,64,10,74,74,228682,893
20160805 13:14:21.458510,0,0,0,1,64,11,64,11,75,75,228683,893
20160805 13:14:21.458518,0,0,0,1,64,12,64,12,76,76,228684,893
20160805 13:14:21.458526,0,0,0,1,64,13,64,13,77,77,228685,893
20160805 13:14:21.458533,0,0,0,1,64,14,64,14,78,78,228686,893
20160805 13:14:21.458541,0,0,0,1,64,15,64,15,79,79,228687,893
20160805 13:14:21.458549,0,0,0,1,80,0,80,0,80,80,228688,893
20160805 13:14:21.458557,0,0,0,1,80,1,80,1,81,81,228689,893
