time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.526343,0,0,0,0,0,0,0,0,0
20160808 15:27:01.534155,0,0,0,0,0,0,0,0,0
20160808 15:27:01.534155,0,0,0,0,0,0,0,0,0
20160808 15:27:01.534155,0,0,0,0,0,0,0,0,0
20160808 15:27:01.534155,0,0,0,0,0,0,0,0,0
20160808 15:27:01.534155,0,0,0,0,0,0,0,0,0
20160808 15:27:01.541967,0,0,0,0,0,0,0,0,0
20160808 15:27:01.541967,0,0,0,0,0,0,0,0,0
20160808 15:27:01.541967,0,0,0,0,0,0,0,0,0
20160808 15:27:01.541967,0,0,0,0,0,0,0,0,0
20160808 15:27:01.549780,0,0,0,0,0,0,0,0,0
20160808 15:27:01.549780,0,0,0,0,0,0,0,0,0
20160808 15:27:01.549780,0,0,0,0,0,0,0,0,0
20160808 15:27:01.549780,0,0,0,0,0,0,0,0,0
20160808 15:27:01.549780,0,0,0,0,0,0,0,0,0
20160808 15:27:01.557593,0,0,0,0,0,0,0,0,0
20160808 15:27:01.557593,0,0,0,0,0,0,0,0,0
20160808 15:27:01.557593,0,0,0,0,0,0,0,0,0
20160808 15:27:01.557593,0,0,0,0,0,0,0,0,0
20160808 15:27:01.565405,0,0,0,0,0,0,0,0,0
20160808 15:27:01.565405,0,0,0,0,0,0,0,0,0
20160808 15:27:01.565405,0,0,0,0,0,0,0,0,0
20160808 15:27:01.565405,0,0,0,0,0,0,0,0,0
20160808 15:27:01.565405,0,0,0,0,0,0,0,0,0
20160808 15:27:01.573217,0,0,0,0,0,0,0,0,0
20160808 15:27:01.573217,0,0,0,0,0,0,0,0,0
20160808 15:27:01.573217,0,0,0,0,0,0,0,0,0
20160808 15:27:01.573217,0,0,0,0,0,0,0,0,0
20160808 15:27:01.581030,0,0,0,0,0,0,0,0,0
20160808 15:27:01.581030,0,0,0,0,0,0,0,0,0
20160808 15:27:01.581030,0,0,0,0,0,0,0,0,0
20160808 15:27:01.581030,0,0,0,0,0,0,0,0,0
20160808 15:27:01.581030,0,0,0,0,0,0,0,0,0
20160808 15:27:01.588843,0,0,0,0,0,0,0,0,0
20160808 15:27:01.588843,0,0,0,0,0,0,0,0,0
20160808 15:27:01.588843,0,0,0,0,0,0,0,0,0
20160808 15:27:01.588843,0,0,0,0,0,0,0,0,0
20160808 15:27:01.596655,0,0,0,0,0,0,0,0,0
20160808 15:27:01.596655,0,0,0,0,0,0,0,0,0
20160808 15:27:01.596655,0,0,0,0,0,0,0,0,0
20160808 15:27:01.596655,0,0,0,0,0,0,0,0,0
20160808 15:27:01.596655,0,0,0,0,0,0,0,0,0
20160808 15:27:01.604467,0,0,0,0,0,0,0,0,0
20160808 15:27:01.604467,0,0,0,0,0,0,0,0,0
20160808 15:27:01.604467,0,0,0,0,0,0,0,0,0
20160808 15:27:01.604467,0,0,0,0,0,0,0,0,0
20160808 15:27:01.612280,0,0,0,0,0,0,0,0,0
20160808 15:27:01.612280,0,0,0,0,0,0,0,0,0
20160808 15:27:01.612280,0,0,0,0,0,0,0,0,0
20160808 15:27:01.612280,0,0,0,0,0,0,0,0,0
20160808 15:27:01.612280,0,0,0,0,0,0,0,0,0
20160808 15:27:01.620093,0,0,0,0,0,0,0,0,0
20160808 15:27:01.620093,0,0,0,0,0,0,0,0,0
20160808 15:27:01.620093,0,0,0,0,0,0,0,0,0
20160808 15:27:01.620093,0,0,0,0,0,0,0,0,0
20160808 15:27:01.627905,0,0,0,0,0,0,0,0,0
20160808 15:27:01.627905,0,0,0,0,0,0,0,0,0
20160808 15:27:01.627905,0,0,0,0,0,0,0,0,0
20160808 15:27:01.627905,0,0,0,0,0,0,0,0,0
20160808 15:27:01.627905,0,0,0,0,0,0,0,0,0
20160808 15:27:01.635717,0,0,0,0,0,0,0,0,0
