time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160802 09:57:39.872348,0,1,0,1,0,0,32,8,119,0,678887464,30464
20160802 09:57:39.880161,0,1,0,1,0,0,32,8,120,0,678953000,30720
20160802 09:57:39.887973,0,1,0,1,0,0,32,8,121,0,679018536,30976
20160802 09:57:39.895785,0,1,0,1,0,0,32,8,122,0,679084072,31232
20160802 09:57:39.903598,0,1,0,1,0,0,32,8,123,0,679149608,31488
20160802 09:57:39.911411,0,1,0,1,0,0,32,8,124,0,679215144,31744
20160802 09:57:39.919223,0,1,0,1,0,0,32,8,125,0,679280680,32000
20160802 09:57:39.927035,0,1,0,1,0,0,32,8,126,0,679346216,32256
20160802 09:57:39.934848,0,1,0,1,0,0,32,8,127,0,679411752,32512
20160802 09:57:39.942661,0,1,0,1,0,0,32,8,128,0,679477288,32768
20160802 09:57:39.950473,0,1,0,1,0,0,32,8,129,0,679542824,33024
20160802 09:57:39.958285,0,1,0,1,0,0,32,8,130,0,679608360,33280
20160802 09:57:39.966098,0,1,0,1,0,0,32,8,131,0,679673896,33536
20160802 09:57:39.973911,0,1,0,1,0,0,32,8,132,0,679739432,33792
20160802 09:57:39.981723,0,1,0,1,0,0,32,8,133,0,679804968,34048
20160802 09:57:39.989535,0,1,0,1,0,0,32,8,134,0,679870504,34304
20160802 09:57:39.997348,0,1,0,1,0,0,32,8,135,0,679936040,34560
20160802 09:57:40.005161,0,1,0,1,0,0,32,8,136,0,680001576,34816
20160802 09:57:40.012973,0,1,0,1,0,0,32,8,137,0,680067112,35072
20160802 09:57:40.020785,0,1,0,1,0,0,32,8,138,0,680132648,35328
20160802 09:57:40.028598,0,1,0,1,0,0,32,8,139,0,680198184,35584
20160802 09:57:40.036411,0,1,0,1,0,0,32,8,140,0,680263720,35840
20160802 09:57:40.044223,0,1,0,1,0,0,32,8,141,0,680329256,36096
20160802 09:57:40.052035,0,1,0,1,0,0,32,8,142,0,680394792,36352
20160802 09:57:40.059848,0,1,0,1,0,0,32,8,143,0,680460328,36608
20160802 09:57:40.067661,0,1,0,1,0,0,32,8,144,0,680525864,36864
20160802 09:57:40.075473,0,1,0,1,0,0,32,8,145,0,680591400,37120
20160802 09:57:40.083285,0,1,0,1,0,0,32,8,146,0,680656936,37376
20160802 09:57:40.091098,0,1,0,1,0,0,32,8,147,0,680722472,37632
20160802 09:57:40.098911,0,1,0,1,0,0,32,8,148,0,680788008,37888
20160802 09:57:40.106723,0,1,0,1,0,0,32,8,149,0,680853544,38144
20160802 09:57:40.114535,0,1,0,1,0,0,32,8,150,0,680919080,38400
20160802 09:57:40.122348,0,1,0,1,0,0,32,8,151,0,680984616,38656
20160802 09:57:40.130161,0,1,0,1,0,0,32,8,152,0,681050152,38912
20160802 09:57:40.137973,0,1,0,1,0,0,32,8,153,0,681115688,39168
20160802 09:57:40.145785,0,1,0,1,0,0,32,8,154,0,681181224,39424
20160802 09:57:40.153598,0,1,0,1,0,0,32,8,155,0,681246760,39680
20160802 09:57:40.161411,0,1,0,1,0,0,32,8,156,0,681312296,39936
20160802 09:57:40.169223,0,1,0,1,0,0,32,8,157,0,681377832,40192
20160802 09:57:40.177035,0,1,0,1,0,0,32,8,158,0,681443368,40448
20160802 09:57:40.184848,0,1,0,1,0,0,32,8,159,0,681508904,40704
20160802 09:57:40.192661,0,1,0,1,0,0,32,8,160,0,681574440,40960
20160802 09:57:40.200473,0,1,0,1,0,0,32,8,161,0,681639976,41216
20160802 09:57:40.208285,0,1,0,1,0,0,32,8,162,0,681705512,41472
