time,status,x,y,z
20160810 15:50:08.722140,0,7406,7406,7406
20160810 15:50:08.729953,0,7407,7407,7407
20160810 15:50:08.737765,0,7408,7408,7408
20160810 15:50:08.745577,0,7409,7409,7409
20160810 15:50:08.753390,0,7410,7410,7410
20160810 15:50:08.761203,0,7411,7411,7411
20160810 15:50:08.769015,0,7412,7412,7412
20160810 15:50:08.776827,0,7413,7413,7413
20160810 15:50:08.784640,0,7414,7414,7414
20160810 15:50:08.792453,0,7415,7415,7415
20160810 15:50:08.800265,0,7416,7416,7416
20160810 15:50:08.808077,0,7417,7417,7417
20160810 15:50:08.815890,0,7418,7418,7418
20160810 15:50:08.823703,0,7419,7419,7419
20160810 15:50:08.831515,0,7420,7420,7420
20160810 15:50:08.839327,0,7421,7421,7421
20160810 15:50:08.847140,0,7422,7422,7422
20160810 15:50:08.854953,0,7423,7423,7423
20160810 15:50:08.862765,0,7424,7424,7424
20160810 15:50:08.870577,0,7425,7425,7425
20160810 15:50:08.878390,0,7426,7426,7426
20160810 15:50:08.886203,0,7427,7427,7427
20160810 15:50:08.894015,0,7428,7428,7428
20160810 15:50:08.901827,0,7429,7429,7429
20160810 15:50:08.909640,0,7430,7430,7430
20160810 15:50:08.917453,0,7431,7431,7431
20160810 15:50:08.925265,0,7432,7432,7432
20160810 15:50:08.933077,0,7433,7433,7433
20160810 15:50:08.940890,0,7434,7434,7434
20160810 15:50:08.948703,0,7435,7435,7435
20160810 15:50:08.956515,0,7436,7436,7436
20160810 15:50:08.964327,0,7437,7437,7437
20160810 15:50:08.972140,0,7438,7438,7438
20160810 15:50:08.979953,0,7439,7439,7439
20160810 15:50:08.987765,0,7440,7440,7440
20160810 15:50:08.995577,0,7441,7441,7441
20160810 15:50:09.003390,0,7442,7442,7442
20160810 15:50:09.011203,0,7443,7443,7443
20160810 15:50:09.019015,0,7444,7444,7444
20160810 15:50:09.026827,0,7445,7445,7445
20160810 15:50:09.034640,0,7446,7446,7446
20160810 15:50:09.042453,0,7447,7447,7447
20160810 15:50:09.050265,0,7448,7448,7448
20160810 15:50:09.058077,0,7449,7449,7449
20160810 15:50:09.065890,0,7450,7450,7450
20160810 15:50:09.073703,0,7451,7451,7451
20160810 15:50:09.081515,0,7452,7452,7452
20160810 15:50:09.089327,0,7453,7453,7453
20160810 15:50:09.097140,0,7454,7454,7454
20160810 15:50:09.104953,0,7455,7455,7455
20160810 15:50:09.112765,0,7456,7456,7456
20160810 15:50:09.120577,0,7457,7457,7457
20160810 15:50:09.128390,0,7458,7458,7458
20160810 15:50:09.136203,0,7459,7459,7459
20160810 15:50:09.144015,0,7460,7460,7460
20160810 15:50:09.151827,0,7461,7461,7461
20160810 15:50:09.159640,0,7462,7462,7462
20160810 15:50:09.167453,0,7463,7463,7463
20160810 15:50:09.175265,0,7464,7464,7464
20160810 15:50:09.183077,0,7465,7465,7465
20160810 15:50:09.190890,0,7466,7466,7466
20160810 15:50:09.198703,0,7467,7467,7467
