time,status,x,y,z
20160810 14:55:41.641523,0,2,2,2
20160810 14:55:41.649335,0,3,3,3
20160810 14:55:41.657148,0,4,4,4
20160810 14:55:41.664961,0,5,5,5
20160810 14:55:41.672773,0,6,6,6
20160810 14:55:41.680585,0,7,7,7
20160810 14:55:41.688398,0,8,8,8
20160810 14:55:41.696211,0,9,9,9
20160810 14:55:41.704023,0,10,10,10
20160810 14:55:41.711835,0,11,11,11
20160810 14:55:41.719648,0,12,12,12
20160810 14:55:41.727461,0,13,13,13
20160810 14:55:41.735273,0,14,14,14
20160810 14:55:41.743085,0,15,15,15
20160810 14:55:41.750898,0,16,16,16
20160810 14:55:41.758711,0,17,17,17
20160810 14:55:41.766523,0,18,18,18
20160810 14:55:41.774335,0,19,19,19
20160810 14:55:41.782148,0,20,20,20
20160810 14:55:41.789961,0,21,21,21
20160810 14:55:41.797773,0,22,22,22
20160810 14:55:41.805585,0,23,23,23
20160810 14:55:41.813398,0,24,24,24
20160810 14:55:41.821211,0,25,25,25
20160810 14:55:41.829023,0,26,26,26
20160810 14:55:41.836835,0,27,27,27
20160810 14:55:41.844648,0,28,28,28
20160810 14:55:41.852461,0,29,29,29
20160810 14:55:41.860273,0,30,30,30
20160810 14:55:41.868085,0,31,31,31
20160810 14:55:41.875898,0,32,32,32
20160810 14:55:41.883711,0,33,33,33
20160810 14:55:41.891523,0,34,34,34
20160810 14:55:41.899335,0,35,35,35
20160810 14:55:41.907148,0,36,36,36
20160810 14:55:41.914961,0,37,37,37
20160810 14:55:41.922773,0,38,38,38
20160810 14:55:41.930585,0,39,39,39
20160810 14:55:41.938398,0,40,40,40
20160810 14:55:41.946211,0,41,41,41
20160810 14:55:41.954023,0,42,42,42
20160810 14:55:41.961835,0,43,43,43
20160810 14:55:41.969648,0,44,44,44
20160810 14:55:41.977461,0,45,45,45
20160810 14:55:41.985273,0,46,46,46
20160810 14:55:41.993085,0,47,47,47
20160810 14:55:42.000898,0,48,48,48
20160810 14:55:42.008711,0,49,49,49
20160810 14:55:42.016523,0,50,50,50
20160810 14:55:42.024335,0,51,51,51
20160810 14:55:42.032148,0,52,52,52
20160810 14:55:42.039961,0,53,53,53
20160810 14:55:42.047773,0,54,54,54
20160810 14:55:42.055585,0,55,55,55
20160810 14:55:42.063398,0,56,56,56
20160810 14:55:42.071211,0,57,57,57
20160810 14:55:42.079023,0,58,58,58
20160810 14:55:42.086835,0,59,59,59
20160810 14:55:42.094648,0,60,60,60
20160810 14:55:42.102461,0,61,61,61
20160810 14:55:42.110273,0,62,62,62
20160810 14:55:42.118085,0,63,63,63
20160810 14:55:42.125898,0,64,64,64
20160810 14:55:42.133711,0,65,65,65
20160810 14:55:42.141523,0,66,66,66
20160810 14:55:42.149335,0,67,67,67
20160810 14:55:42.157148,0,68,68,68
20160810 14:55:42.164961,0,69,69,69
20160810 14:55:42.172773,0,70,70,70
20160810 14:55:42.180585,0,71,71,71
20160810 14:55:42.188398,0,72,72,72
20160810 14:55:42.196211,0,73,73,73
20160810 14:55:42.204023,0,74,74,74
20160810 14:55:42.211835,0,75,75,75
20160810 14:55:42.219648,0,76,76,76
20160810 14:55:42.227461,0,77,77,77
20160810 14:55:42.235273,0,78,78,78
20160810 14:55:42.243085,0,79,79,79
20160810 14:55:42.250898,0,80,80,80
20160810 14:55:42.258711,0,81,81,81
20160810 14:55:42.266523,0,82,82,82
20160810 14:55:42.274335,0,83,83,83
20160810 14:55:42.282148,0,84,84,84
