time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:39:06.708944,0,0,0,0,0,0,0,0,15
20160808 15:39:06.708944,0,176,5,0,0,0,0,0,15
20160808 15:39:06.708944,0,176,5,64,10,0,0,0,15
20160808 15:39:06.708944,0,176,5,64,10,13,0,0,15
20160808 15:39:06.708944,0,176,5,64,10,13,85,0,15
20160808 15:39:06.708944,0,176,5,64,10,13,85,889192448,15
20160808 15:39:06.708944,0,176,5,64,10,13,85,889847808,15
20160808 15:39:06.708944,0,176,5,64,10,13,85,889860096,0
20160808 15:39:06.708944,0,176,5,64,10,13,85,889860128,0
20160808 15:39:06.708944,0,176,5,64,10,13,85,889860128,12288
20160808 15:39:06.708944,0,176,5,64,10,13,85,889860128,12288
20160808 15:39:06.716756,0,176,5,64,10,13,85,889860128,12288
20160808 15:39:06.716756,0,32,0,64,10,13,85,889860128,12288
20160808 15:39:06.716756,0,32,0,48,0,13,85,889860128,12288
20160808 15:39:06.716756,0,32,0,48,0,32,85,889860128,12288
20160808 15:39:06.716756,0,32,0,48,0,32,48,889860128,12288
20160808 15:39:06.724569,0,32,0,48,0,32,48,889860128,12302
20160808 15:39:06.724569,0,48,0,48,0,32,48,889860128,12302
20160808 15:39:06.724569,0,48,0,32,0,32,48,889860128,12302
20160808 15:39:06.724569,0,48,0,32,0,13,48,889860128,12302
20160808 15:39:06.732382,0,48,0,32,0,13,48,889860128,12302
20160808 15:39:06.732382,0,0,0,32,0,13,48,889860128,12302
20160808 15:39:06.732382,0,0,0,0,0,13,48,889860128,12302
20160808 15:39:06.732382,0,0,0,0,0,0,48,889860128,12302
20160808 15:39:06.732382,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.740194,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.740194,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.740194,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.740194,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.748006,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.748006,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.748006,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.748006,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.748006,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.755819,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.755819,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.755819,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.755819,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.763632,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.763632,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.763632,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.763632,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.763632,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.771444,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.771444,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.771444,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.771444,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.779256,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.779256,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.779256,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.779256,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.779256,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.787069,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.787069,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.787069,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.787069,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.794882,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.794882,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.794882,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.794882,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.794882,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.802694,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.802694,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.802694,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.802694,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.810506,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.810506,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.810506,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.810506,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.810506,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.818319,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.818319,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.818319,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.818319,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.826132,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.826132,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.826132,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.826132,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.826132,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.833944,0,0,0,0,0,0,0,889860128,12302
20160808 15:39:06.833944,0,80,2,0,0,0,0,889860128,12302
20160808 15:39:06.833944,0,80,2,96,5,0,0,889860128,12302
