time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160801-114240,0,1,0,1,0,0,48,6,162,0,916586550,10616980
20160801-114240,0,1,0,1,0,0,48,6,163,0,916652086,10682517
20160801-114240,0,1,0,1,0,0,48,6,164,0,916717622,10748054
20160801-114240,54,146,146,146,144,2,144,2,0,0,915537974,0
20160801-114240,54,147,147,147,144,3,144,3,0,0,915603510,0
20160801-114240,54,148,148,148,144,4,144,4,0,0,915669046,0
20160801-114240,54,149,149,149,144,5,144,5,0,0,915734582,0
20160801-114240,54,150,150,150,144,6,144,6,0,0,915800118,0
20160801-114240,54,153,153,153,144,9,144,9,0,0,915996726,0
20160801-114240,54,154,154,154,144,10,144,10,0,0,916062262,0
20160801-114240,54,155,155,155,144,11,144,11,0,0,916127798,0
20160801-114240,54,156,156,156,144,12,144,12,0,0,916193334,0
20160801-114240,54,157,157,157,144,13,144,13,0,0,916258870,0
20160801-114240,54,158,158,158,144,14,144,14,0,0,916324406,0
20160801-114240,54,159,159,159,144,15,144,15,0,0,916389942,0
20160801-114240,54,160,160,160,160,0,160,0,0,0,916455478,0
20160801-114240,54,161,161,161,160,1,160,1,0,0,916521014,0
20160801-114240,54,162,162,162,160,2,160,2,0,0,916586550,0
20160801-114240,54,163,163,163,160,3,160,3,0,0,916652086,0
20160801-114240,54,164,164,164,160,4,160,4,0,0,916717622,0
20160801-114240,54,165,165,165,160,5,160,5,0,0,916783158,0
20160801-114240,54,166,166,166,160,6,160,6,0,0,916848694,0
20160801-114240,54,167,167,167,160,7,160,7,0,0,916914230,0
20160801-114240,54,168,168,168,160,8,160,8,0,0,916979766,0
20160801-114240,54,169,169,169,160,9,160,9,0,0,917045302,0
20160801-114240,54,170,170,170,160,10,160,10,0,0,917110838,0
20160801-114240,54,171,171,171,160,11,160,11,0,0,917176374,0
20160801-114240,54,172,172,172,160,12,160,12,0,0,917241910,0
20160801-114240,54,173,173,173,160,13,160,13,0,0,917307446,0
20160801-114240,54,174,174,174,160,14,160,14,0,0,917372982,0
20160801-114240,54,175,175,175,160,15,160,15,0,0,917438518,0
20160801-114240,54,176,176,176,176,0,176,0,0,0,917504054,0
20160801-114240,54,177,177,177,176,1,176,1,0,0,917569590,0
20160801-114240,54,178,178,178,176,2,176,2,0,0,917635126,0
20160801-114240,54,179,179,179,176,3,176,3,0,0,917700662,0
20160801-114240,54,180,180,180,176,4,176,4,0,0,917766198,0
20160801-114240,54,181,181,181,176,5,176,5,0,0,917831734,0
20160801-114240,54,182,182,182,176,6,176,6,0,0,917897270,0
20160801-114240,54,183,183,183,176,7,176,7,0,0,917962806,0
20160801-114240,54,184,184,184,176,8,176,8,0,0,918028342,0
20160801-114240,54,185,185,185,176,9,176,9,0,0,918093878,0
20160801-114240,54,186,186,186,176,10,176,10,0,0,918159414,0
20160801-114240,54,187,187,187,176,11,176,11,0,0,918224950,0
20160801-114240,54,188,188,188,176,12,176,12,0,0,918290486,0
20160801-114240,54,189,189,189,176,13,176,13,0,0,918356022,0
20160801-114240,54,190,190,190,176,14,176,14,0,0,918421558,0
20160801-114240,54,191,191,191,176,15,176,15,0,0,918487094,0
20160801-114241,54,192,192,192,192,0,192,0,0,0,918552630,0
20160801-114241,54,193,193,193,192,1,192,1,0,0,918618166,0
20160801-114241,54,194,194,194,192,2,192,2,0,0,918683702,0
20160801-114241,54,195,195,195,192,3,192,3,0,0,918749238,0
20160801-114241,54,196,196,196,192,4,192,4,0,0,918814774,0
20160801-114241,54,197,197,197,192,5,192,5,0,0,918880310,0
