time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160801-124021,0,1,0,1,0,1,32,1,226,1,568459553,14811362
20160801-124021,0,1,0,1,0,1,32,1,227,1,568525089,14876899
20160801-124021,0,1,0,1,0,1,32,1,228,1,568590625,14942436
20160801-124021,0,1,0,1,0,1,32,1,229,1,568656161,15007973
20160801-124021,0,1,0,1,0,1,32,1,230,1,568721697,15073510
20160801-124021,0,1,0,1,0,1,32,1,231,1,568787233,15139047
20160801-124021,0,1,0,1,0,1,32,1,232,1,568852769,15204584
20160801-124021,0,1,0,1,0,1,32,1,233,1,568918305,15270121
20160801-124021,0,1,0,1,0,1,32,1,234,1,568983841,15335658
20160801-124021,0,1,0,1,0,1,32,1,235,1,569049377,15401195
20160801-124021,0,1,0,1,0,1,32,1,236,1,569114913,15466732
20160801-124021,0,1,0,1,0,1,32,1,237,1,569180449,15532269
20160801-124021,0,1,0,1,0,1,32,1,238,1,569245985,15597806
20160801-124021,0,1,0,1,0,1,32,1,239,1,569311521,15663343
20160801-124021,0,1,0,1,0,1,32,1,240,1,569377057,15728880
20160801-124021,0,1,0,1,0,1,32,1,241,1,569442593,15794417
20160801-124021,0,1,0,1,0,1,32,1,242,1,569508129,15859954
20160801-124021,0,1,0,1,0,1,32,1,243,1,569573665,15925491
20160801-124021,0,1,0,1,0,1,32,1,244,1,569639201,15991028
20160801-124021,0,1,0,1,0,1,32,1,245,1,569704737,16056565
20160801-124021,0,1,0,1,0,1,32,1,246,1,569770273,16122102
20160801-124021,0,1,0,1,0,1,32,1,247,1,569835809,16187639
20160801-124021,0,1,0,1,0,1,32,1,248,1,569901345,16253176
20160801-124021,0,1,0,1,0,1,32,1,249,1,569966881,16318713
20160801-124021,0,1,0,1,0,1,32,1,250,1,570032417,16384250
20160801-124021,0,1,0,1,0,1,32,1,251,1,570097953,16449787
20160801-124021,0,1,0,1,0,1,32,1,252,1,570163489,16515324
