time,status,x,y,z
20160810 15:46:49.021339,0,11910,11910,11910
20160810 15:46:49.029152,0,11911,11911,11911
20160810 15:46:49.036965,0,11912,11912,11912
20160810 15:46:49.044777,0,11913,11913,11913
20160810 15:46:49.052589,0,11914,11914,11914
20160810 15:46:49.060402,0,11915,11915,11915
20160810 15:46:49.068215,0,11916,11916,11916
20160810 15:46:49.076027,0,11917,11917,11917
20160810 15:46:49.083839,0,11918,11918,11918
20160810 15:46:49.091652,0,11919,11919,11919
20160810 15:46:49.099465,0,11920,11920,11920
20160810 15:46:49.107277,0,11921,11921,11921
20160810 15:46:49.115089,0,11922,11922,11922
20160810 15:46:49.122902,0,11923,11923,11923
20160810 15:46:49.130715,0,11924,11924,11924
20160810 15:46:49.138527,0,11925,11925,11925
20160810 15:46:49.146339,0,11926,11926,11926
20160810 15:46:49.154152,0,11927,11927,11927
20160810 15:46:49.161965,0,11928,11928,11928
20160810 15:46:49.169777,0,11929,11929,11929
20160810 15:46:49.177589,0,11930,11930,11930
20160810 15:46:49.185402,0,11931,11931,11931
20160810 15:46:49.193215,0,11932,11932,11932
20160810 15:46:49.201027,0,11933,11933,11933
20160810 15:46:49.208839,0,11934,11934,11934
20160810 15:46:49.216652,0,11935,11935,11935
20160810 15:46:49.224465,0,11936,11936,11936
20160810 15:46:49.232277,0,11937,11937,11937
20160810 15:46:49.240089,0,11938,11938,11938
20160810 15:46:49.247902,0,11939,11939,11939
20160810 15:46:49.255715,0,11940,11940,11940
20160810 15:46:49.263527,0,11941,11941,11941
20160810 15:46:49.271339,0,11942,11942,11942
20160810 15:46:49.279152,0,11943,11943,11943
20160810 15:46:49.286965,0,11944,11944,11944
20160810 15:46:49.294777,0,11945,11945,11945
20160810 15:46:49.302589,0,11946,11946,11946
20160810 15:46:49.310402,0,11947,11947,11947
20160810 15:46:49.318215,0,11948,11948,11948
20160810 15:46:49.326027,0,11949,11949,11949
20160810 15:46:49.333839,0,11950,11950,11950
20160810 15:46:49.341652,0,11951,11951,11951
20160810 15:46:49.349465,0,11952,11952,11952
20160810 15:46:49.357277,0,11953,11953,11953
20160810 15:46:49.365089,0,11954,11954,11954
20160810 15:46:49.372902,0,11955,11955,11955
20160810 15:46:49.380715,0,11956,11956,11956
20160810 15:46:49.388527,0,11957,11957,11957
20160810 15:46:49.396339,0,11958,11958,11958
20160810 15:46:49.404152,0,11959,11959,11959
20160810 15:46:49.411965,0,11960,11960,11960
20160810 15:46:49.419777,0,11961,11961,11961
20160810 15:46:49.427589,0,11962,11962,11962
20160810 15:46:49.435402,0,11963,11963,11963
20160810 15:46:49.443215,0,11964,11964,11964
20160810 15:46:49.451027,0,11965,11965,11965
20160810 15:46:49.458839,0,11966,11966,11966
20160810 15:46:49.466652,0,11967,11967,11967
20160810 15:46:49.474465,0,11968,11968,11968
20160810 15:46:49.482277,0,11969,11969,11969
20160810 15:46:49.490089,0,11970,11970,11970
20160810 15:46:49.497902,0,11971,11971,11971
20160810 15:46:49.505715,0,11972,11972,11972
20160810 15:46:49.513527,0,11973,11973,11973
20160810 15:46:49.521339,0,11974,11974,11974
20160810 15:46:49.529152,0,11975,11975,11975
20160810 15:46:49.536965,0,11976,11976,11976
20160810 15:46:49.544777,0,11977,11977,11977
20160810 15:46:49.552589,0,11978,11978,11978
20160810 15:46:49.560402,0,11979,11979,11979
20160810 15:46:49.568215,0,11980,11980,11980
20160810 15:46:49.576027,0,11981,11981,11981
20160810 15:46:49.583839,0,11982,11982,11982
20160810 15:46:49.591652,0,11983,11983,11983
20160810 15:46:49.599465,0,11984,11984,11984
20160810 15:46:49.607277,0,11985,11985,11985
20160810 15:46:49.615089,0,11986,11986,11986
20160810 15:46:49.622902,0,11987,11987,11987
20160810 15:46:49.630715,0,11988,11988,11988
20160810 15:46:49.638527,0,11989,11989,11989
20160810 15:46:49.646339,0,11990,11990,11990
20160810 15:46:49.654152,0,11991,11991,11991
20160810 15:46:49.661965,0,11992,11992,11992
20160810 15:46:49.669777,0,11993,11993,11993
20160810 15:46:49.677589,0,11994,11994,11994
20160810 15:46:49.685402,0,11995,11995,11995
20160810 15:46:49.693215,0,11996,11996,11996
20160810 15:46:49.701027,0,11997,11997,11997
20160810 15:46:49.708839,0,11998,11998,11998
20160810 15:46:49.716652,0,11999,11999,11999
20160810 15:46:49.724465,0,12000,12000,12000
20160810 15:46:49.732277,0,12001,12001,12001
