time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 14:49:45.236074,0,192,14,192,14,206,206,1230,4
20160810 14:49:45.243887,0,192,15,192,15,207,207,1231,4
20160810 14:49:45.251700,0,208,0,208,0,208,208,1232,4
20160810 14:49:45.259512,0,208,1,208,1,209,209,1233,4
20160810 14:49:45.267324,0,208,2,208,2,210,210,1234,4
20160810 14:49:45.275137,0,208,3,208,3,211,211,1235,4
20160810 14:49:45.282950,0,208,4,208,4,212,212,1236,4
20160810 14:49:45.290762,0,208,5,208,5,213,213,1237,4
20160810 14:49:45.298574,0,208,6,208,6,214,214,1238,4
20160810 14:49:45.306387,0,208,7,208,7,215,215,1239,4
20160810 14:49:45.314200,0,208,8,208,8,216,216,1240,4
20160810 14:49:45.322012,0,208,9,208,9,217,217,1241,4
20160810 14:49:45.329824,0,208,10,208,10,218,218,1242,4
20160810 14:49:45.337637,0,208,11,208,11,219,219,1243,4
20160810 14:49:45.345450,0,208,12,208,12,220,220,1244,4
20160810 14:49:45.353262,0,208,13,208,13,221,221,1245,4
20160810 14:49:45.361074,0,208,14,208,14,222,222,1246,4
20160810 14:49:45.368887,0,208,15,208,15,223,223,1247,4
20160810 14:49:45.376700,0,224,0,224,0,224,224,1248,4
20160810 14:49:45.384512,0,224,1,224,1,225,225,1249,4
20160810 14:49:45.392324,0,224,2,224,2,226,226,1250,4
20160810 14:49:45.400137,0,224,3,224,3,227,227,1251,4
20160810 14:49:45.407950,0,224,4,224,4,228,228,1252,4
20160810 14:49:45.415762,0,224,5,224,5,229,229,1253,4
20160810 14:49:45.423574,0,224,6,224,6,230,230,1254,4
20160810 14:49:45.431387,0,224,7,224,7,231,231,1255,4
20160810 14:49:45.439200,0,224,8,224,8,232,232,1256,4
20160810 14:49:45.447012,0,224,9,224,9,233,233,1257,4
20160810 14:49:45.454824,0,224,10,224,10,234,234,1258,4
20160810 14:49:45.462637,0,224,11,224,11,235,235,1259,4
20160810 14:49:45.470450,0,224,12,224,12,236,236,1260,4
20160810 14:49:45.478262,0,224,13,224,13,237,237,1261,4
20160810 14:49:45.486074,0,224,14,224,14,238,238,1262,4
20160810 14:49:45.493887,0,224,15,224,15,239,239,1263,4
20160810 14:49:45.501700,0,240,0,240,0,240,240,1264,4
20160810 14:49:45.509512,0,240,1,240,1,241,241,1265,4
20160810 14:49:45.517324,0,240,2,240,2,242,242,1266,4
20160810 14:49:45.525137,0,240,3,240,3,243,243,1267,4
20160810 14:49:45.532950,0,240,4,240,4,244,244,1268,4
20160810 14:49:45.540762,0,240,5,240,5,245,245,1269,4
