time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:31:49.049497,0,16,1,16,1,17,0,1986356256,0
20160808 15:31:49.049497,0,16,1,16,1,17,17,1986356256,0
20160808 15:31:49.057310,0,16,1,16,1,17,17,1986356256,0
20160808 15:31:49.057310,0,32,0,16,1,17,17,1986356256,0
20160808 15:31:49.057310,0,32,0,16,3,17,17,1986356256,0
20160808 15:31:49.057310,0,32,0,16,3,19,17,1986356256,0
20160808 15:31:49.065122,0,32,0,16,3,19,17,1986356256,0
20160808 15:31:49.065122,0,96,3,16,3,19,17,1986356256,0
20160808 15:31:49.065122,0,96,3,96,13,19,17,1986356256,0
20160808 15:31:49.065122,0,96,3,96,13,32,17,1986356256,0
20160808 15:31:49.065122,0,96,3,96,13,32,20,1986356256,0
20160808 15:31:49.072934,0,96,3,96,13,32,20,1986356256,0
20160808 15:31:49.072934,0,16,4,96,13,32,20,1986356256,0
20160808 15:31:49.072934,0,16,4,96,3,32,20,1986356256,0
20160808 15:31:49.072934,0,16,4,96,3,109,20,1986356256,0
20160808 15:31:49.080747,0,16,4,96,3,109,20,1986356256,0
20160808 15:31:49.080747,0,16,5,96,3,109,20,1986356256,0
20160808 15:31:49.080747,0,16,5,16,5,109,20,1986356256,0
20160808 15:31:49.080747,0,16,5,16,5,21,20,1986356256,0
20160808 15:31:49.080747,0,16,5,16,5,21,99,1986356256,0
20160808 15:31:49.088560,0,16,5,16,5,21,99,1986356256,0
20160808 15:31:49.088560,0,16,6,16,5,21,99,1986356256,0
20160808 15:31:49.088560,0,16,6,16,6,21,99,1986356256,0
20160808 15:31:49.088560,0,16,6,16,6,22,99,1986356256,0
20160808 15:31:49.096372,0,16,6,16,6,22,99,1986356256,0
20160808 15:31:49.096372,0,96,11,16,6,22,99,1986356256,0
20160808 15:31:49.096372,0,96,11,48,0,22,99,1986356256,0
20160808 15:31:49.096372,0,96,11,48,0,0,99,1986356256,0
20160808 15:31:49.096372,0,96,11,48,0,0,0,1986356256,0
20160808 15:31:49.104184,0,96,11,48,0,0,0,1986356256,0
20160808 15:31:49.104184,0,96,3,48,0,0,0,1986356256,0
20160808 15:31:49.104184,0,96,3,96,11,0,0,1986356256,0
20160808 15:31:49.104184,0,96,3,96,11,48,0,1986356256,0
20160808 15:31:49.111997,0,96,3,96,11,48,0,1986356256,0
20160808 15:31:49.111997,0,0,0,96,11,48,0,1986356256,0
20160808 15:31:49.111997,0,0,0,0,0,48,0,1986356256,0
20160808 15:31:49.111997,0,0,0,0,0,99,0,1986356256,0
20160808 15:31:49.111997,0,0,0,0,0,99,107,1986356256,0
20160808 15:31:49.119810,0,0,0,0,0,99,107,1986356256,0
20160808 15:31:49.119810,0,16,10,0,0,99,107,1986356256,0
20160808 15:31:49.119810,0,16,10,16,10,99,107,1986356256,0
20160808 15:31:49.119810,0,16,10,16,10,26,107,1986356256,0
20160808 15:31:49.127622,0,16,10,16,10,26,107,1986356256,0
20160808 15:31:49.127622,0,64,3,16,10,26,107,1986356256,0
20160808 15:31:49.127622,0,64,3,0,0,26,107,1986356256,0
20160808 15:31:49.127622,0,64,3,0,0,28,107,1986356256,0
20160808 15:31:49.127622,0,64,3,0,0,28,28,1986356256,0
20160808 15:31:49.135434,0,64,3,0,0,28,28,1986356256,0
20160808 15:31:49.135434,0,96,13,0,0,28,28,1986356256,0
20160808 15:31:49.135434,0,96,13,64,3,28,28,1986356256,0
20160808 15:31:49.135434,0,96,13,64,3,0,28,1986356256,0
20160808 15:31:49.143247,0,96,13,64,3,0,28,1986356256,0
20160808 15:31:49.143247,0,16,13,64,3,0,28,1986356256,0
20160808 15:31:49.143247,0,16,13,0,0,0,28,1986356256,0
20160808 15:31:49.143247,0,16,13,0,0,97,28,1986356256,0
20160808 15:31:49.143247,0,16,13,0,0,97,85,1986356256,0
20160808 15:31:49.151060,0,16,13,0,0,97,85,1986356256,0
20160808 15:31:49.151060,0,16,14,0,0,97,85,1986356256,0
20160808 15:31:49.151060,0,16,14,16,14,97,85,1986356256,0
20160808 15:31:49.151060,0,16,14,16,14,0,85,1986356256,0
20160808 15:31:49.158872,0,16,14,16,14,0,85,1986356256,0
20160808 15:31:49.158872,0,32,0,16,14,0,85,1986356256,0
20160808 15:31:49.158872,0,32,0,16,15,0,85,1986356256,0
20160808 15:31:49.158872,0,32,0,16,15,31,85,1986356256,0
20160808 15:31:49.158872,0,32,0,16,15,31,31,1986356256,0
20160808 15:31:49.166684,0,32,0,16,15,31,31,1986356256,0
20160808 15:31:49.166684,0,32,0,16,15,31,31,1986356256,0
20160808 15:31:49.166684,0,32,0,32,0,31,31,1986356256,0
20160808 15:31:49.166684,0,32,0,32,0,0,31,1986356256,0
20160808 15:31:49.174497,0,32,0,32,0,0,31,1986356256,0
20160808 15:31:49.174497,0,0,0,32,0,0,31,1986356256,0
20160808 15:31:49.174497,0,0,0,112,6,0,31,1986356256,0
20160808 15:31:49.174497,0,0,0,112,6,32,31,1986356256,0
20160808 15:31:49.174497,0,0,0,112,6,32,32,1986356256,0
20160808 15:31:49.182310,0,0,0,112,6,32,32,1986356256,0
20160808 15:31:49.182310,0,0,0,112,6,32,32,1986356256,0
20160808 15:31:49.182310,0,0,0,0,0,32,32,1986356256,0
20160808 15:31:49.182310,0,0,0,0,0,118,32,1986356256,0
20160808 15:31:49.190122,0,0,0,0,0,118,32,1986356256,0
20160808 15:31:49.190122,0,32,4,0,0,118,32,1986356256,0
20160808 15:31:49.190122,0,32,4,32,4,118,32,1986356256,0
20160808 15:31:49.190122,0,32,4,32,4,36,32,1986356256,0
20160808 15:31:49.190122,0,32,4,32,4,36,36,1986356256,0
20160808 15:31:49.197934,0,32,4,32,4,36,36,1986356256,0
20160808 15:31:49.197934,0,48,1,32,4,36,36,1986356256,0
20160808 15:31:49.197934,0,48,1,32,5,36,36,1986356256,0
20160808 15:31:49.197934,0,48,1,32,5,37,36,1986356256,0
20160808 15:31:49.205747,0,48,1,32,5,37,36,1986356256,0
20160808 15:31:49.205747,0,0,0,32,5,37,36,1986356256,0
20160808 15:31:49.205747,0,0,0,32,0,37,36,1986356256,0
20160808 15:31:49.205747,0,0,0,32,0,49,36,1986356256,0
20160808 15:31:49.205747,0,0,0,32,0,49,38,1986356256,0
20160808 15:31:49.213560,0,0,0,32,0,49,38,1986356256,0
20160808 15:31:49.213560,0,32,6,32,0,49,38,1986356256,0
20160808 15:31:49.213560,0,32,6,0,0,49,38,1986356256,0
20160808 15:31:49.213560,0,32,6,0,0,32,38,1986356256,0
20160808 15:31:49.221372,0,32,6,0,0,32,38,1986356256,0
20160808 15:31:49.221372,0,32,7,0,0,32,38,1986356256,0
20160808 15:31:49.221372,0,32,7,32,7,32,38,1986356256,0
20160808 15:31:49.221372,0,32,7,32,7,39,38,1986356256,0
20160808 15:31:49.221372,0,32,7,32,7,39,0,1986356256,0
20160808 15:31:49.229184,0,32,7,32,7,39,0,1986356256,0
20160808 15:31:49.229184,0,48,1,32,7,39,0,1986356256,0
20160808 15:31:49.229184,0,48,1,32,8,39,0,1986356256,0
20160808 15:31:49.229184,0,48,1,32,8,40,0,1986356256,0
20160808 15:31:49.236997,0,48,1,32,8,40,0,1986356256,0
20160808 15:31:49.236997,0,32,0,32,8,40,0,1986356256,0
20160808 15:31:49.236997,0,32,0,96,15,40,0,1986356256,0
20160808 15:31:49.236997,0,32,0,96,15,48,0,1986356256,0
20160808 15:31:49.236997,0,32,0,96,15,48,0,1986356256,0
20160808 15:31:49.244810,0,32,0,96,15,48,0,1986356256,0
20160808 15:31:49.244810,0,0,0,96,15,48,0,1986356256,0
20160808 15:31:49.244810,0,0,0,32,0,48,0,1986356256,0
20160808 15:31:49.244810,0,0,0,32,0,111,0,1986356256,0
20160808 15:31:49.252622,0,0,0,32,0,111,0,1986356256,0
20160808 15:31:49.252622,0,0,0,32,0,111,0,1986356256,0
20160808 15:31:49.252622,0,0,0,0,0,111,0,1986356256,0
20160808 15:31:49.252622,0,0,0,0,0,0,0,1986356256,0
20160808 15:31:49.252622,0,0,0,0,0,0,99,1986356256,0
20160808 15:31:49.260434,0,0,0,0,0,0,99,1986356256,0
20160808 15:31:49.260434,0,0,15,0,0,0,99,1986356256,0
20160808 15:31:49.260434,0,0,15,32,13,0,99,1986356256,0
20160808 15:31:49.260434,0,0,15,32,13,45,99,1986356256,0
20160808 15:31:49.268247,0,0,15,32,13,45,99,1986356256,0
20160808 15:31:49.268247,0,96,3,32,13,45,99,1986356256,0
20160808 15:31:49.268247,0,96,3,32,0,45,99,1986356256,0
20160808 15:31:49.268247,0,96,3,32,0,15,99,1986356256,0
20160808 15:31:49.268247,0,96,3,32,0,15,46,1986356256,0
20160808 15:31:49.276060,0,96,3,32,0,15,46,1986356256,0
20160808 15:31:49.276060,0,96,5,32,0,15,46,1986356256,0
20160808 15:31:49.276060,0,96,5,96,3,15,46,1986356256,0
20160808 15:31:49.276060,0,96,5,96,3,32,46,1986356256,0
20160808 15:31:49.283872,0,96,5,96,3,32,46,1986356256,0
20160808 15:31:49.283872,0,32,15,96,3,32,46,1986356256,0
20160808 15:31:49.283872,0,32,15,32,15,32,46,1986356256,0
20160808 15:31:49.283872,0,32,15,32,15,101,46,1986356256,0
20160808 15:31:49.283872,0,32,15,32,15,101,99,1986356256,0
20160808 15:31:49.291684,0,32,15,32,15,101,99,1986356256,0
20160808 15:31:49.291684,0,48,0,32,15,101,99,1986356256,0
20160808 15:31:49.291684,0,48,0,48,0,101,99,1986356256,0
20160808 15:31:49.291684,0,48,0,48,0,48,99,1986356256,0
20160808 15:31:49.299497,0,48,0,48,0,48,99,1986356256,0
20160808 15:31:49.299497,0,64,9,48,0,48,99,1986356256,0
20160808 15:31:49.299497,0,64,9,0,10,48,99,1986356256,0
20160808 15:31:49.299497,0,64,9,0,10,49,99,1986356256,0
20160808 15:31:49.299497,0,64,9,0,10,49,49,1986356256,0
20160808 15:31:49.307310,0,64,9,0,10,49,49,1986356256,0
20160808 15:31:49.307310,0,96,13,0,10,49,49,1986356256,0
20160808 15:31:49.307310,0,96,13,64,3,49,49,1986356256,0
20160808 15:31:49.307310,0,96,13,64,3,0,49,1986356256,0
20160808 15:31:49.315122,0,96,13,64,3,0,49,1986356256,0
20160808 15:31:49.315122,0,0,0,64,3,0,49,1986356256,0
20160808 15:31:49.315122,0,0,0,0,0,0,49,1986356256,0
20160808 15:31:49.315122,0,0,0,0,0,109,49,1986356256,0
20160808 15:31:49.315122,0,0,0,0,0,109,67,1986356256,0
20160808 15:31:49.322934,0,0,0,0,0,109,67,1986356256,0
20160808 15:31:49.322934,0,0,0,0,0,109,67,1986356256,0
20160808 15:31:49.322934,0,0,0,0,0,109,67,1986356256,0
20160808 15:31:49.322934,0,0,0,0,0,0,67,1986356256,0
20160808 15:31:49.330747,0,0,0,0,0,0,67,1986356256,0
20160808 15:31:49.330747,0,48,0,0,0,0,67,1986356256,0
20160808 15:31:49.330747,0,48,0,0,15,0,67,1986356256,0
20160808 15:31:49.330747,0,48,0,0,15,54,67,1986356256,0
20160808 15:31:49.330747,0,48,0,0,15,54,54,1986356256,0
20160808 15:31:49.338560,0,48,0,0,15,54,54,1986356256,0
20160808 15:31:49.338560,0,112,4,0,15,54,54,1986356256,0
20160808 15:31:49.338560,0,112,4,48,0,54,54,1986356256,0
20160808 15:31:49.338560,0,112,4,48,0,15,54,1986356256,0
20160808 15:31:49.346372,0,112,4,48,0,15,54,1986356256,0
20160808 15:31:49.346372,0,48,7,48,0,15,54,1986356256,0
20160808 15:31:49.346372,0,48,7,96,9,15,54,1986356256,0
20160808 15:31:49.346372,0,48,7,96,9,116,54,1986356256,0
20160808 15:31:49.346372,0,48,7,96,9,116,48,1986356256,0
20160808 15:31:49.354184,0,48,7,96,9,116,48,1986356256,0
20160808 15:31:49.354184,0,48,8,96,9,116,48,1986356256,0
20160808 15:31:49.354184,0,48,8,48,8,116,48,1986356256,0
20160808 15:31:49.354184,0,48,8,48,8,105,48,1986356256,0
20160808 15:31:49.361997,0,48,8,48,8,105,48,1986356256,0
20160808 15:31:49.361997,0,48,9,48,8,105,48,1986356256,0
20160808 15:31:49.361997,0,48,9,48,9,105,48,1986356256,0
20160808 15:31:49.361997,0,48,9,48,9,57,48,1986356256,0
20160808 15:31:49.361997,0,48,9,48,9,57,57,1986356256,0
20160808 15:31:49.369810,0,48,9,48,9,57,57,1986356256,0
20160808 15:31:49.369810,0,0,10,48,9,57,57,1986356256,0
20160808 15:31:49.369810,0,0,10,48,10,57,57,1986356256,0
20160808 15:31:49.369810,0,0,10,48,10,58,57,1986356256,0
20160808 15:31:49.377622,0,0,10,48,10,58,57,1986356256,0
20160808 15:31:49.377622,0,0,0,48,10,58,57,1986356256,0
20160808 15:31:49.377622,0,0,0,96,4,58,57,1986356256,0
20160808 15:31:49.377622,0,0,0,96,4,10,57,1986356256,0
20160808 15:31:49.377622,0,0,0,96,4,10,0,1986356256,0
20160808 15:31:49.385434,0,0,0,96,4,10,0,1986356256,0
20160808 15:31:49.385434,0,0,0,96,4,10,0,1986356256,0
20160808 15:31:49.385434,0,0,0,0,0,10,0,1986356256,0
20160808 15:31:49.385434,0,0,0,0,0,100,0,1986356256,0
20160808 15:31:49.393247,0,0,0,0,0,100,0,1986356256,0
20160808 15:31:49.393247,0,48,13,0,0,100,0,1986356256,0
20160808 15:31:49.393247,0,48,13,48,13,100,0,1986356256,0
20160808 15:31:49.393247,0,48,13,48,13,61,0,1986356256,0
20160808 15:31:49.393247,0,48,13,48,13,61,0,1986356256,0
20160808 15:31:49.401060,0,48,13,48,13,61,0,1986356256,0
20160808 15:31:49.401060,0,32,0,48,13,61,0,1986356256,0
20160808 15:31:49.401060,0,32,0,48,15,61,0,1986356256,0
20160808 15:31:49.401060,0,32,0,48,15,63,0,1986356256,0
20160808 15:31:49.408872,0,32,0,48,15,63,0,1986356256,0
20160808 15:31:49.408872,0,32,0,48,15,63,0,1986356256,0
20160808 15:31:49.408872,0,32,0,96,15,63,0,1986356256,0
20160808 15:31:49.408872,0,32,0,96,15,49,0,1986356256,0
20160808 15:31:49.408872,0,32,0,96,15,49,64,1986356256,0
20160808 15:31:49.416684,0,32,0,96,15,49,64,1986356256,0
20160808 15:31:49.416684,0,64,0,96,15,49,64,1986356256,0
20160808 15:31:49.416684,0,64,0,32,0,49,64,1986356256,0
20160808 15:31:49.416684,0,64,0,32,0,111,64,1986356256,0
20160808 15:31:49.424497,0,64,0,32,0,111,64,1986356256,0
