time,status,x,y,z
20160810 15:01:56.454656,0,2,2,2
20160810 15:01:56.462468,0,3,3,3
20160810 15:01:56.470281,0,4,4,4
20160810 15:01:56.478094,0,5,5,5
20160810 15:01:56.485906,0,6,6,6
20160810 15:01:56.493718,0,7,7,7
20160810 15:01:56.501531,0,8,8,8
20160810 15:01:56.509344,0,9,9,9
20160810 15:01:56.517156,0,10,10,10
20160810 15:01:56.524968,0,11,11,11
20160810 15:01:56.532781,0,12,12,12
20160810 15:01:56.540594,0,13,13,13
20160810 15:01:56.548406,0,14,14,14
20160810 15:01:56.556218,0,15,15,15
20160810 15:01:56.564031,0,16,16,16
20160810 15:01:56.571844,0,17,17,17
20160810 15:01:56.579656,0,18,18,18
20160810 15:01:56.587468,0,19,19,19
20160810 15:01:56.595281,0,20,20,20
20160810 15:01:56.603094,0,21,21,21
20160810 15:01:56.610906,0,22,22,22
20160810 15:01:56.618718,0,23,23,23
20160810 15:01:56.626531,0,24,24,24
20160810 15:01:56.634344,0,25,25,25
20160810 15:01:56.642156,0,26,26,26
20160810 15:01:56.649968,0,27,27,27
20160810 15:01:56.657781,0,28,28,28
20160810 15:01:56.665594,0,29,29,29
20160810 15:01:56.673406,0,30,30,30
20160810 15:01:56.681218,0,31,31,31
20160810 15:01:56.689031,0,32,32,32
20160810 15:01:56.696844,0,33,33,33
20160810 15:01:56.704656,0,34,34,34
20160810 15:01:56.712468,0,35,35,35
20160810 15:01:56.720281,0,36,36,36
20160810 15:01:56.728094,0,37,37,37
20160810 15:01:56.735906,0,38,38,38
20160810 15:01:56.743718,0,39,39,39
20160810 15:01:56.751531,0,40,40,40
20160810 15:01:56.759344,0,41,41,41
20160810 15:01:56.767156,0,42,42,42
20160810 15:01:56.774968,0,43,43,43
20160810 15:01:56.782781,0,44,44,44
20160810 15:01:56.790594,0,45,45,45
20160810 15:01:56.798406,0,46,46,46
20160810 15:01:56.806218,0,47,47,47
20160810 15:01:56.814031,0,48,48,48
20160810 15:01:56.821844,0,49,49,49
20160810 15:01:56.829656,0,50,50,50
20160810 15:01:56.837468,0,51,51,51
20160810 15:01:56.845281,0,52,52,52
20160810 15:01:56.853094,0,53,53,53
20160810 15:01:56.860906,0,54,54,54
20160810 15:01:56.868718,0,55,55,55
20160810 15:01:56.876531,0,56,56,56
20160810 15:01:56.884344,0,57,57,57
20160810 15:01:56.892156,0,58,58,58
20160810 15:01:56.899968,0,59,59,59
20160810 15:01:56.907781,0,60,60,60
20160810 15:01:56.915594,0,61,61,61
20160810 15:01:56.923406,0,62,62,62
20160810 15:01:56.931218,0,63,63,63
20160810 15:01:56.939031,0,64,64,64
20160810 15:01:56.946844,0,65,65,65
20160810 15:01:56.954656,0,66,66,66
20160810 15:01:56.962468,0,67,67,67
20160810 15:01:56.970281,0,68,68,68
20160810 15:01:56.978094,0,69,69,69
20160810 15:01:56.985906,0,70,70,70
20160810 15:01:56.993718,0,71,71,71
20160810 15:01:57.001531,0,72,72,72
20160810 15:01:57.009344,0,73,73,73
20160810 15:01:57.017156,0,74,74,74
20160810 15:01:57.024968,0,75,75,75
20160810 15:01:57.032781,0,76,76,76
20160810 15:01:57.040594,0,77,77,77
20160810 15:01:57.048406,0,78,78,78
20160810 15:01:57.056218,0,79,79,79
20160810 15:01:57.064031,0,80,80,80
20160810 15:01:57.071844,0,81,81,81
20160810 15:01:57.079656,0,82,82,82
20160810 15:01:57.087468,0,83,83,83
20160810 15:01:57.095281,0,84,84,84
20160810 15:01:57.103094,0,85,85,85
20160810 15:01:57.110906,0,86,86,86
20160810 15:01:57.118718,0,87,87,87
20160810 15:01:57.126531,0,88,88,88
20160810 15:01:57.134344,0,89,89,89
20160810 15:01:57.142156,0,90,90,90
20160810 15:01:57.149968,0,91,91,91
20160810 15:01:57.157781,0,92,92,92
20160810 15:01:57.165594,0,93,93,93
20160810 15:01:57.173406,0,94,94,94
20160810 15:01:57.181218,0,95,95,95
20160810 15:01:57.189031,0,96,96,96
20160810 15:01:57.196844,0,97,97,97
20160810 15:01:57.204656,0,98,98,98
20160810 15:01:57.212468,0,99,99,99
20160810 15:01:57.220281,0,100,100,100
20160810 15:01:57.228094,0,101,101,101
20160810 15:01:57.235906,0,102,102,102
20160810 15:01:57.243718,0,103,103,103
20160810 15:01:57.251531,0,104,104,104
20160810 15:01:57.259344,0,105,105,105
20160810 15:01:57.267156,0,106,106,106
20160810 15:01:57.274968,0,107,107,107
20160810 15:01:57.282781,0,108,108,108
20160810 15:01:57.290594,0,109,109,109
20160810 15:01:57.298406,0,110,110,110
20160810 15:01:57.306218,0,111,111,111
20160810 15:01:57.314031,0,112,112,112
20160810 15:01:57.321844,0,113,113,113
20160810 15:01:57.329656,0,114,114,114
20160810 15:01:57.337468,0,115,115,115
20160810 15:01:57.345281,0,116,116,116
20160810 15:01:57.353094,0,117,117,117
20160810 15:01:57.360906,0,118,118,118
20160810 15:01:57.368718,0,119,119,119
20160810 15:01:57.376531,0,120,120,120
20160810 15:01:57.384344,0,121,121,121
20160810 15:01:57.392156,0,122,122,122
20160810 15:01:57.399968,0,123,123,123
20160810 15:01:57.407781,0,124,124,124
20160810 15:01:57.415594,0,125,125,125
20160810 15:01:57.423406,0,126,126,126
20160810 15:01:57.431218,0,127,127,127
20160810 15:01:57.439031,0,128,128,128
20160810 15:01:57.446844,0,129,129,129
20160810 15:01:57.454656,0,130,130,130
20160810 15:01:57.462468,0,131,131,131
20160810 15:01:57.470281,0,132,132,132
20160810 15:01:57.478094,0,133,133,133
20160810 15:01:57.485906,0,134,134,134
20160810 15:01:57.493718,0,135,135,135
20160810 15:01:57.501531,0,136,136,136
20160810 15:01:57.509344,0,137,137,137
20160810 15:01:57.517156,0,138,138,138
20160810 15:01:57.524968,0,139,139,139
20160810 15:01:57.532781,0,140,140,140
20160810 15:01:57.540594,0,141,141,141
20160810 15:01:57.548406,0,142,142,142
20160810 15:01:57.556218,0,143,143,143
20160810 15:01:57.564031,0,144,144,144
20160810 15:01:57.571844,0,145,145,145
20160810 15:01:57.579656,0,146,146,146
20160810 15:01:57.587468,0,147,147,147
20160810 15:01:57.595281,0,148,148,148
20160810 15:01:57.603094,0,149,149,149
20160810 15:01:57.610906,0,150,150,150
20160810 15:01:57.618718,0,151,151,151
20160810 15:01:57.626531,0,152,152,152
20160810 15:01:57.634344,0,153,153,153
20160810 15:01:57.642156,0,154,154,154
20160810 15:01:57.649968,0,155,155,155
20160810 15:01:57.657781,0,156,156,156
20160810 15:01:57.665594,0,157,157,157
20160810 15:01:57.673406,0,158,158,158
20160810 15:01:57.681218,0,159,159,159
20160810 15:01:57.689031,0,160,160,160
