time,status,x,y,z
20160810 14:55:35.985853,0,5430,5430,5430
20160810 14:55:35.993665,0,5431,5431,5431
20160810 14:55:36.001477,0,5432,5432,5432
20160810 14:55:36.009290,0,5433,5433,5433
20160810 14:55:36.017103,0,5434,5434,5434
20160810 14:55:36.024915,0,5435,5435,5435
20160810 14:55:36.032727,0,5436,5436,5436
20160810 14:55:36.040540,0,5437,5437,5437
20160810 14:55:36.048353,0,5438,5438,5438
20160810 14:55:36.056165,0,5439,5439,5439
20160810 14:55:36.063977,0,5440,5440,5440
20160810 14:55:36.071790,0,5441,5441,5441
20160810 14:55:36.079603,0,5442,5442,5442
20160810 14:55:36.087415,0,5443,5443,5443
20160810 14:55:36.095227,0,5444,5444,5444
20160810 14:55:36.103040,0,5445,5445,5445
20160810 14:55:36.110853,0,5446,5446,5446
20160810 14:55:36.118665,0,5447,5447,5447
20160810 14:55:36.126477,0,5448,5448,5448
20160810 14:55:36.134290,0,5449,5449,5449
20160810 14:55:36.142103,0,5450,5450,5450
20160810 14:55:36.149915,0,5451,5451,5451
20160810 14:55:36.157727,0,5452,5452,5452
20160810 14:55:36.165540,0,5453,5453,5453
20160810 14:55:36.173353,0,5454,5454,5454
20160810 14:55:36.181165,0,5455,5455,5455
20160810 14:55:36.188977,0,5456,5456,5456
20160810 14:55:36.196790,0,5457,5457,5457
20160810 14:55:36.204603,0,5458,5458,5458
20160810 14:55:36.212415,0,5459,5459,5459
20160810 14:55:36.220227,0,5460,5460,5460
20160810 14:55:36.228040,0,5461,5461,5461
20160810 14:55:36.235853,0,5462,5462,5462
20160810 14:55:36.243665,0,5463,5463,5463
20160810 14:55:36.251477,0,5464,5464,5464
20160810 14:55:36.259290,0,5465,5465,5465
20160810 14:55:36.267103,0,5466,5466,5466
20160810 14:55:36.274915,0,5467,5467,5467
20160810 14:55:36.282727,0,5468,5468,5468
20160810 14:55:36.290540,0,5469,5469,5469
20160810 14:55:36.298353,0,5470,5470,5470
20160810 14:55:36.306165,0,5471,5471,5471
20160810 14:55:36.313977,0,5472,5472,5472
20160810 14:55:36.321790,0,5473,5473,5473
20160810 14:55:36.329603,0,5474,5474,5474
20160810 14:55:36.337415,0,5475,5475,5475
20160810 14:55:36.345227,0,5476,5476,5476
20160810 14:55:36.353040,0,5477,5477,5477
20160810 14:55:36.360853,0,5478,5478,5478
20160810 14:55:36.368665,0,5479,5479,5479
20160810 14:55:36.376477,0,5480,5480,5480
20160810 14:55:36.384290,0,5481,5481,5481
20160810 14:55:36.392103,0,5482,5482,5482
20160810 14:55:36.399915,0,5483,5483,5483
20160810 14:55:36.407727,0,5484,5484,5484
20160810 14:55:36.415540,0,5485,5485,5485
20160810 14:55:36.423353,0,5486,5486,5486
20160810 14:55:36.431165,0,5487,5487,5487
20160810 14:55:36.438977,0,5488,5488,5488
20160810 14:55:36.446790,0,5489,5489,5489
20160810 14:55:36.454603,0,5490,5490,5490
20160810 14:55:36.462415,0,5491,5491,5491
20160810 14:55:36.470227,0,5492,5492,5492
20160810 14:55:36.478040,0,5493,5493,5493
20160810 14:55:36.485853,0,5494,5494,5494
20160810 14:55:36.493665,0,5495,5495,5495
20160810 14:55:36.501477,0,5496,5496,5496
20160810 14:55:36.509290,0,5497,5497,5497
20160810 14:55:36.517103,0,5498,5498,5498
20160810 14:55:36.524915,0,5499,5499,5499
20160810 14:55:36.532727,0,5500,5500,5500
20160810 14:55:36.540540,0,5501,5501,5501
20160810 14:55:36.548353,0,5502,5502,5502
20160810 14:55:36.556165,0,5503,5503,5503
20160810 14:55:36.563977,0,5504,5504,5504
20160810 14:55:36.571790,0,5505,5505,5505
20160810 14:55:36.579603,0,5506,5506,5506
20160810 14:55:36.587415,0,5507,5507,5507
20160810 14:55:36.595227,0,5508,5508,5508
20160810 14:55:36.603040,0,5509,5509,5509
20160810 14:55:36.610853,0,5510,5510,5510
20160810 14:55:36.618665,0,5511,5511,5511
20160810 14:55:36.626477,0,5512,5512,5512
20160810 14:55:36.634290,0,5513,5513,5513
20160810 14:55:36.642103,0,5514,5514,5514
20160810 14:55:36.649915,0,5515,5515,5515
20160810 14:55:36.657727,0,5516,5516,5516
20160810 14:55:36.665540,0,5517,5517,5517
20160810 14:55:36.673353,0,5518,5518,5518
20160810 14:55:36.681165,0,5519,5519,5519
