time,status,n_fib,n_fob,n_fsc,x,y,z
20160802 12:45:13.366702,0,1,0,1,0,0,0
20160802 12:45:13.374515,0,1,0,1,1973790,30,7347824
20160802 12:45:13.382328,0,1,0,1,2039583,31,7348080
20160802 12:45:13.390140,0,1,0,1,2105376,32,7348336
20160802 12:45:13.397952,0,1,0,1,2171169,33,7348592
20160802 12:45:13.405765,0,1,0,1,2236962,34,7348848
20160802 12:45:13.413578,0,1,0,1,2302755,35,7349104
20160802 12:45:13.421390,0,1,0,1,2368548,36,7349360
20160802 12:45:13.429202,0,1,0,1,2434341,37,7349616
20160802 12:45:13.437015,0,1,0,1,2500134,38,7349872
20160802 12:45:13.444828,0,1,0,1,2565927,39,7350128
20160802 12:45:13.452640,0,1,0,1,2631720,40,7350384
20160802 12:45:13.460452,0,1,0,1,2697513,41,7350640
20160802 12:45:13.468265,0,1,0,1,2763306,42,7350896
20160802 12:45:13.476078,0,1,0,1,2829099,43,7351152
20160802 12:45:13.483890,0,1,0,1,2894892,44,7351408
20160802 12:45:13.491702,0,1,0,1,2960685,45,7351664
20160802 12:45:13.499515,0,1,0,1,3026478,46,7351920
20160802 12:45:13.507328,0,1,0,1,3092271,47,7352176
20160802 12:45:13.515140,0,1,0,1,3158064,48,7352432
20160802 12:45:13.522952,0,1,0,1,3223857,49,7352688
20160802 12:45:13.530765,0,1,0,1,3289650,50,7352944
20160802 12:45:13.538578,0,1,0,1,3355443,51,7353200
20160802 12:45:13.546390,0,1,0,1,3421236,52,7353456
20160802 12:45:13.554202,0,1,0,1,3487029,53,7353712
20160802 12:45:13.562015,0,1,0,1,3552822,54,7353968
20160802 12:45:13.569828,0,1,0,1,3618615,55,7354224
20160802 12:45:13.577640,0,1,0,1,3684408,56,7354480
20160802 12:45:13.585452,0,1,0,1,3750201,57,7354736
20160802 12:45:13.593265,0,1,0,1,3815994,58,7354992
20160802 12:45:13.601078,0,1,0,1,3881787,59,7355248
20160802 12:45:13.608890,0,1,0,1,3947580,60,7355504
20160802 12:45:13.616702,0,1,0,1,4013373,61,7355760
20160802 12:45:13.624515,0,1,0,1,4079166,62,7356016
20160802 12:45:13.632328,0,1,0,1,4144959,63,7356272
20160802 12:45:13.640140,0,1,0,1,4210752,64,7356528
20160802 12:45:13.647952,0,1,0,1,4276545,65,7356784
20160802 12:45:13.655765,0,1,0,1,4342338,66,7357040
20160802 12:45:13.663578,0,1,0,1,4408131,67,7357296
20160802 12:45:13.671390,0,1,0,1,4473924,68,7357552
20160802 12:45:13.679202,0,1,0,1,4539717,69,7357808
20160802 12:45:13.687015,0,1,0,1,4605510,70,7358064
20160802 12:45:13.694828,0,1,0,1,4671303,71,7358320
20160802 12:45:13.702640,0,1,0,1,4737096,72,7358576
20160802 12:45:13.710452,0,1,0,1,4802889,73,7358832
20160802 12:45:13.718265,0,1,0,1,4868682,74,7359088
20160802 12:45:13.726078,0,1,0,1,4934475,75,7359344
20160802 12:45:13.733890,0,1,0,1,5000268,76,7359600
20160802 12:45:13.741702,0,1,0,1,5066061,77,7359856
20160802 12:45:13.749515,0,1,0,1,5131854,78,7360112
20160802 12:45:13.757328,0,1,0,1,5197647,79,7360368
20160802 12:45:13.765140,0,1,0,1,5263440,80,7360624
20160802 12:45:13.772952,0,1,0,1,5329233,81,7360880
20160802 12:45:13.780765,0,1,0,1,5395026,82,7361136
20160802 12:45:13.788578,0,1,0,1,5460819,83,7361392
20160802 12:45:13.796390,0,1,0,1,5526612,84,7361648
20160802 12:45:13.804202,0,1,0,1,5592405,85,7361904
20160802 12:45:13.812015,0,1,0,1,5658198,86,7362160
20160802 12:45:13.819828,0,1,0,1,5723991,87,7362416
20160802 12:45:13.827640,0,1,0,1,5789784,88,7362672
20160802 12:45:13.835452,0,1,0,1,5855577,89,7362928
20160802 12:45:13.843265,0,1,0,1,5921370,90,7363184
20160802 12:45:13.851078,0,1,0,1,5987163,91,7363440
20160802 12:45:13.858890,0,1,0,1,6052956,92,7363696
20160802 12:45:13.866702,0,1,0,1,6118749,93,7363952
20160802 12:45:13.874515,0,1,0,1,6184542,94,7364208
20160802 12:45:13.882328,0,1,0,1,6250335,95,7364464
20160802 12:45:13.890140,0,1,0,1,6316128,96,7364720
20160802 12:45:13.897952,0,1,0,1,6381921,97,7364976
20160802 12:45:13.905765,0,1,0,1,6447714,98,7365232
20160802 12:45:13.913578,0,1,0,1,6513507,99,7365488
20160802 12:45:13.921390,0,1,0,1,6579300,100,7365744
20160802 12:45:13.929202,0,1,0,1,6645093,101,7366000
20160802 12:45:13.937015,0,1,0,1,6710886,102,7366256
20160802 12:45:13.944828,0,1,0,1,6776679,103,7366512
20160802 12:45:13.952640,0,1,0,1,6842472,104,7366768
20160802 12:45:13.960452,0,1,0,1,6908265,105,7367024
20160802 12:45:13.968265,0,1,0,1,6974058,106,7367280
20160802 12:45:13.976078,0,1,0,1,7039851,107,7367536
20160802 12:45:13.983890,0,1,0,1,7105644,108,7367792
20160802 12:45:13.991702,0,1,0,1,7171437,109,7368048
20160802 12:45:13.999515,0,1,0,1,7237230,110,7368304
20160802 12:45:14.007328,0,1,0,1,7303023,111,7368560
20160802 12:45:14.015140,0,1,0,1,7368816,112,7368816
20160802 12:45:14.022952,0,1,0,1,7434609,113,7369072
20160802 12:45:14.030765,0,1,0,1,7500402,114,7369328
20160802 12:45:14.038578,0,1,0,1,7566195,115,7369584
20160802 12:45:14.046390,0,1,0,1,7631988,116,7369840
20160802 12:45:14.054202,0,1,0,1,7697781,117,7370096
20160802 12:45:14.062015,0,1,0,1,7763574,118,7370352
20160802 12:45:14.069828,0,1,0,1,7829367,119,7370608
20160802 12:45:14.077640,0,1,0,1,7895160,120,7370864
20160802 12:45:14.085452,0,1,0,1,7960953,121,7371120
20160802 12:45:14.093265,0,1,0,1,8026746,122,7371376
20160802 12:45:14.101078,0,1,0,1,8092539,123,7371632
20160802 12:45:14.108890,0,1,0,1,8158332,124,7371888
20160802 12:45:14.116702,0,1,0,1,8224125,125,7372144
20160802 12:45:14.124515,0,1,0,1,8289918,126,7372400
20160802 12:45:14.132328,0,1,0,1,8355711,127,7372656
20160802 12:45:14.140140,0,1,0,1,8421504,128,7372912
20160802 12:45:14.147952,0,1,0,1,8487297,129,7373168
20160802 12:45:14.155765,0,1,0,1,8553090,130,7373424
20160802 12:45:14.163578,0,1,0,1,8618883,131,7373680
20160802 12:45:14.171390,0,1,0,1,8684676,132,7373936
20160802 12:45:14.179202,0,1,0,1,8750469,133,7374192
20160802 12:45:14.187015,0,1,0,1,8816262,134,7374448
20160802 12:45:14.194828,0,1,0,1,8882055,135,7374704
20160802 12:45:14.202640,0,1,0,1,8947848,136,7374960
20160802 12:45:14.210452,0,1,0,1,9013641,137,7375216
20160802 12:45:14.218265,0,1,0,1,9079434,138,7375472
20160802 12:45:14.226078,0,1,0,1,9145227,139,7375728
20160802 12:45:14.233890,0,1,0,1,9211020,140,7375984
20160802 12:45:14.241702,0,1,0,1,9276813,141,7376240
