time,status,x,y,z
20160810 15:06:16.354178,0,2,2,2
20160810 15:06:16.361990,0,3,3,3
20160810 15:06:16.369803,0,4,4,4
20160810 15:06:16.377616,0,5,5,5
20160810 15:06:16.385428,0,6,6,6
20160810 15:06:16.393240,0,7,7,7
20160810 15:06:16.401053,0,8,8,8
20160810 15:06:16.408866,0,9,9,9
20160810 15:06:16.416678,0,10,10,10
20160810 15:06:16.424490,0,11,11,11
20160810 15:06:16.432303,0,12,12,12
20160810 15:06:16.440116,0,13,13,13
20160810 15:06:16.447928,0,14,14,14
20160810 15:06:16.455740,0,15,15,15
20160810 15:06:16.463553,0,16,16,16
20160810 15:06:16.471366,0,17,17,17
20160810 15:06:16.479178,0,18,18,18
20160810 15:06:16.486990,0,19,19,19
20160810 15:06:16.494803,0,20,20,20
20160810 15:06:16.502616,0,21,21,21
20160810 15:06:16.510428,0,22,22,22
20160810 15:06:16.518240,0,23,23,23
20160810 15:06:16.526053,0,24,24,24
20160810 15:06:16.533866,0,25,25,25
20160810 15:06:16.541678,0,26,26,26
20160810 15:06:16.549490,0,27,27,27
20160810 15:06:16.557303,0,28,28,28
20160810 15:06:16.565116,0,29,29,29
20160810 15:06:16.572928,0,30,30,30
20160810 15:06:16.580740,0,31,31,31
20160810 15:06:16.588553,0,32,32,32
20160810 15:06:16.596366,0,33,33,33
20160810 15:06:16.604178,0,34,34,34
20160810 15:06:16.611990,0,35,35,35
20160810 15:06:16.619803,0,36,36,36
20160810 15:06:16.627616,0,37,37,37
20160810 15:06:16.635428,0,38,38,38
20160810 15:06:16.643240,0,39,39,39
20160810 15:06:16.651053,0,40,40,40
20160810 15:06:16.658866,0,41,41,41
20160810 15:06:16.666678,0,42,42,42
20160810 15:06:16.674490,0,43,43,43
20160810 15:06:16.682303,0,44,44,44
20160810 15:06:16.690116,0,45,45,45
20160810 15:06:16.697928,0,46,46,46
20160810 15:06:16.705740,0,47,47,47
20160810 15:06:16.713553,0,48,48,48
20160810 15:06:16.721366,0,49,49,49
20160810 15:06:16.729178,0,50,50,50
20160810 15:06:16.736990,0,51,51,51
20160810 15:06:16.744803,0,52,52,52
20160810 15:06:16.752616,0,53,53,53
20160810 15:06:16.760428,0,54,54,54
20160810 15:06:16.768240,0,55,55,55
20160810 15:06:16.776053,0,56,56,56
20160810 15:06:16.783866,0,57,57,57
20160810 15:06:16.791678,0,58,58,58
20160810 15:06:16.799490,0,59,59,59
20160810 15:06:16.807303,0,60,60,60
20160810 15:06:16.815116,0,61,61,61
20160810 15:06:16.822928,0,62,62,62
20160810 15:06:16.830740,0,63,63,63
20160810 15:06:16.838553,0,64,64,64
20160810 15:06:16.846366,0,65,65,65
20160810 15:06:16.854178,0,66,66,66
20160810 15:06:16.861990,0,67,67,67
20160810 15:06:16.869803,0,68,68,68
20160810 15:06:16.877616,0,69,69,69
20160810 15:06:16.885428,0,70,70,70
