time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:46:47.263527,0,208,12,208,12,220,220,18908,73
20160810 15:46:49.021339,0,208,12,208,12,220,220,3705461980,56540
20160810 15:46:49.029152,0,208,14,208,14,222,222,18910,73
20160810 15:46:49.036965,0,208,15,208,15,223,223,18911,73
20160810 15:46:49.044777,0,224,0,224,0,224,224,18912,73
20160810 15:46:49.052589,0,224,1,224,1,225,225,18913,73
20160810 15:46:49.060402,0,224,2,224,2,226,226,18914,73
20160810 15:46:49.068215,0,224,3,224,3,227,227,18915,73
20160810 15:46:49.076027,0,224,4,224,4,228,228,18916,73
20160810 15:46:49.083839,0,224,5,224,5,229,229,18917,73
20160810 15:46:49.091652,0,224,6,224,6,230,230,18918,73
20160810 15:46:49.099465,0,224,7,224,7,231,231,18919,73
20160810 15:46:49.107277,0,224,8,224,8,232,232,18920,73
20160810 15:46:49.115089,0,224,9,224,9,233,233,18921,73
20160810 15:46:49.122902,0,224,10,224,10,234,234,18922,73
20160810 15:46:49.130715,0,224,11,224,11,235,235,18923,73
20160810 15:46:49.138527,0,224,12,224,12,236,236,18924,73
20160810 15:46:49.146339,0,224,13,224,13,237,237,18925,73
20160810 15:46:49.154152,0,224,14,224,14,238,238,18926,73
20160810 15:46:49.161965,0,224,15,224,15,239,239,18927,73
20160810 15:46:49.169777,0,240,0,240,0,240,240,18928,73
20160810 15:46:49.177589,0,240,1,240,1,241,241,18929,73
20160810 15:46:49.185402,0,240,2,240,2,242,242,18930,73
20160810 15:46:49.193215,0,240,3,240,3,243,243,18931,73
20160810 15:46:49.201027,0,240,4,240,4,244,244,18932,73
20160810 15:46:49.208839,0,240,5,240,5,245,245,18933,73
20160810 15:46:49.216652,0,240,6,240,6,246,246,18934,73
20160810 15:46:49.224465,0,240,7,240,7,247,247,18935,73
20160810 15:46:49.232277,0,240,8,240,8,248,248,18936,73
20160810 15:46:49.240089,0,240,9,240,9,249,249,18937,73
20160810 15:46:49.247902,0,240,10,240,10,250,250,18938,73
20160810 15:46:49.255715,0,240,11,240,11,251,251,18939,73
20160810 15:46:49.263527,0,240,12,240,12,252,252,18940,73
20160810 15:46:49.271339,0,240,13,240,13,253,253,18941,73
20160810 15:46:49.279152,0,240,14,240,14,254,254,18942,73
20160810 15:46:49.286965,0,240,15,240,15,255,255,18943,73
20160810 15:46:49.294777,0,0,0,0,0,0,0,18944,74
20160810 15:46:49.302589,0,0,1,0,1,1,1,18945,74
20160810 15:46:49.310402,0,0,2,0,2,2,2,18946,74
20160810 15:46:49.318215,0,0,3,0,3,3,3,18947,74
20160810 15:46:49.326027,0,0,4,0,4,4,4,18948,74
20160810 15:46:49.333839,0,0,5,0,5,5,5,18949,74
20160810 15:46:49.341652,0,0,6,0,6,6,6,18950,74
20160810 15:46:49.349465,0,0,7,0,7,7,7,18951,74
20160810 15:46:49.357277,0,0,8,0,8,8,8,18952,74
20160810 15:46:49.365089,0,0,9,0,9,9,9,18953,74
20160810 15:46:49.372902,0,0,10,0,10,10,10,18954,74
20160810 15:46:49.380715,0,0,11,0,11,11,11,18955,74
20160810 15:46:49.388527,0,0,12,0,12,12,12,18956,74
20160810 15:46:49.396339,0,0,13,0,13,13,13,18957,74
20160810 15:46:49.404152,0,0,14,0,14,14,14,18958,74
20160810 15:46:49.411965,0,0,15,0,15,15,15,18959,74
20160810 15:46:49.419777,0,16,0,16,0,16,16,18960,74
20160810 15:46:49.427589,0,16,1,16,1,17,17,18961,74
20160810 15:46:49.435402,0,16,2,16,2,18,18,18962,74
20160810 15:46:49.443215,0,16,3,16,3,19,19,18963,74
20160810 15:46:49.451027,0,16,4,16,4,20,20,18964,74
20160810 15:46:49.458839,0,16,5,16,5,21,21,18965,74
20160810 15:46:49.466652,0,16,6,16,6,22,22,18966,74
20160810 15:46:49.474465,0,16,7,16,7,23,23,18967,74
20160810 15:46:49.482277,0,16,8,16,8,24,24,18968,74
20160810 15:46:49.490089,0,16,9,16,9,25,25,18969,74
20160810 15:46:49.497902,0,16,10,16,10,26,26,18970,74
20160810 15:46:49.505715,0,16,11,16,11,27,27,18971,74
20160810 15:46:49.513527,0,16,12,16,12,28,28,18972,74
20160810 15:46:49.521339,0,16,13,16,13,29,29,18973,74
20160810 15:46:49.529152,0,16,14,16,14,30,30,18974,74
20160810 15:46:49.536965,0,16,15,16,15,31,31,18975,74
20160810 15:46:49.544777,0,32,0,32,0,32,32,18976,74
20160810 15:46:49.552589,0,32,1,32,1,33,33,18977,74
20160810 15:46:49.560402,0,32,2,32,2,34,34,18978,74
20160810 15:46:49.568215,0,32,3,32,3,35,35,18979,74
20160810 15:46:49.576027,0,32,4,32,4,36,36,18980,74
20160810 15:46:49.583839,0,32,5,32,5,37,37,18981,74
20160810 15:46:49.591652,0,32,6,32,6,38,38,18982,74
20160810 15:46:49.599465,0,32,7,32,7,39,39,18983,74
20160810 15:46:49.607277,0,32,8,32,8,40,40,18984,74
20160810 15:46:49.615089,0,32,9,32,9,41,41,18985,74
20160810 15:46:49.622902,0,32,10,32,10,42,42,18986,74
20160810 15:46:49.630715,0,32,11,32,11,43,43,18987,74
20160810 15:46:49.638527,0,32,12,32,12,44,44,18988,74
20160810 15:46:49.646339,0,32,13,32,13,45,45,18989,74
20160810 15:46:49.654152,0,32,14,32,14,46,46,18990,74
20160810 15:46:49.661965,0,32,15,32,15,47,47,18991,74
20160810 15:46:49.669777,0,48,0,48,0,48,48,18992,74
20160810 15:46:49.677589,0,48,1,48,1,49,49,18993,74
20160810 15:46:49.685402,0,48,2,48,2,50,50,18994,74
20160810 15:46:49.693215,0,48,3,48,3,51,51,18995,74
20160810 15:46:49.701027,0,48,4,48,4,52,52,18996,74
20160810 15:46:49.708839,0,48,5,48,5,53,53,18997,74
20160810 15:46:49.716652,0,48,6,48,6,54,54,18998,74
20160810 15:46:49.724465,0,48,7,48,7,55,55,18999,74
20160810 15:46:49.732277,0,48,8,48,8,56,56,19000,74
20160810 15:46:49.740089,0,48,9,48,9,57,57,19001,74
20160810 15:46:49.747902,0,48,10,48,10,58,58,19002,74
20160810 15:46:49.755715,0,48,11,48,11,59,59,19003,74
20160810 15:46:49.763527,0,48,12,48,12,60,60,19004,74
20160810 15:46:49.771339,0,48,13,48,13,61,61,19005,74
20160810 15:46:49.779152,0,48,14,48,14,62,62,19006,74
20160810 15:46:49.786965,0,48,15,48,15,63,63,19007,74
20160810 15:46:49.794777,0,64,0,64,0,64,64,19008,74
20160810 15:46:49.802589,0,64,1,64,1,65,65,19009,74
20160810 15:46:49.810402,0,64,2,64,2,66,66,19010,74
20160810 15:46:49.818215,0,64,3,64,3,67,67,19011,74
20160810 15:46:49.826027,0,64,4,64,4,68,68,19012,74
20160810 15:46:49.833839,0,64,5,64,5,69,69,19013,74
20160810 15:46:49.841652,0,64,6,64,6,70,70,19014,74
20160810 15:46:49.849465,0,64,7,64,7,71,71,19015,74
20160810 15:46:49.857277,0,64,8,64,8,72,72,19016,74
20160810 15:46:49.865089,0,64,9,64,9,73,73,19017,74
20160810 15:46:49.872902,0,64,10,64,10,74,74,19018,74
20160810 15:46:49.880715,0,64,11,64,11,75,75,19019,74
20160810 15:46:49.888527,0,64,12,64,12,76,76,19020,74
20160810 15:46:49.896339,0,64,13,64,13,77,77,19021,74
20160810 15:46:49.904152,0,64,14,64,14,78,78,19022,74
20160810 15:46:49.911965,0,64,15,64,15,79,79,19023,74
20160810 15:46:49.919777,0,80,0,80,0,80,80,19024,74
20160810 15:46:49.927589,0,80,1,80,1,81,81,19025,74
20160810 15:46:49.935402,0,80,2,80,2,82,82,19026,74
20160810 15:46:49.943215,0,80,3,80,3,83,83,19027,74
20160810 15:46:49.951027,0,80,4,80,4,84,84,19028,74
20160810 15:46:49.958839,0,80,5,80,5,85,85,19029,74
20160810 15:46:49.966652,0,80,6,80,6,86,86,19030,74
20160810 15:46:49.974465,0,80,7,80,7,87,87,19031,74
20160810 15:46:49.982277,0,80,8,80,8,88,88,19032,74
20160810 15:46:49.990089,0,80,9,80,9,89,89,19033,74
20160810 15:46:49.997902,0,80,10,80,10,90,90,19034,74
20160810 15:46:50.005715,0,80,11,80,11,91,91,19035,74
20160810 15:46:50.013527,0,80,12,80,12,92,92,19036,74
20160810 15:46:50.021339,0,80,13,80,13,93,93,19037,74
20160810 15:46:50.029152,0,80,14,80,14,94,94,19038,74
20160810 15:46:50.036965,0,80,15,80,15,95,95,19039,74
20160810 15:46:50.044777,0,96,0,96,0,96,96,19040,74
20160810 15:46:50.052589,0,96,1,96,1,97,97,19041,74
20160810 15:46:50.060402,0,96,2,96,2,98,98,19042,74
20160810 15:46:50.068215,0,96,3,96,3,99,99,19043,74
20160810 15:46:50.076027,0,96,4,96,4,100,100,19044,74
