time,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160808 15:13:37.979119,0,0,0,0,0,0,0,0,114
20160808 15:13:37.979119,0,96,3,0,0,0,0,0,114
20160808 15:13:37.979119,0,96,3,96,3,0,0,0,0
20160808 15:13:37.979119,0,96,3,96,3,99,0,0,0
20160808 15:13:37.979119,0,96,3,96,3,99,99,0,0
20160808 15:13:37.979119,0,96,3,96,3,99,99,0,0
20160808 15:13:37.979119,0,96,3,96,3,99,99,327680,0
20160808 15:13:37.979119,0,96,3,96,3,99,99,338944,0
20160808 15:13:37.979119,0,96,3,96,3,99,99,339043,0
20160808 15:13:37.979119,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.979119,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.986931,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.986931,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.986931,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.986931,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.994743,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.994743,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.994743,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.994743,0,96,3,96,3,99,99,339043,1280
20160808 15:13:37.994743,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.002556,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.002556,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.002556,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.002556,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.010369,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.010369,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.010369,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.010369,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.010369,0,96,3,96,3,99,99,339043,1280
20160808 15:13:38.018181,0,96,3,96,3,99,99,339043,1280
