time,status,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160810 15:51:09.948773,0,208,4,208,4,212,212,212,0
20160810 15:51:09.956586,0,208,5,208,5,213,213,213,0
20160810 15:51:09.964399,0,208,6,208,6,214,214,214,0
20160810 15:51:09.972211,0,208,7,208,7,215,215,215,0
20160810 15:51:09.980023,0,208,8,208,8,216,216,216,0
20160810 15:51:09.987836,0,208,9,208,9,217,217,217,0
20160810 15:51:09.995649,0,208,10,208,10,218,218,218,0
20160810 15:51:10.003461,0,208,11,208,11,219,219,219,0
20160810 15:51:10.011273,0,208,12,208,12,220,220,220,0
20160810 15:51:10.019086,0,208,13,208,13,221,221,221,0
20160810 15:51:10.026899,0,208,14,208,14,222,222,222,0
20160810 15:51:10.034711,0,208,15,208,15,223,223,223,0
20160810 15:51:10.042523,0,224,0,224,0,224,224,224,0
20160810 15:51:10.050336,0,224,1,224,1,225,225,225,0
20160810 15:51:10.058149,0,224,2,224,2,226,226,226,0
20160810 15:51:10.065961,0,224,3,224,3,227,227,227,0
20160810 15:51:10.073773,0,224,4,224,4,228,228,228,0
20160810 15:51:10.081586,0,224,5,224,5,229,229,229,0
20160810 15:51:10.089399,0,224,6,224,6,230,230,230,0
20160810 15:51:10.097211,0,224,7,224,7,231,231,231,0
20160810 15:51:10.105023,0,224,8,224,8,232,232,232,0
20160810 15:51:10.112836,0,224,9,224,9,233,233,233,0
20160810 15:51:10.120649,0,224,10,224,10,234,234,234,0
20160810 15:51:10.128461,0,224,11,224,11,235,235,235,0
20160810 15:51:10.136273,0,224,12,224,12,236,236,236,0
20160810 15:51:10.144086,0,224,13,224,13,237,237,237,0
20160810 15:51:10.151899,0,224,14,224,14,238,238,238,0
20160810 15:51:10.159711,0,224,15,224,15,239,239,239,0
20160810 15:51:10.167523,0,240,0,240,0,240,240,240,0
20160810 15:51:10.175336,0,240,1,240,1,241,241,241,0
20160810 15:51:10.183149,0,240,2,240,2,242,242,242,0
20160810 15:51:10.190961,0,240,3,240,3,243,243,243,0
20160810 15:51:10.198773,0,240,4,240,4,244,244,244,0
20160810 15:51:10.206586,0,240,5,240,5,245,245,245,0
20160810 15:51:10.214399,0,240,6,240,6,246,246,246,0
20160810 15:51:10.222211,0,240,7,240,7,247,247,247,0
20160810 15:51:10.230023,0,240,8,240,8,248,248,248,0
20160810 15:51:10.237836,0,240,9,240,9,249,249,249,0
20160810 15:51:10.245649,0,240,10,240,10,250,250,250,0
20160810 15:51:10.253461,0,240,11,240,11,251,251,251,0
20160810 15:51:10.261273,0,240,12,240,12,252,252,252,0
20160810 15:51:10.269086,0,240,13,240,13,253,253,253,0
20160810 15:51:10.276899,0,240,14,240,14,254,254,254,0
20160810 15:51:10.284711,0,240,15,240,15,255,255,255,0
20160810 15:51:10.292523,0,0,0,0,0,0,0,256,1
20160810 15:51:10.300336,0,0,1,0,1,1,1,257,1
20160810 15:51:10.308149,0,0,2,0,2,2,2,258,1
20160810 15:51:10.315961,0,0,3,0,3,3,3,259,1
20160810 15:51:10.323773,0,0,4,0,4,4,4,260,1
20160810 15:51:10.331586,0,0,5,0,5,5,5,261,1
20160810 15:51:10.339399,0,0,6,0,6,6,6,262,1
20160810 15:51:10.347211,0,0,7,0,7,7,7,263,1
20160810 15:51:10.355023,0,0,8,0,8,8,8,264,1
20160810 15:51:10.362836,0,0,9,0,9,9,9,265,1
20160810 15:51:10.370649,0,0,10,0,10,10,10,266,1
20160810 15:51:10.378461,0,0,11,0,11,11,11,267,1
20160810 15:51:10.386273,0,0,12,0,12,12,12,268,1
20160810 15:51:10.394086,0,0,13,0,13,13,13,269,1
20160810 15:51:10.401899,0,0,14,0,14,14,14,270,1
20160810 15:51:10.409711,0,0,15,0,15,15,15,271,1
20160810 15:51:10.417523,0,16,0,16,0,16,16,272,1
20160810 15:51:10.425336,0,16,1,16,1,17,17,273,1
20160810 15:51:10.433149,0,16,2,16,2,18,18,274,1
20160810 15:51:10.440961,0,16,3,16,3,19,19,275,1
20160810 15:51:10.448773,0,16,4,16,4,20,20,276,1
20160810 15:51:10.456586,0,16,5,16,5,21,21,277,1
20160810 15:51:10.464399,0,16,6,16,6,22,22,278,1
20160810 15:51:10.472211,0,16,7,16,7,23,23,279,1
20160810 15:51:10.480023,0,16,8,16,8,24,24,280,1
20160810 15:51:10.487836,0,16,9,16,9,25,25,281,1
20160810 15:51:10.495649,0,16,10,16,10,26,26,282,1
20160810 15:51:10.503461,0,16,11,16,11,27,27,283,1
20160810 15:51:10.511273,0,16,12,16,12,28,28,284,1
20160810 15:51:10.519086,0,16,13,16,13,29,29,285,1
20160810 15:51:10.526899,0,16,14,16,14,30,30,286,1
20160810 15:51:10.534711,0,16,15,16,15,31,31,287,1
20160810 15:51:10.542523,0,32,0,32,0,32,32,288,1
20160810 15:51:10.550336,0,32,1,32,1,33,33,289,1
20160810 15:51:10.558149,0,32,2,32,2,34,34,290,1
20160810 15:51:10.565961,0,32,3,32,3,35,35,291,1
20160810 15:51:10.573773,0,32,4,32,4,36,36,292,1
20160810 15:51:10.581586,0,32,5,32,5,37,37,293,1
20160810 15:51:10.589399,0,32,6,32,6,38,38,294,1
20160810 15:51:10.597211,0,32,7,32,7,39,39,295,1
20160810 15:51:10.605023,0,32,8,32,8,40,40,296,1
20160810 15:51:10.612836,0,32,9,32,9,41,41,297,1
20160810 15:51:10.620649,0,32,10,32,10,42,42,298,1
20160810 15:51:10.628461,0,32,11,32,11,43,43,299,1
20160810 15:51:10.636273,0,32,12,32,12,44,44,300,1
20160810 15:51:10.644086,0,32,13,32,13,45,45,301,1
20160810 15:51:10.651899,0,32,14,32,14,46,46,302,1
20160810 15:51:10.659711,0,32,15,32,15,47,47,303,1
20160810 15:51:10.667523,0,48,0,48,0,48,48,304,1
20160810 15:51:10.675336,0,48,1,48,1,49,49,305,1
20160810 15:51:10.683149,0,48,2,48,2,50,50,306,1
20160810 15:51:10.690961,0,48,3,48,3,51,51,307,1
20160810 15:51:10.698773,0,48,4,48,4,52,52,308,1
20160810 15:51:10.706586,0,48,5,48,5,53,53,309,1
20160810 15:51:10.714399,0,48,6,48,6,54,54,310,1
20160810 15:51:10.722211,0,48,7,48,7,55,55,311,1
20160810 15:51:10.730023,0,48,8,48,8,56,56,312,1
20160810 15:51:10.737836,0,48,9,48,9,57,57,313,1
20160810 15:51:10.745649,0,48,10,48,10,58,58,314,1
20160810 15:51:10.753461,0,48,11,48,11,59,59,315,1
20160810 15:51:10.761273,0,48,12,48,12,60,60,316,1
20160810 15:51:10.769086,0,48,13,48,13,61,61,317,1
20160810 15:51:10.776899,0,48,14,48,14,62,62,318,1
20160810 15:51:10.784711,0,48,15,48,15,63,63,319,1
20160810 15:51:10.792523,0,64,0,64,0,64,64,320,1
20160810 15:51:10.800336,0,64,1,64,1,65,65,321,1
20160810 15:51:10.808149,0,64,2,64,2,66,66,322,1
20160810 15:51:10.815961,0,64,3,64,3,67,67,323,1
20160810 15:51:10.823773,0,64,4,64,4,68,68,324,1
20160810 15:51:10.831586,0,64,5,64,5,69,69,325,1
20160810 15:51:10.839399,0,64,6,64,6,70,70,326,1
20160810 15:51:10.847211,0,64,7,64,7,71,71,327,1
20160810 15:51:10.855023,0,64,8,64,8,72,72,328,1
20160810 15:51:10.862836,0,64,9,64,9,73,73,329,1
20160810 15:51:10.870649,0,64,10,64,10,74,74,330,1
20160810 15:51:10.878461,0,64,11,64,11,75,75,331,1
20160810 15:51:10.886273,0,64,12,64,12,76,76,332,1
20160810 15:51:10.894086,0,64,13,64,13,77,77,333,1
20160810 15:51:10.901899,0,64,14,64,14,78,78,334,1
20160810 15:51:10.909711,0,64,15,64,15,79,79,335,1
20160810 15:51:10.917523,0,80,0,80,0,80,80,336,1
20160810 15:51:10.925336,0,80,1,80,1,81,81,337,1
20160810 15:51:10.933149,0,80,2,80,2,82,82,338,1
20160810 15:51:10.940961,0,80,3,80,3,83,83,339,1
20160810 15:51:10.948773,0,80,4,80,4,84,84,340,1
20160810 15:51:10.956586,0,80,5,80,5,85,85,341,1
20160810 15:51:10.964399,0,80,6,80,6,86,86,342,1
20160810 15:51:10.972211,0,80,7,80,7,87,87,343,1
20160810 15:51:10.980023,0,80,8,80,8,88,88,344,1
20160810 15:51:10.987836,0,80,9,80,9,89,89,345,1
20160810 15:51:10.995649,0,80,10,80,10,90,90,346,1
20160810 15:51:11.003461,0,80,11,80,11,91,91,347,1
20160810 15:51:11.011273,0,80,12,80,12,92,92,348,1
20160810 15:51:11.019086,0,80,13,80,13,93,93,349,1
20160810 15:51:11.026899,0,80,14,80,14,94,94,350,1
20160810 15:51:11.034711,0,80,15,80,15,95,95,351,1
20160810 15:51:11.042523,0,96,0,96,0,96,96,352,1
20160810 15:51:11.050336,0,96,1,96,1,97,97,353,1
20160810 15:51:11.058149,0,96,2,96,2,98,98,354,1
20160810 15:51:11.065961,0,96,3,96,3,99,99,355,1
20160810 15:51:11.073773,0,96,4,96,4,100,100,356,1
20160810 15:51:11.081586,0,96,5,96,5,101,101,357,1
20160810 15:51:11.089399,0,96,6,96,6,102,102,358,1
20160810 15:51:11.097211,0,96,7,96,7,103,103,359,1
20160810 15:51:11.105023,0,96,8,96,8,104,104,360,1
20160810 15:51:11.112836,0,96,9,96,9,105,105,361,1
20160810 15:51:11.120649,0,96,10,96,10,106,106,362,1
20160810 15:51:11.128461,0,96,11,96,11,107,107,363,1
20160810 15:51:11.136273,0,96,12,96,12,108,108,364,1
20160810 15:51:11.144086,0,96,13,96,13,109,109,365,1
20160810 15:51:11.151899,0,96,14,96,14,110,110,366,1
20160810 15:51:11.159711,0,96,15,96,15,111,111,367,1
20160810 15:51:11.167523,0,112,0,112,0,112,112,368,1
20160810 15:51:11.175336,0,112,1,112,1,113,113,369,1
20160810 15:51:11.183149,0,112,2,112,2,114,114,370,1
20160810 15:51:11.190961,0,112,3,112,3,115,115,371,1
20160810 15:51:11.198773,0,112,4,112,4,116,116,372,1
20160810 15:51:11.206586,0,112,5,112,5,117,117,373,1
20160810 15:51:11.214399,0,112,6,112,6,118,118,374,1
20160810 15:51:11.222211,0,112,7,112,7,119,119,375,1
20160810 15:51:11.230023,0,112,8,112,8,120,120,376,1
20160810 15:51:11.237836,0,112,9,112,9,121,121,377,1
20160810 15:51:11.245649,0,112,10,112,10,122,122,378,1
20160810 15:51:11.253461,0,112,11,112,11,123,123,379,1
20160810 15:51:11.261273,0,112,12,112,12,124,124,380,1
20160810 15:51:11.269086,0,112,13,112,13,125,125,381,1
20160810 15:51:11.276899,0,112,14,112,14,126,126,382,1
20160810 15:51:11.284711,0,112,15,112,15,127,127,383,1
20160810 15:51:11.292523,0,128,0,128,0,128,128,384,1
20160810 15:51:11.300336,0,128,1,128,1,129,129,385,1
20160810 15:51:11.308149,0,128,2,128,2,130,130,386,1
20160810 15:51:11.315961,0,128,3,128,3,131,131,387,1
20160810 15:51:11.323773,0,128,4,128,4,132,132,388,1
20160810 15:51:11.331586,0,128,5,128,5,133,133,389,1
20160810 15:51:11.339399,0,128,6,128,6,134,134,390,1
20160810 15:51:11.347211,0,128,7,128,7,135,135,391,1
20160810 15:51:11.355023,0,128,8,128,8,136,136,392,1
20160810 15:51:11.362836,0,128,9,128,9,137,137,393,1
20160810 15:51:11.370649,0,128,10,128,10,138,138,394,1
20160810 15:51:11.378461,0,128,11,128,11,139,139,395,1
20160810 15:51:11.386273,0,128,12,128,12,140,140,396,1
20160810 15:51:11.394086,0,128,13,128,13,141,141,397,1
20160810 15:51:11.401899,0,128,14,128,14,142,142,398,1
20160810 15:51:11.409711,0,128,15,128,15,143,143,399,1
20160810 15:51:11.417523,0,144,0,144,0,144,144,400,1
20160810 15:51:11.425336,0,144,1,144,1,145,145,401,1
20160810 15:51:11.433149,0,144,2,144,2,146,146,402,1
20160810 15:51:11.440961,0,144,3,144,3,147,147,403,1
20160810 15:51:11.448773,0,144,4,144,4,148,148,404,1
20160810 15:51:11.456586,0,144,5,144,5,149,149,405,1
20160810 15:51:11.464399,0,144,6,144,6,150,150,406,1
20160810 15:51:11.472211,0,144,7,144,7,151,151,407,1
20160810 15:51:11.480023,0,144,8,144,8,152,152,408,1
20160810 15:51:11.487836,0,144,9,144,9,153,153,409,1
20160810 15:51:11.495649,0,144,10,144,10,154,154,410,1
20160810 15:51:11.503461,0,144,11,144,11,155,155,411,1
20160810 15:51:11.511273,0,144,12,144,12,156,156,412,1
20160810 15:51:11.519086,0,144,13,144,13,157,157,413,1
20160810 15:51:11.526899,0,144,14,144,14,158,158,414,1
20160810 15:51:11.534711,0,144,15,144,15,159,159,415,1
20160810 15:51:11.542523,0,160,0,160,0,160,160,416,1
20160810 15:51:11.550336,0,160,1,160,1,161,161,417,1
20160810 15:51:11.558149,0,160,2,160,2,162,162,418,1
20160810 15:51:11.565961,0,160,3,160,3,163,163,419,1
20160810 15:51:11.573773,0,160,4,160,4,164,164,420,1
20160810 15:51:11.581586,0,160,5,160,5,165,165,421,1
20160810 15:51:11.589399,0,160,6,160,6,166,166,422,1
20160810 15:51:11.597211,0,160,7,160,7,167,167,423,1
20160810 15:51:11.605023,0,160,8,160,8,168,168,424,1
20160810 15:51:11.612836,0,160,9,160,9,169,169,425,1
20160810 15:51:11.620649,0,160,10,160,10,170,170,426,1
20160810 15:51:11.628461,0,160,11,160,11,171,171,427,1
20160810 15:51:11.636273,0,160,12,160,12,172,172,428,1
