time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160802 12:43:00.326837,0,1,0,1,0,0,80,6,81,0,1448149078,20736
20160802 12:43:00.334649,0,1,0,1,0,0,80,6,82,0,1448214614,20992
20160802 12:43:00.342462,0,1,0,1,0,0,80,6,83,0,1448280150,21248
20160802 12:43:00.350275,0,1,0,1,0,0,80,6,84,0,1448345686,21504
20160802 12:43:00.358087,0,1,0,1,0,0,80,6,85,0,1448411222,21760
20160802 12:43:00.365899,0,1,0,1,0,0,80,6,86,0,1448476758,22016
20160802 12:43:00.373712,0,1,0,1,0,0,80,6,87,0,1448542294,22272
20160802 12:43:00.381525,0,1,0,1,0,0,80,6,88,0,1448607830,22528
20160802 12:43:00.389337,0,1,0,1,0,0,80,6,89,0,1448673366,22784
20160802 12:43:00.397149,0,1,0,1,0,0,80,6,90,0,1448738902,23040
20160802 12:43:00.404962,0,1,0,1,0,0,80,6,91,0,1448804438,23296
20160802 12:43:00.412775,0,1,0,1,0,0,80,6,92,0,1448869974,23552
20160802 12:43:00.420587,0,1,0,1,0,0,80,6,93,0,1448935510,23808
20160802 12:43:00.428399,0,1,0,1,0,0,80,6,94,0,1449001046,24064
20160802 12:43:00.436212,0,1,0,1,0,0,80,6,95,0,1449066582,24320
20160802 12:43:00.444025,0,1,0,1,0,0,80,6,96,0,1449132118,24576
20160802 12:43:00.451837,0,1,0,1,0,0,80,6,97,0,1449197654,24832
20160802 12:43:00.459649,0,1,0,1,0,0,80,6,98,0,1449263190,25088
20160802 12:43:00.467462,0,1,0,1,0,0,80,6,99,0,1449328726,25344
20160802 12:43:00.475275,0,1,0,1,0,0,80,6,100,0,1449394262,25600
20160802 12:43:00.483087,0,1,0,1,0,0,80,6,101,0,1449459798,25856
20160802 12:43:00.490899,0,1,0,1,0,0,80,6,102,0,1449525334,26112
20160802 12:43:00.498712,0,1,0,1,0,0,80,6,103,0,1449590870,26368
20160802 12:43:00.506525,0,1,0,1,0,0,80,6,104,0,1449656406,26624
20160802 12:43:00.514337,0,1,0,1,0,0,80,6,105,0,1449721942,26880
20160802 12:43:00.522149,0,1,0,1,0,0,80,6,106,0,1449787478,27136
20160802 12:43:00.529962,0,1,0,1,0,0,80,6,107,0,1449853014,27392
20160802 12:43:00.537775,0,1,0,1,0,0,80,6,108,0,1449918550,27648
20160802 12:43:00.545587,0,1,0,1,0,0,80,6,109,0,1449984086,27904
20160802 12:43:00.553399,0,1,0,1,0,0,80,6,110,0,1450049622,28160
20160802 12:43:00.561212,0,1,0,1,0,0,80,6,111,0,1450115158,28416
20160802 12:43:00.569025,0,1,0,1,0,0,80,6,112,0,1450180694,28672
20160802 12:43:00.576837,0,1,0,1,0,0,80,6,113,0,1450246230,28928
20160802 12:43:00.584649,0,1,0,1,0,0,80,6,114,0,1450311766,29184
20160802 12:43:00.592462,0,1,0,1,0,0,80,6,115,0,1450377302,29440
20160802 12:43:00.600275,0,1,0,1,0,0,80,6,116,0,1450442838,29696
20160802 12:43:00.608087,0,1,0,1,0,0,80,6,117,0,1450508374,29952
20160802 12:43:00.615899,0,1,0,1,0,0,80,6,118,0,1450573910,30208
20160802 12:43:00.623712,0,1,0,1,0,0,80,6,119,0,1450639446,30464
20160802 12:43:00.631525,0,1,0,1,0,0,80,6,120,0,1450704982,30720
20160802 12:43:00.639337,0,1,0,1,0,0,80,6,121,0,1450770518,30976
20160802 12:43:00.647149,0,1,0,1,0,0,80,6,122,0,1450836054,31232
20160802 12:43:00.654962,0,1,0,1,0,0,80,6,123,0,1450901590,31488
20160802 12:43:00.662775,0,1,0,1,0,0,80,6,124,0,1450967126,31744
20160802 12:43:00.670587,0,1,0,1,0,0,80,6,125,0,1451032662,32000
20160802 12:43:00.678399,0,1,0,1,0,0,80,6,126,0,1451098198,32256
20160802 12:43:00.686212,0,1,0,1,0,0,80,6,127,0,1451163734,32512
20160802 12:43:00.694025,0,1,0,1,0,0,80,6,128,0,1451229270,32768
20160802 12:43:00.701837,0,1,0,1,0,0,80,6,129,0,1451294806,33024
20160802 12:43:00.709649,0,1,0,1,0,0,80,6,130,0,1451360342,33280
20160802 12:43:00.717462,0,1,0,1,0,0,80,6,131,0,1451425878,33536
20160802 12:43:00.725275,0,1,0,1,0,0,80,6,132,0,1451491414,33792
20160802 12:43:00.733087,0,1,0,1,0,0,80,6,133,0,1451556950,34048
20160802 12:43:00.740899,0,1,0,1,0,0,80,6,134,0,1451622486,34304
20160802 12:43:00.748712,0,1,0,1,0,0,80,6,135,0,1451688022,34560
20160802 12:43:00.756525,0,1,0,1,0,0,80,6,136,0,1451753558,34816
20160802 12:43:00.764337,0,1,0,1,0,0,80,6,137,0,1451819094,35072
20160802 12:43:00.772149,0,1,0,1,0,0,80,6,138,0,1451884630,35328
20160802 12:43:00.779962,0,1,0,1,0,0,80,6,139,0,1451950166,35584
20160802 12:43:00.787775,0,1,0,1,0,0,80,6,140,0,1452015702,35840
20160802 12:43:00.795587,0,1,0,1,0,0,80,6,141,0,1452081238,36096
20160802 12:43:00.803399,0,1,0,1,0,0,80,6,142,0,1452146774,36352
20160802 12:43:00.811212,0,1,0,1,0,0,80,6,143,0,1452212310,36608
20160802 12:43:00.819025,0,1,0,1,0,0,80,6,144,0,1452277846,36864
20160802 12:43:00.826837,0,1,0,1,0,0,80,6,145,0,1452343382,37120
20160802 12:43:00.834649,0,1,0,1,0,0,80,6,146,0,1452408918,37376
20160802 12:43:00.842462,0,1,0,1,0,0,80,6,147,0,1452474454,37632
20160802 12:43:00.850275,0,1,0,1,0,0,80,6,148,0,1452539990,37888
20160802 12:43:00.858087,0,1,0,1,0,0,80,6,149,0,1452605526,38144
