time,status,x,y,z
20160810 15:31:22.760408,0,366,366,366
20160810 15:31:22.768220,0,367,367,367
20160810 15:31:22.776032,0,368,368,368
20160810 15:31:22.783845,0,369,369,369
20160810 15:31:22.791658,0,370,370,370
20160810 15:31:22.799470,0,371,371,371
20160810 15:31:22.807282,0,372,372,372
20160810 15:31:22.815095,0,373,373,373
20160810 15:31:22.822908,0,374,374,374
20160810 15:31:22.830720,0,375,375,375
20160810 15:31:22.838532,0,376,376,376
20160810 15:31:22.846345,0,377,377,377
20160810 15:31:22.854158,0,378,378,378
20160810 15:31:22.861970,0,379,379,379
20160810 15:31:22.869782,0,380,380,380
20160810 15:31:22.877595,0,381,381,381
20160810 15:31:22.885408,0,382,382,382
20160810 15:31:22.893220,0,383,383,383
20160810 15:31:22.901032,0,384,384,384
20160810 15:31:22.908845,0,385,385,385
20160810 15:31:22.916658,0,386,386,386
20160810 15:31:22.924470,0,387,387,387
20160810 15:31:22.932282,0,388,388,388
20160810 15:31:22.940095,0,389,389,389
20160810 15:31:22.947908,0,390,390,390
20160810 15:31:22.955720,0,391,391,391
20160810 15:31:22.963532,0,392,392,392
20160810 15:31:22.971345,0,393,393,393
20160810 15:31:22.979158,0,394,394,394
20160810 15:31:22.986970,0,395,395,395
20160810 15:31:22.994782,0,396,396,396
20160810 15:31:23.002595,0,397,397,397
20160810 15:31:23.010408,0,398,398,398
20160810 15:31:23.018220,0,399,399,399
20160810 15:31:23.026032,0,400,400,400
20160810 15:31:23.033845,0,401,401,401
20160810 15:31:23.041658,0,402,402,402
20160810 15:31:23.049470,0,403,403,403
20160810 15:31:23.057282,0,404,404,404
20160810 15:31:23.065095,0,405,405,405
20160810 15:31:23.072908,0,406,406,406
20160810 15:31:23.080720,0,407,407,407
20160810 15:31:23.088532,0,408,408,408
20160810 15:31:23.096345,0,409,409,409
20160810 15:31:23.104158,0,410,410,410
20160810 15:31:23.111970,0,411,411,411
20160810 15:31:23.119782,0,412,412,412
20160810 15:31:23.127595,0,413,413,413
20160810 15:31:23.135408,0,414,414,414
20160810 15:31:23.143220,0,415,415,415
20160810 15:31:23.151032,0,416,416,416
20160810 15:31:23.158845,0,417,417,417
20160810 15:31:23.166658,0,418,418,418
20160810 15:31:23.174470,0,419,419,419
20160810 15:31:23.182282,0,420,420,420
20160810 15:31:23.190095,0,421,421,421
20160810 15:31:23.197908,0,422,422,422
20160810 15:31:23.205720,0,423,423,423
20160810 15:31:23.213532,0,424,424,424
20160810 15:31:23.221345,0,425,425,425
20160810 15:31:23.229158,0,426,426,426
20160810 15:31:23.236970,0,427,427,427
20160810 15:31:23.244782,0,428,428,428
20160810 15:31:23.252595,0,429,429,429
20160810 15:31:23.260408,0,430,430,430
20160810 15:31:23.268220,0,431,431,431
20160810 15:31:23.276032,0,432,432,432
20160810 15:31:23.283845,0,433,433,433
20160810 15:31:23.291658,0,434,434,434
20160810 15:31:23.299470,0,435,435,435
20160810 15:31:23.307282,0,436,436,436
20160810 15:31:23.315095,0,437,437,437
20160810 15:31:23.322908,0,438,438,438
20160810 15:31:23.330720,0,439,439,439
20160810 15:31:23.338532,0,440,440,440
20160810 15:31:23.346345,0,441,441,441
20160810 15:31:23.354158,0,442,442,442
20160810 15:31:23.361970,0,443,443,443
20160810 15:31:23.369782,0,444,444,444
20160810 15:31:23.377595,0,445,445,445
20160810 15:31:23.385408,0,446,446,446
20160810 15:31:23.393220,0,447,447,447
20160810 15:31:23.401032,0,448,448,448
20160810 15:31:23.408845,0,449,449,449
20160810 15:31:23.416658,0,450,450,450
20160810 15:31:23.424470,0,451,451,451
20160810 15:31:23.432282,0,452,452,452
20160810 15:31:23.440095,0,453,453,453
20160810 15:31:23.447908,0,454,454,454
20160810 15:31:23.455720,0,455,455,455
20160810 15:31:23.463532,0,456,456,456
20160810 15:31:23.471345,0,457,457,457
20160810 15:31:23.479158,0,458,458,458
20160810 15:31:23.486970,0,459,459,459
20160810 15:31:23.494782,0,460,460,460
20160810 15:31:23.502595,0,461,461,461
20160810 15:31:23.510408,0,462,462,462
20160810 15:31:23.518220,0,463,463,463
20160810 15:31:23.526032,0,464,464,464
20160810 15:31:23.533845,0,465,465,465
20160810 15:31:23.541658,0,466,466,466
20160810 15:31:23.549470,0,467,467,467
20160810 15:31:23.557282,0,468,468,468
20160810 15:31:23.565095,0,469,469,469
20160810 15:31:23.572908,0,470,470,470
20160810 15:31:23.580720,0,471,471,471
20160810 15:31:23.588532,0,472,472,472
20160810 15:31:23.596345,0,473,473,473
20160810 15:31:23.604158,0,474,474,474
20160810 15:31:23.611970,0,475,475,475
20160810 15:31:23.619782,0,476,476,476
20160810 15:31:23.627595,0,477,477,477
20160810 15:31:23.635408,0,478,478,478
20160810 15:31:23.643220,0,479,479,479
20160810 15:31:23.651032,0,480,480,480
20160810 15:31:23.658845,0,481,481,481
20160810 15:31:23.666658,0,482,482,482
20160810 15:31:23.674470,0,483,483,483
20160810 15:31:23.682282,0,484,484,484
20160810 15:31:23.690095,0,485,485,485
20160810 15:31:23.697908,0,486,486,486
20160810 15:31:23.705720,0,487,487,487
20160810 15:31:23.713532,0,488,488,488
20160810 15:31:23.721345,0,489,489,489
20160810 15:31:23.729158,0,490,490,490
20160810 15:31:23.736970,0,491,491,491
20160810 15:31:23.744782,0,492,492,492
20160810 15:31:23.752595,0,493,493,493
20160810 15:31:23.760408,0,494,494,494
20160810 15:31:23.768220,0,495,495,495
20160810 15:31:23.776032,0,496,496,496
20160810 15:31:23.783845,0,497,497,497
20160810 15:31:23.791658,0,498,498,498
20160810 15:31:23.799470,0,499,499,499
20160810 15:31:23.807282,0,500,500,500
20160810 15:31:23.815095,0,501,501,501
20160810 15:31:23.822908,0,502,502,502
20160810 15:31:23.830720,0,503,503,503
20160810 15:31:23.838532,0,504,504,504
20160810 15:31:23.846345,0,505,505,505
20160810 15:31:23.854158,0,506,506,506
20160810 15:31:23.861970,0,507,507,507
20160810 15:31:23.869782,0,508,508,508
20160810 15:31:23.877595,0,509,509,509
20160810 15:31:23.885408,0,510,510,510
20160810 15:31:23.893220,0,511,511,511
20160810 15:31:23.901032,0,512,512,512
20160810 15:31:23.908845,0,513,513,513
20160810 15:31:23.916658,0,514,514,514
20160810 15:31:23.924470,0,515,515,515
20160810 15:31:23.932282,0,516,516,516
20160810 15:31:23.940095,0,517,517,517
20160810 15:31:23.947908,0,518,518,518
20160810 15:31:23.955720,0,519,519,519
20160810 15:31:23.963532,0,520,520,520
20160810 15:31:23.971345,0,521,521,521
20160810 15:31:23.979158,0,522,522,522
20160810 15:31:23.986970,0,523,523,523
20160810 15:31:23.994782,0,524,524,524
20160810 15:31:24.002595,0,525,525,525
20160810 15:31:24.010408,0,526,526,526
20160810 15:31:24.018220,0,527,527,527
20160810 15:31:24.026032,0,528,528,528
20160810 15:31:24.033845,0,529,529,529
20160810 15:31:24.041658,0,530,530,530
20160810 15:31:24.049470,0,531,531,531
20160810 15:31:24.057282,0,532,532,532
20160810 15:31:24.065095,0,533,533,533
20160810 15:31:24.072908,0,534,534,534
20160810 15:31:24.080720,0,535,535,535
20160810 15:31:24.088532,0,536,536,536
20160810 15:31:24.096345,0,537,537,537
20160810 15:31:24.104158,0,538,538,538
20160810 15:31:24.111970,0,539,539,539
20160810 15:31:24.119782,0,540,540,540
20160810 15:31:24.127595,0,541,541,541
20160810 15:31:24.135408,0,542,542,542
20160810 15:31:24.143220,0,543,543,543
20160810 15:31:24.151032,0,544,544,544
20160810 15:31:24.158845,0,545,545,545
20160810 15:31:24.166658,0,546,546,546
20160810 15:31:24.174470,0,547,547,547
20160810 15:31:24.182282,0,548,548,548
20160810 15:31:24.190095,0,549,549,549
20160810 15:31:24.197908,0,550,550,550
20160810 15:31:24.205720,0,551,551,551
20160810 15:31:24.213532,0,552,552,552
20160810 15:31:24.221345,0,553,553,553
20160810 15:31:24.229158,0,554,554,554
20160810 15:31:24.236970,0,555,555,555
20160810 15:31:24.244782,0,556,556,556
20160810 15:31:24.252595,0,557,557,557
20160810 15:31:24.260408,0,558,558,558
20160810 15:31:24.268220,0,559,559,559
20160810 15:31:24.276032,0,560,560,560
20160810 15:31:24.283845,0,561,561,561
20160810 15:31:24.291658,0,562,562,562
20160810 15:31:24.299470,0,563,563,563
20160810 15:31:24.307282,0,564,564,564
20160810 15:31:24.315095,0,565,565,565
20160810 15:31:24.322908,0,566,566,566
20160810 15:31:24.330720,0,567,567,567
20160810 15:31:24.338532,0,568,568,568
20160810 15:31:24.346345,0,569,569,569
20160810 15:31:24.354158,0,570,570,570
20160810 15:31:24.361970,0,571,571,571
20160810 15:31:24.369782,0,572,572,572
20160810 15:31:24.377595,0,573,573,573
20160810 15:31:24.385408,0,574,574,574
20160810 15:31:24.393220,0,575,575,575
20160810 15:31:24.401032,0,576,576,576
20160810 15:31:24.408845,0,577,577,577
20160810 15:31:24.416658,0,578,578,578
20160810 15:31:24.424470,0,579,579,579
20160810 15:31:24.432282,0,580,580,580
20160810 15:31:24.440095,0,581,581,581
20160810 15:31:24.447908,0,582,582,582
20160810 15:31:24.455720,0,583,583,583
20160810 15:31:24.463532,0,584,584,584
20160810 15:31:24.471345,0,585,585,585
20160810 15:31:24.479158,0,586,586,586
20160810 15:31:24.486970,0,587,587,587
20160810 15:31:24.494782,0,588,588,588
20160810 15:31:24.502595,0,589,589,589
20160810 15:31:24.510408,0,590,590,590
20160810 15:31:24.518220,0,591,591,591
20160810 15:31:24.526032,0,592,592,592
20160810 15:31:24.533845,0,593,593,593
20160810 15:31:24.541658,0,594,594,594
20160810 15:31:24.549470,0,595,595,595
20160810 15:31:24.557282,0,596,596,596
20160810 15:31:24.565095,0,597,597,597
20160810 15:31:24.572908,0,598,598,598
20160810 15:31:24.580720,0,599,599,599
20160810 15:31:24.588532,0,600,600,600
20160810 15:31:24.596345,0,601,601,601
20160810 15:31:24.604158,0,602,602,602
