time,status,x,y,z
20160810 15:56:58.123510,0,3932,3932,3932
20160810 15:56:58.131323,0,3933,3933,3933
20160810 15:56:58.139136,0,3934,3934,3934
20160810 15:56:58.146948,0,3935,3935,3935
20160810 15:56:58.154760,0,3936,3936,3936
20160810 15:56:58.162573,0,3937,3937,3937
20160810 15:56:58.170386,0,3938,3938,3938
20160810 15:56:58.178198,0,3939,3939,3939
20160810 15:56:58.186010,0,3940,3940,3940
20160810 15:56:58.193823,0,3941,3941,3941
20160810 15:56:58.201636,0,3942,3942,3942
20160810 15:56:58.209448,0,3943,3943,3943
20160810 15:56:58.217260,0,3944,3944,3944
20160810 15:56:58.225073,0,3945,3945,3945
20160810 15:56:58.232886,0,3946,3946,3946
20160810 15:56:58.240698,0,3947,3947,3947
20160810 15:56:58.248510,0,3948,3948,3948
20160810 15:56:58.256323,0,3949,3949,3949
20160810 15:56:58.264136,0,3950,3950,3950
20160810 15:56:58.271948,0,3951,3951,3951
20160810 15:56:58.279760,0,3952,3952,3952
20160810 15:56:58.287573,0,3953,3953,3953
20160810 15:56:58.295386,0,3954,3954,3954
20160810 15:56:58.303198,0,3955,3955,3955
20160810 15:56:58.311010,0,3956,3956,3956
20160810 15:56:58.318823,0,3957,3957,3957
20160810 15:56:58.326636,0,3958,3958,3958
20160810 15:56:58.334448,0,3959,3959,3959
20160810 15:56:58.342260,0,3960,3960,3960
20160810 15:56:58.350073,0,3961,3961,3961
20160810 15:56:58.357886,0,3962,3962,3962
20160810 15:56:58.365698,0,3963,3963,3963
20160810 15:56:58.373510,0,3964,3964,3964
20160810 15:56:58.381323,0,3965,3965,3965
20160810 15:56:58.389136,0,3966,3966,3966
20160810 15:56:58.396948,0,3967,3967,3967
20160810 15:56:58.404760,0,3968,3968,3968
20160810 15:56:58.412573,0,3969,3969,3969
20160810 15:56:58.420386,0,3970,3970,3970
20160810 15:56:58.428198,0,3971,3971,3971
20160810 15:56:58.436010,0,3972,3972,3972
20160810 15:56:58.443823,0,3973,3973,3973
20160810 15:56:58.451636,0,3974,3974,3974
20160810 15:56:58.459448,0,3975,3975,3975
20160810 15:56:58.467260,0,3976,3976,3976
20160810 15:56:58.475073,0,3977,3977,3977
20160810 15:56:58.482886,0,3978,3978,3978
20160810 15:56:58.490698,0,3979,3979,3979
20160810 15:56:58.498510,0,3980,3980,3980
20160810 15:56:58.506323,0,3981,3981,3981
20160810 15:56:58.514136,0,3982,3982,3982
20160810 15:56:58.521948,0,3983,3983,3983
20160810 15:56:58.529760,0,3984,3984,3984
20160810 15:56:58.537573,0,3985,3985,3985
20160810 15:56:58.545386,0,3986,3986,3986
20160810 15:56:58.553198,0,3987,3987,3987
20160810 15:56:58.561010,0,3988,3988,3988
20160810 15:56:58.568823,0,3989,3989,3989
20160810 15:56:58.576636,0,3990,3990,3990
20160810 15:56:58.584448,0,3991,3991,3991
20160810 15:56:58.592260,0,3992,3992,3992
20160810 15:56:58.600073,0,3993,3993,3993
20160810 15:56:58.607886,0,3994,3994,3994
20160810 15:56:58.615698,0,3995,3995,3995
20160810 15:56:58.623510,0,3996,3996,3996
20160810 15:56:58.631323,0,3997,3997,3997
20160810 15:56:58.639136,0,3998,3998,3998
20160810 15:56:58.646948,0,3999,3999,3999
20160810 15:56:58.654760,0,4000,4000,4000
20160810 15:56:58.662573,0,4001,4001,4001
20160810 15:56:58.670386,0,4002,4002,4002
20160810 15:56:58.678198,0,4003,4003,4003
20160810 15:56:58.686010,0,4004,4004,4004
20160810 15:56:58.693823,0,4005,4005,4005
20160810 15:56:58.701636,0,4006,4006,4006
20160810 15:56:58.709448,0,4007,4007,4007
20160810 15:56:58.717260,0,4008,4008,4008
20160810 15:56:58.725073,0,4009,4009,4009
20160810 15:56:58.732886,0,4010,4010,4010
20160810 15:56:58.740698,0,4011,4011,4011
20160810 15:56:58.748510,0,4012,4012,4012
20160810 15:56:58.756323,0,4013,4013,4013
20160810 15:56:58.764136,0,4014,4014,4014
20160810 15:56:58.771948,0,4015,4015,4015
20160810 15:56:58.779760,0,4016,4016,4016
20160810 15:56:58.787573,0,4017,4017,4017
20160810 15:56:58.795386,0,4018,4018,4018
20160810 15:56:58.803198,0,4019,4019,4019
20160810 15:56:58.811010,0,4020,4020,4020
20160810 15:56:58.818823,0,4021,4021,4021
20160810 15:56:58.826636,0,4022,4022,4022
20160810 15:56:58.834448,0,4023,4023,4023
20160810 15:56:58.842260,0,4024,4024,4024
20160810 15:56:58.850073,0,4025,4025,4025
20160810 15:56:58.857886,0,4026,4026,4026
20160810 15:56:58.865698,0,4027,4027,4027
20160810 15:56:58.873510,0,4028,4028,4028
20160810 15:56:58.881323,0,4029,4029,4029
20160810 15:56:58.889136,0,4030,4030,4030
20160810 15:56:58.896948,0,4031,4031,4031
20160810 15:56:58.904760,0,4032,4032,4032
20160810 15:56:58.912573,0,4033,4033,4033
20160810 15:56:58.920386,0,4034,4034,4034
20160810 15:56:58.928198,0,4035,4035,4035
20160810 15:56:58.936010,0,4036,4036,4036
20160810 15:56:58.943823,0,4037,4037,4037
20160810 15:56:58.951636,0,4038,4038,4038
20160810 15:56:58.959448,0,4039,4039,4039
20160810 15:56:58.967260,0,4040,4040,4040
20160810 15:56:58.975073,0,4041,4041,4041
20160810 15:56:58.982886,0,4042,4042,4042
20160810 15:56:58.990698,0,4043,4043,4043
20160810 15:56:58.998510,0,4044,4044,4044
20160810 15:56:59.006323,0,4045,4045,4045
20160810 15:56:59.014136,0,4046,4046,4046
20160810 15:56:59.021948,0,4047,4047,4047
20160810 15:56:59.029760,0,4048,4048,4048
20160810 15:56:59.037573,0,4049,4049,4049
20160810 15:56:59.045386,0,4050,4050,4050
20160810 15:56:59.053198,0,4051,4051,4051
20160810 15:56:59.061010,0,4052,4052,4052
20160810 15:56:59.068823,0,4053,4053,4053
20160810 15:56:59.076636,0,4054,4054,4054
20160810 15:56:59.084448,0,4055,4055,4055
20160810 15:56:59.092260,0,4056,4056,4056
20160810 15:56:59.100073,0,4057,4057,4057
20160810 15:56:59.107886,0,4058,4058,4058
20160810 15:56:59.115698,0,4059,4059,4059
20160810 15:56:59.123510,0,4060,4060,4060
20160810 15:56:59.131323,0,4061,4061,4061
20160810 15:56:59.139136,0,4062,4062,4062
20160810 15:56:59.146948,0,4063,4063,4063
